"GeographyCode","KS206EW0001","KS206EW0002","KS206EW0003","KS206EW0004","KS206EW0005","KS206EW0006","KS206EW0007","KS206EW0008","KS206EW0009"
"E02001392",2556,2477,42,5,32,96.9092331768388,1.64319248826291,0.195618153364632,1.25195618153365
"E02001393",2845,2717,64,6,58,95.5008787346221,2.24956063268893,0.210896309314587,2.03866432337434
"E02001394",4290,3986,112,5,187,92.9137529137529,2.61072261072261,0.116550116550117,4.35897435897436
"E02001395",2612,2514,51,5,42,96.2480857580398,1.95252679938744,0.191424196018377,1.60796324655436
"E02001396",3918,3659,77,13,169,93.3894844308321,1.96528841245533,0.331801939765186,4.31342521694742
"E02001397",3848,3764,40,6,38,97.8170478170478,1.03950103950104,0.155925155925156,0.987525987525988
"E02001398",3595,3361,106,15,113,93.4909596662031,2.94853963838665,0.417246175243394,3.1432545201669
"E02001399",2866,2774,56,9,27,96.7899511514306,1.95394277739009,0.314026517794836,0.942079553384508
"E02001400",2839,2727,50,9,53,96.054948925678,1.7611835153223,0.317013032758013,1.86685452624163
"E02001401",3395,3279,31,9,76,96.5832106038292,0.913107511045655,0.265095729013255,2.23858615611193
"E02001402",3762,3592,74,8,88,95.4811270600744,1.96703880914407,0.212652844231792,2.33918128654971
"E02001403",2841,2722,30,12,77,95.8113340373108,1.05596620908131,0.422386483632524,2.71031326997536
"E02001404",3155,3063,30,4,58,97.0839936608558,0.950871632329636,0.126782884310618,1.83835182250396
"E02001405",4154,3996,29,12,117,96.1964371689937,0.698122291766972,0.288878189696678,2.81656234954261
"E02006932",3201,2368,121,3,709,73.9768822243049,3.78006872852234,0.0937207122774133,22.1493283348953
"E02006933",3135,2675,91,6,363,85.3269537480064,2.90271132376396,0.191387559808612,11.5789473684211
"E02006934",2782,2304,92,13,373,82.8181164629763,3.30697340043134,0.467289719626168,13.4076204169662
