"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E01006560",1860,91,54,27,85,27,41,56,128,115,365,377,140,197,128,18,11,4.89247311827957,2.90322580645161,1.45161290322581,4.56989247311828,1.45161290322581,2.20430107526882,3.01075268817204,6.88172043010753,6.18279569892473,19.6236559139785,20.2688172043011,7.52688172043011,10.5913978494624,6.88172043010753,0.967741935483871,0.591397849462366
"E01006562",1514,121,71,41,79,17,52,53,114,115,284,305,89,97,58,14,4,7.99207397622193,4.68956406869221,2.70805812417437,5.21796565389696,1.12285336856011,3.43461030383091,3.50066050198151,7.52972258916777,7.59577278731836,18.7582562747688,20.1453104359313,5.87846763540291,6.40686922060766,3.83091149273448,0.924702774108322,0.264200792602378
"E01006563",1744,112,57,32,115,20,39,39,106,127,267,314,122,210,136,33,15,6.42201834862385,3.26834862385321,1.8348623853211,6.59403669724771,1.14678899082569,2.23623853211009,2.23623853211009,6.07798165137615,7.28211009174312,15.3096330275229,18.0045871559633,6.9954128440367,12.0412844036697,7.79816513761468,1.89220183486239,0.860091743119266
"E01006564",1721,83,44,24,77,16,36,34,112,114,288,375,163,232,107,13,3,4.82277745496804,2.55665310865776,1.39453805926787,4.47414294015107,0.929692039511912,2.0918070889018,1.97559558396281,6.50784427658338,6.62405578152237,16.7344567112144,21.7896571760604,9.4712376525276,13.4805345729227,6.21731551423591,0.755374782103428,0.174317257408483
"E01006565",1549,68,45,38,101,22,40,51,92,91,288,322,93,142,116,29,11,4.38992898644287,2.90510006455778,2.45319561007101,6.5203357004519,1.42027114267269,2.5823111684958,3.29244673983215,5.93931568754035,5.87475790832795,18.5926404131698,20.7876049063912,6.00387346675274,9.1672046481601,7.48870238863783,1.87217559715946,0.710135571336346
"E01006566",1506,89,47,30,87,19,52,38,92,87,280,317,96,116,106,40,10,5.90969455511288,3.12084993359894,1.99203187250996,5.77689243027888,1.26162018592297,3.45285524568393,2.52324037184595,6.10889774236388,5.77689243027888,18.5922974767596,21.0491367861886,6.37450199203187,7.70252324037185,7.03851261620186,2.65604249667995,0.664010624169987
"E01006567",1655,75,32,22,72,15,37,42,111,125,311,347,112,152,144,36,22,4.53172205438066,1.93353474320242,1.32930513595166,4.35045317220544,0.906344410876133,2.23564954682779,2.53776435045317,6.70694864048338,7.55287009063444,18.7915407854985,20.9667673716012,6.76737160120846,9.18429003021148,8.70090634441088,2.17522658610272,1.32930513595166
"E01006568",1617,89,55,32,106,29,38,47,78,98,330,355,83,116,97,39,25,5.50401978973408,3.40136054421769,1.97897340754484,6.55534941249227,1.79344465058751,2.35003092145949,2.90661719233148,4.82374768089054,6.06060606060606,20.4081632653061,21.9542362399505,5.13296227581942,7.17377860235003,5.99876314162028,2.41187384044527,1.5460729746444
"E01006569",1429,51,32,18,88,26,45,38,80,103,211,316,87,155,122,34,23,3.56892932120364,2.23932820153954,1.25962211336599,6.15815255423373,1.81945416375087,3.14905528341498,2.6592022393282,5.59832050384885,7.20783764870539,14.7655703289013,22.1133659902029,6.08817354793562,10.8467459762071,8.53743876836949,2.37928621413576,1.60951714485654
"E01006570",1479,55,47,39,97,20,42,44,107,79,261,344,83,122,105,27,7,3.71872887085869,3.17782285327924,2.6369168356998,6.55848546315078,1.35226504394861,2.83975659229209,2.97498309668695,7.23461798512508,5.34144692359702,17.6470588235294,23.2589587559162,5.61189993238675,8.24881676808655,7.09939148073022,1.82555780933063,0.473292765382015
"E01006571",1470,70,47,25,91,27,54,45,91,96,234,356,78,96,117,28,15,4.76190476190476,3.19727891156463,1.70068027210884,6.19047619047619,1.83673469387755,3.6734693877551,3.06122448979592,6.19047619047619,6.53061224489796,15.9183673469388,24.2176870748299,5.30612244897959,6.53061224489796,7.95918367346939,1.9047619047619,1.02040816326531
"E01006572",1207,93,69,33,86,17,28,37,68,85,210,247,63,96,62,12,1,7.70505385252693,5.71665285832643,2.73405136702568,7.12510356255178,1.40845070422535,2.31980115990058,3.06545153272577,5.63380281690141,7.04225352112676,17.3985086992544,20.4639602319801,5.2195526097763,7.95360397680199,5.13670256835128,0.994200497100249,0.0828500414250207
"E01006573",1501,105,44,35,81,13,34,32,73,119,313,284,79,121,115,31,22,6.99533644237175,2.93137908061292,2.33177881412392,5.39640239840107,0.866089273817455,2.26515656229181,2.13191205862758,4.86342438374417,7.92804796802132,20.852764823451,18.9207195203198,5.26315789473684,8.06129247168554,7.66155896069287,2.06528980679547,1.46568954030646
"E01006574",1388,82,55,36,103,18,46,44,74,86,248,273,72,123,94,21,13,5.90778097982709,3.96253602305476,2.59365994236311,7.4207492795389,1.29682997118156,3.31412103746398,3.1700288184438,5.3314121037464,6.19596541786744,17.8674351585014,19.6685878962536,5.18731988472623,8.86167146974063,6.77233429394813,1.51296829971182,0.936599423631124
"E01006575",1294,67,36,21,69,14,39,32,80,82,242,273,84,124,105,16,10,5.17774343122102,2.78207109737249,1.62287480680062,5.3323029366306,1.08191653786708,3.01391035548686,2.47295208655332,6.18238021638331,6.33693972179289,18.7017001545595,21.097372488408,6.49149922720247,9.58268933539413,8.11437403400309,1.23647604327666,0.772797527047913
"E01006576",1693,99,45,31,100,24,34,43,96,82,358,394,116,141,109,14,7,5.8476077968104,2.65800354400473,1.83106910809214,5.90667454223272,1.41760189013585,2.00826934435913,2.53987005316007,5.67040756054341,4.84347312463083,21.1458948611931,23.2722976963969,6.85174246898996,8.32841110454814,6.43827525103367,0.826934435912581,0.413467217956291
"E01006577",1503,78,47,33,83,26,51,43,77,65,276,363,107,124,100,17,13,5.18962075848303,3.12707917498337,2.19560878243513,5.52228875582169,1.72987358616101,3.39321357285429,2.86094477711244,5.1230871590153,4.32468396540253,18.3632734530938,24.1516966067864,7.11909514304724,8.25016633399867,6.65335994677312,1.13107119095143,0.864936793080506
"E01006578",1380,92,51,27,85,17,27,36,82,116,285,272,76,126,69,13,6,6.66666666666667,3.69565217391304,1.95652173913044,6.15942028985507,1.23188405797101,1.95652173913044,2.60869565217391,5.94202898550725,8.40579710144928,20.6521739130435,19.7101449275362,5.50724637681159,9.1304347826087,5,0.942028985507246,0.434782608695652
"E01006579",1643,103,54,35,110,24,42,25,82,90,291,376,112,159,104,23,13,6.26902008520998,3.28667072428484,2.13024954351796,6.69506999391357,1.4607425441266,2.55629945222155,1.52160681679854,4.99087035909921,5.47778454047474,17.711503347535,22.88496652465,6.81679853925746,9.67741935483871,6.32988435788192,1.39987827145466,0.79123554473524
"E01006580",1335,65,37,36,66,20,50,34,70,55,233,361,83,129,68,24,4,4.8689138576779,2.77153558052434,2.69662921348315,4.9438202247191,1.49812734082397,3.74531835205993,2.54681647940075,5.2434456928839,4.11985018726592,17.4531835205993,27.0411985018727,6.21722846441948,9.66292134831461,5.0936329588015,1.79775280898876,0.299625468164794
"E01006581",1559,87,61,24,103,20,36,37,107,74,287,343,113,155,81,21,10,5.58050032071841,3.91276459268762,1.53944836433611,6.60679923027582,1.28287363694676,2.30917254650417,2.37331622835151,6.86337395766517,4.74663245670301,18.409236690186,22.0012828736369,7.2482360487492,9.94227068633739,5.19563822963438,1.3470173187941,0.64143681847338
"E01006582",1642,83,53,37,136,24,66,46,100,61,276,394,121,128,91,15,11,5.05481120584653,3.22777101096224,2.25334957369062,8.28258221680877,1.46163215590743,4.01948842874543,2.80146163215591,6.09013398294763,3.71498172959805,16.8087697929354,23.9951278928136,7.36906211936663,7.79537149817296,5.54202192448234,0.913520097442144,0.669914738124239
"E01006583",1758,72,38,29,78,17,36,384,194,56,180,328,95,135,92,18,6,4.09556313993174,2.16154721274175,1.64960182025028,4.43686006825939,0.967007963594994,2.04778156996587,21.8430034129693,11.0352673492605,3.18543799772469,10.2389078498294,18.6575654152446,5.40386803185438,7.67918088737201,5.23321956769056,1.02389078498294,0.341296928327645
"E01006584",1393,78,33,24,83,28,44,27,67,72,281,312,109,130,78,19,8,5.59942569992821,2.36898779612347,1.72290021536253,5.95836324479541,2.01005025125628,3.1586503948313,1.93826274228284,4.80976310122039,5.16870064608758,20.1722900215363,22.3977027997128,7.82483847810481,9.33237616654702,5.59942569992821,1.36396267049533,0.574300071787509
"E01006585",1354,66,36,19,85,12,31,44,85,79,255,288,91,132,106,14,11,4.87444608567208,2.65878877400295,1.40324963072378,6.27769571639586,0.886262924667651,2.28951255539143,3.24963072378139,6.27769571639586,5.83456425406204,18.8330871491876,21.2703101920236,6.72082717872969,9.74889217134417,7.82865583456425,1.03397341211226,0.812407680945347
"E01006586",1899,102,46,30,94,21,39,54,144,181,414,391,100,137,108,26,12,5.37124802527646,2.42232754081095,1.57977883096366,4.94997367035282,1.10584518167457,2.05371248025276,2.8436018957346,7.58293838862559,9.53133228014745,21.8009478672986,20.5897840968931,5.26592943654555,7.2143233280674,5.68720379146919,1.36914165350184,0.631911532385466
"E01006587",1624,89,49,35,72,25,33,37,115,124,342,377,139,113,61,11,2,5.48029556650246,3.01724137931034,2.1551724137931,4.43349753694581,1.53940886699507,2.0320197044335,2.27832512315271,7.08128078817734,7.63546798029557,21.0591133004926,23.2142857142857,8.55911330049261,6.95812807881773,3.75615763546798,0.677339901477833,0.123152709359606
"E01006588",1569,64,27,21,43,12,28,35,212,189,309,305,77,109,79,32,27,4.07903123008286,1.7208413001912,1.33843212237094,2.74059910771192,0.764818355640535,1.78457616316125,2.23072020395156,13.5117909496495,12.0458891013384,19.6940726577438,19.4391332058636,4.90758444869344,6.94710006373486,5.03505417463352,2.03951561504143,1.7208413001912
"E01006589",1518,93,47,38,89,17,37,37,86,80,286,356,112,122,95,18,5,6.12648221343874,3.0961791831357,2.50329380764163,5.86297760210804,1.11989459815547,2.43741765480896,2.43741765480896,5.66534914361001,5.27009222661397,18.8405797101449,23.4519104084321,7.37812911725955,8.0368906455863,6.25823451910408,1.18577075098814,0.329380764163373
"E01006590",1642,65,34,28,48,10,23,39,309,224,365,267,59,83,68,14,6,3.95858708891596,2.07064555420219,1.70523751522533,2.92326431181486,0.609013398294762,1.40073081607795,2.37515225334957,18.8185140073082,13.6419001218027,22.2289890377588,16.2606577344702,3.5931790499391,5.05481120584653,4.14129110840438,0.852618757612667,0.365408038976857
"E01006591",1633,96,33,21,90,19,44,52,201,147,339,313,98,95,58,25,2,5.87875076546234,2.02082057562768,1.28597672994489,5.51132884262094,1.16350275566442,2.69442743417024,3.1843233312921,12.3086344151868,9.00183710961421,20.7593386405389,19.1671769748928,6.0012247397428,5.81751377832211,3.5517452541335,1.53092467850582,0.122473974280465
"E01006592",1565,59,38,25,95,21,38,33,141,83,234,349,115,143,139,36,16,3.76996805111821,2.42811501597444,1.59744408945687,6.0702875399361,1.34185303514377,2.42811501597444,2.10862619808307,9.00958466453674,5.30351437699681,14.9520766773163,22.3003194888179,7.3482428115016,9.13738019169329,8.88178913738019,2.30031948881789,1.0223642172524
"E01006593",1541,85,33,33,56,10,29,53,235,192,408,212,50,76,55,10,4,5.51589876703439,2.14146658014276,2.14146658014276,3.6340038935756,0.648929266709929,1.88189487345879,3.43932511356262,15.2498377676833,12.4594419208306,26.4763140817651,13.7573004542505,3.24464633354964,4.93186242699546,3.56911096690461,0.648929266709929,0.259571706683971
"E01006594",1410,51,40,28,81,19,38,31,80,58,187,374,145,141,102,25,10,3.61702127659574,2.83687943262411,1.98581560283688,5.74468085106383,1.34751773049645,2.69503546099291,2.19858156028369,5.67375886524823,4.11347517730496,13.2624113475177,26.5248226950355,10.2836879432624,10,7.23404255319149,1.77304964539007,0.709219858156028
"E01006595",1745,114,60,17,67,11,36,30,97,160,407,339,100,144,124,22,17,6.53295128939828,3.43839541547278,0.974212034383954,3.83954154727794,0.630372492836676,2.06303724928367,1.71919770773639,5.55873925501433,9.16905444126074,23.323782234957,19.4269340974212,5.73065902578797,8.25214899713467,7.10601719197708,1.26074498567335,0.974212034383954
