"GeographyCode","KS201EW0001","KS201EW0002","KS201EW0003","KS201EW0004","KS201EW0005","KS201EW0006","KS201EW0007","KS201EW0008","KS201EW0009","KS201EW0010","KS201EW0011","KS201EW0012","KS201EW0013","KS201EW0014","KS201EW0015","KS201EW0016","KS201EW0017","KS201EW0018","KS201EW0019","KS201EW0020","KS201EW0021","KS201EW0022","KS201EW0023","KS201EW0024","KS201EW0025","KS201EW0026","KS201EW0027","KS201EW0028","KS201EW0029","KS201EW0030","KS201EW0031","KS201EW0032","KS201EW0033","KS201EW0034","KS201EW0035","KS201EW0036","KS201EW0037"
"E02001367",9304,8785,86,1,89,37,12,6,9,44,28,4,62,24,27,3,11,41,35,94.4217540842648,0.924333619948409,0.0107480653482373,0.956577815993121,0.397678417884781,0.128976784178848,0.0644883920894239,0.0967325881341358,0.472914875322442,0.300945829750645,0.0429922613929493,0.666380051590714,0.257953568357696,0.290197764402408,0.032244196044712,0.11822871883061,0.44067067927773,0.376182287188306
"E02001368",5847,5363,68,9,126,28,10,19,13,13,2,5,34,15,62,15,8,29,28,91.7222507268685,1.16298956729947,0.153925089789636,2.1549512570549,0.478878057123311,0.17102787754404,0.324952967333675,0.222336240807252,0.222336240807252,0.0342055755088079,0.0855139387720198,0.581494783649735,0.256541816316059,1.06037284077305,0.256541816316059,0.136822302035232,0.495980844877715,0.478878057123311
"E02001369",7655,6564,108,1,304,56,41,24,39,104,16,8,82,52,115,12,16,92,21,85.7478772044415,1.41084258654474,0.0130633572828217,3.97126061397779,0.731548007838014,0.535597648595689,0.31352057478772,0.509470934030046,1.35858915741346,0.209013716525147,0.104506858262573,1.07119529719138,0.679294578706728,1.50228608752449,0.15676028739386,0.209013716525147,1.20182887001959,0.274330502939255
"E02001370",6186,5299,49,1,183,46,53,28,38,59,20,4,58,41,137,33,13,70,54,85.6611703847397,0.792111218881345,0.0161655350792111,2.95829291949564,0.743614613643712,0.85677335919819,0.452634982217911,0.614290333010023,0.953766569673456,0.323310701584222,0.0646621403168445,0.937601034594245,0.662786938247656,2.21467830585192,0.533462657613967,0.210151956029745,1.13158745554478,0.872938894277401
"E02001371",7447,6646,63,1,103,47,25,35,28,201,2,0,66,106,68,6,23,15,12,89.2439908688062,0.845978246273667,0.0134282261313281,1.38310729152679,0.631126628172418,0.335705653283201,0.469987914596482,0.375990331677185,2.69907345239694,0.0268564522626561,0,0.886262924667651,1.42339196992077,0.913119376930308,0.0805693567879683,0.308849201020545,0.201423391969921,0.161138713575937
"E02001372",6221,5836,64,1,66,18,20,15,15,44,13,1,32,10,48,3,17,15,3,93.8112843594277,1.02877350908214,0.0160745860794085,1.06092268124096,0.289342549429352,0.321491721588169,0.241118791191127,0.241118791191127,0.707281787493972,0.20896961903231,0.0160745860794085,0.514386754541071,0.160745860794085,0.771580131811606,0.0482237582382254,0.273267963349944,0.241118791191127,0.0482237582382254
"E02001373",9253,8306,74,0,177,72,70,20,54,71,3,16,84,61,98,10,19,91,27,89.7654814654707,0.799740624662272,0,1.91289311574624,0.778126013184913,0.756511401707554,0.216146114773587,0.583594509888685,0.767318707446234,0.032421917216038,0.17291689181887,0.907813682049065,0.65924565005944,1.05911596239058,0.108073057386793,0.205338809034908,0.983464822219821,0.291797254944342
"E02001374",8199,5934,160,6,639,75,93,45,62,41,38,7,148,75,476,60,77,146,117,72.3746798390048,1.95145749481644,0.0731796560556165,7.79363336992316,0.914745700695207,1.13428466886206,0.548847420417124,0.756189779241371,0.500060983046713,0.463471155018905,0.0853762653982193,1.80509818270521,0.914745700695207,5.80558604707891,0.731796560556165,0.939138919380412,1.78070496402,1.42700329308452
"E02001375",7195,6663,74,1,60,35,31,29,25,156,1,2,41,18,26,3,5,12,13,92.6059763724809,1.02849200833912,0.0138985406532314,0.833912439193885,0.486448922863099,0.430854760250174,0.403057678943711,0.347463516330785,2.1681723419041,0.0138985406532314,0.0277970813064628,0.569840166782488,0.250173731758165,0.361362056984017,0.0416956219596942,0.0694927032661571,0.166782487838777,0.180681028492008
"E02001376",8469,5509,120,2,499,82,98,46,83,233,59,33,223,183,930,58,77,151,83,65.0490022434762,1.41693234148069,0.0236155390246782,5.89207698665722,0.968237100011808,1.15716141220923,0.5431573975676,0.980044869524147,2.75121029637502,0.696658401228008,0.389656393907191,2.63313260125162,2.16082182075806,10.9812256464754,0.684850631715669,0.909198252450112,1.78297319636321,0.980044869524147
"E02001377",11467,6348,299,9,520,142,120,87,93,489,212,44,1478,361,502,71,74,448,170,55.3588558472137,2.60748234062963,0.0784860905206244,4.53475189674719,1.23833609488096,1.04648120694166,0.758698875032703,0.811022935379785,4.26441091828726,1.84878346559693,0.383709775878608,12.8891601988314,3.14816429754949,4.37777971570594,0.619168047440481,0.645330077614023,3.90686317258219,1.48251504316735
"E02001378",7972,6944,89,3,122,90,72,52,59,46,15,0,196,51,83,13,27,71,39,87.1048670346212,1.11640742599097,0.0376317109884596,1.53035624686402,1.12895132965379,0.903161063723031,0.652282990466633,0.740090316106372,0.577019568489714,0.188158554942298,0,2.45860511791269,0.639739086803813,1.04114400401405,0.163070747616658,0.338685398896136,0.890617160060211,0.489212242849975
"E02001380",7526,6983,102,0,57,38,31,38,37,35,37,14,41,21,31,3,11,29,18,92.7850119585437,1.35530162104704,0,0.757374435290991,0.504916290193994,0.411905394631943,0.504916290193994,0.491629019399415,0.465054477810258,0.491629019399415,0.186021791124103,0.544778102577731,0.279032686686155,0.411905394631943,0.0398618123837364,0.146159978740367,0.385330853042785,0.239170874302418
"E02001381",9286,6318,270,7,546,158,145,81,127,105,103,133,212,162,403,81,102,268,65,68.037906525953,2.90760284298945,0.075382295929356,5.87981908248977,1.70148610811975,1.56149041567952,0.872280852896834,1.36765022614689,1.13073443894034,1.10919664010338,1.43226362265776,2.28300667671764,1.74456170579367,4.33986646564721,0.872280852896834,1.0984277406849,2.88606504415249,0.699978462201163
"E02001382",7098,6489,52,0,87,34,15,21,20,74,37,0,172,25,28,18,11,6,9,91.4201183431953,0.732600732600733,0,1.22569737954353,0.479008171315864,0.211327134404058,0.29585798816568,0.281769512538743,1.04254719639335,0.521273598196675,0,2.42321780783319,0.352211890673429,0.394477317554241,0.253592561284869,0.154973231896309,0.084530853761623,0.126796280642434
"E02001383",7501,4111,161,5,406,228,228,105,165,73,55,27,574,164,421,105,199,284,190,54.8060258632182,2.14638048260232,0.066657778962805,5.41261165177976,3.03959472070391,3.03959472070391,1.3998133582189,2.19970670577256,0.973203572856952,0.733235568590855,0.359952006399147,7.65231302493001,2.18637514998,5.61258498866818,1.3998133582189,2.65297960271964,3.78616184508732,2.53299560058659
"E02001384",10762,7844,436,18,346,138,140,125,104,248,168,198,139,109,291,76,115,179,88,72.8860806541535,4.05129158149043,0.167255157034009,3.21501579632039,1.28228953726073,1.30087344359784,1.1614941460695,0.966363129529827,2.3044043858019,1.56104813231741,1.83980672737409,1.29158149042929,1.01282289537261,2.7039583720498,0.706188440810258,1.06857461438394,1.66325961717153,0.817691878832931
"E02001385",8157,2375,103,8,408,196,366,84,202,105,132,114,166,232,1200,122,580,1270,494,29.1160966041437,1.2627191369376,0.0980752727718524,5.00183891136447,2.40284418291038,4.48694372931225,1.02979036410445,2.47640063748927,1.28723795513056,1.61824200073556,1.3975726369989,2.03506191001594,2.84418291038372,14.7112909157779,1.49564790977075,7.1104572759593,15.5694495525316,6.05614809366189
"E02001386",7545,7065,72,1,63,50,48,32,33,25,1,2,56,17,24,16,13,20,7,93.6381709741551,0.95427435387674,0.0132538104705103,0.834990059642147,0.662690523525513,0.636182902584493,0.424121935056329,0.437375745526839,0.331345261762757,0.0132538104705103,0.0265076209410205,0.742213386348575,0.225314777998675,0.318091451292247,0.212060967528164,0.172299536116634,0.265076209410205,0.0927766732935719
"E02001387",8025,7081,215,0,135,49,44,67,59,62,79,16,53,23,35,24,32,35,16,88.2367601246106,2.6791277258567,0,1.68224299065421,0.610591900311526,0.548286604361371,0.834890965732087,0.735202492211838,0.772585669781932,0.984423676012461,0.199376947040498,0.660436137071651,0.286604361370716,0.43613707165109,0.299065420560748,0.398753894080997,0.43613707165109,0.199376947040498
"E02001388",8860,7314,296,9,296,75,81,75,103,102,50,13,98,57,101,42,25,65,58,82.5507900677201,3.34085778781038,0.101580135440181,3.34085778781038,0.846501128668172,0.914221218961625,0.846501128668172,1.16252821670429,1.15124153498871,0.564334085778781,0.146726862302483,1.10609480812641,0.64334085778781,1.13995485327314,0.474040632054176,0.282167042889391,0.733634311512415,0.654627539503386
"E02001389",6232,3980,178,11,363,131,121,67,119,57,50,54,101,86,295,77,159,240,143,63.8639281129653,2.85622593068036,0.176508344030809,5.82477535301669,2.10205391527599,1.9415917843389,1.07509627727856,1.90949935815148,0.914634146341463,0.802310654685494,0.866495507060334,1.6206675224647,1.37997432605905,4.73363286264442,1.23555840821566,2.55134788189987,3.85109114249037,2.29460847240051
"E02001390",8756,6284,108,1,173,186,188,60,110,76,72,50,136,93,433,78,188,360,160,71.7679305619004,1.23343992690726,0.0114207400639561,1.97578803106441,2.12425765189584,2.14709913202375,0.685244403837369,1.25628140703518,0.867976244860667,0.822293284604842,0.571037003197807,1.55322064869804,1.06212882594792,4.94518044769301,0.890817724988579,2.14709913202375,4.11146642302421,1.82731841023298
"E02001391",5970,5666,44,0,41,39,20,17,28,12,5,0,13,14,39,17,10,1,4,94.9078726968174,0.737018425460636,0,0.68676716917923,0.653266331658292,0.33500837520938,0.284757118927973,0.469011725293132,0.201005025125628,0.0837520938023451,0,0.217755443886097,0.234505862646566,0.653266331658292,0.284757118927973,0.16750418760469,0.016750418760469,0.0670016750418761
"E02001392",5717,5221,55,0,77,11,19,36,22,96,12,5,62,28,28,5,2,23,15,91.3241210425048,0.962043029560958,0,1.34686024138534,0.192408605912192,0.332342137484695,0.629700892076264,0.384817211824383,1.67920237887004,0.209900297358755,0.0874584572328144,1.0844848696869,0.489767360503761,0.489767360503761,0.0874584572328144,0.0349833828931258,0.402308903270946,0.262375371698443
"E02001393",7753,6748,159,1,161,21,16,33,40,168,82,8,109,38,31,9,10,80,39,87.0372758932026,2.05081903779182,0.0128982329420869,2.076615503676,0.270862891783826,0.206371727073391,0.425641687088869,0.515929317683477,2.1669031342706,1.05765510125113,0.103185863536695,1.40590739068748,0.490132851799303,0.399845221204695,0.116084096478782,0.128982329420869,1.03185863536695,0.50303108474139
"E02001394",10143,8391,246,2,340,94,100,92,94,130,43,59,116,95,108,53,38,90,52,82.7270038450163,2.42531795326826,0.0197180321403924,3.35206546386671,0.926747510598442,0.985901607019619,0.90702947845805,0.926747510598442,1.28167208912551,0.423937691018436,0.581681948141575,1.14364586414276,0.936606526668638,1.06477373558119,0.522527851720398,0.374642610667455,0.887311446317657,0.512668835650202
"E02001395",6056,5405,97,1,98,51,30,40,24,35,55,12,74,19,37,10,20,23,25,89.2503302509908,1.60171730515192,0.0165125495376486,1.61822985468956,0.842140026420079,0.495376486129458,0.660501981505945,0.396301188903567,0.577939233817701,0.908190224570674,0.198150594451783,1.221928665786,0.313738441215324,0.610964332892999,0.165125495376486,0.330250990752972,0.379788639365918,0.412813738441215
"E02001396",8035,6855,158,0,315,75,70,28,64,71,37,11,76,50,72,17,20,87,29,85.3142501555694,1.96639701306783,0,3.92034847542004,0.933416303671437,0.871188550093342,0.348475420037337,0.796515245799627,0.883634100808961,0.460485376477909,0.136901057871811,0.945861854387057,0.622277535780958,0.89607965152458,0.211574362165526,0.248911014312383,1.08276291225887,0.360920970752956
"E02001397",7631,7070,100,1,95,27,29,40,38,61,8,0,74,13,11,9,11,8,36,92.6484078102477,1.31044424059756,0.0131044424059756,1.24492202856768,0.353819944961342,0.380028829773293,0.524177696239025,0.497968811427074,0.799370986764513,0.104835539247805,0,0.969728738042196,0.170357751277683,0.144148866465732,0.117939981653781,0.144148866465732,0.104835539247805,0.471759926615123
"E02001398",7758,6377,213,2,254,77,80,67,62,64,61,2,119,39,146,35,55,70,35,82.1990203660737,2.74555297757154,0.025779840164991,3.27403970095385,0.992523846352153,1.03119360659964,0.863624645527198,0.79917504511472,0.824954885279711,0.786285125032225,0.025779840164991,1.53390048981696,0.502706883217324,1.88192833204434,0.451147202887342,0.708945604537252,0.902294405774684,0.451147202887342
"E02001399",7276,6673,108,0,101,36,38,49,33,22,19,33,76,12,18,12,8,25,13,91.7124793842771,1.48433205057724,0,1.38812534359538,0.494777350192413,0.522264980758659,0.673446948873007,0.453545904343046,0.302363936228697,0.261132490379329,0.453545904343046,1.04452996151732,0.164925783397471,0.247388675096207,0.164925783397471,0.109950522264981,0.343595382078065,0.178669598680594
"E02001400",6614,5901,70,0,110,54,43,38,41,47,32,22,111,35,34,16,14,31,15,89.2198367100091,1.05836105231327,0,1.66313879649229,0.816449954641669,0.65013607499244,0.574538856970064,0.61989718778349,0.710613849410342,0.483822195343211,0.332627759298458,1.67825824009676,0.529180526156637,0.514061082552162,0.241911097671606,0.211672210462655,0.468702751738736,0.22679165406713
"E02001401",7872,7228,71,5,196,28,25,39,26,84,30,5,58,19,38,2,2,3,13,91.8191056910569,0.901930894308943,0.0635162601626016,2.48983739837398,0.355691056910569,0.317581300813008,0.495426829268293,0.330284552845528,1.06707317073171,0.38109756097561,0.0635162601626016,0.736788617886179,0.241361788617886,0.482723577235772,0.0254065040650407,0.0254065040650407,0.038109756097561,0.165142276422764
"E02001402",8384,7459,163,0,226,32,46,57,38,72,17,24,82,39,76,15,15,12,11,88.9670801526718,1.94417938931298,0,2.6956106870229,0.381679389312977,0.548664122137405,0.67986641221374,0.45324427480916,0.858778625954199,0.202767175572519,0.286259541984733,0.978053435114504,0.465171755725191,0.906488549618321,0.178912213740458,0.178912213740458,0.143129770992366,0.131202290076336
"E02001403",6035,5377,79,0,237,58,43,22,23,28,17,0,39,21,13,9,16,36,17,89.0969345484673,1.30903065451533,0,3.92709196354598,0.96106048053024,0.712510356255178,0.364540182270091,0.381110190555095,0.463960231980116,0.28169014084507,0,0.646230323115161,0.347970173985087,0.215410107705054,0.149130074565037,0.265120132560066,0.596520298260149,0.28169014084507
"E02001404",7260,6727,49,1,133,48,32,29,16,15,3,11,46,24,66,25,14,11,10,92.6584022038568,0.674931129476584,0.0137741046831956,1.83195592286501,0.661157024793388,0.440771349862259,0.399449035812672,0.220385674931129,0.206611570247934,0.0413223140495868,0.151515151515152,0.633608815426997,0.330578512396694,0.909090909090909,0.34435261707989,0.192837465564738,0.151515151515152,0.137741046831956
"E02001405",9609,8729,58,1,313,95,48,35,48,1,10,9,42,21,130,13,30,15,11,90.8419190342387,0.603600790925174,0.0104069101883651,3.25736288895827,0.988656467894682,0.499531689041524,0.364241856592778,0.499531689041524,0.0104069101883651,0.104069101883651,0.0936621916952857,0.437090227911333,0.218545113955667,1.35289832448746,0.135289832448746,0.312207305650952,0.156103652825476,0.114476012072016
"E02006932",9949,6178,401,2,738,53,32,89,70,249,114,21,1152,214,189,46,13,317,71,62.0966931349884,4.03055583475726,0.0201025228666198,7.41783093778269,0.532716855965424,0.321640365865916,0.894562267564579,0.703588300331692,2.50276409689416,1.14584380339733,0.211076490099507,11.579053171173,2.15096994672831,1.89968841089557,0.462358025932255,0.130666398633028,3.18624987435923,0.713639561765001
"E02006933",5436,3879,171,1,389,55,49,47,56,139,36,1,174,59,93,48,20,183,36,71.3576158940397,3.14569536423841,0.0183958793230316,7.15599705665931,1.01177336276674,0.90139808682855,0.864606328182487,1.03016924208977,2.5570272259014,0.662251655629139,0.0183958793230316,3.20088300220751,1.08535688005887,1.71081677704194,0.883002207505519,0.367917586460633,3.36644591611479,0.662251655629139
"E02006934",5202,3599,208,32,421,30,18,38,42,171,67,16,113,79,95,19,22,193,39,69.1849288735102,3.99846212995002,0.615148019992311,8.09304113802384,0.576701268742791,0.346020761245675,0.730488273740869,0.807381776239908,3.28719723183391,1.2879661668589,0.307574009996155,2.17224144559785,1.51864667435602,1.82622068435217,0.365244136870434,0.422914263744714,3.71011149557862,0.749711649365629
