"GeographyCode","QS802EW0001","QS802EW0002","QS802EW0003","QS802EW0004","QS802EW0005","QS802EW0006","QS802EW0007","QS802EW0008","QS802EW0009","QS802EW0010","QS802EW0011","QS802EW0012","QS802EW0013","QS802EW0014","QS802EW0015","QS802EW0016","QS802EW0017","QS802EW0018"
"E00033035",359,336,2,2,0,0,0,0,0,9,3,6,1,0,0,0,0,0
"E00033036",191,168,5,0,0,0,0,1,1,6,6,2,2,0,0,0,0,0
"E00033037",314,277,5,0,1,2,0,0,1,5,12,8,2,0,0,0,1,0
"E00033038",166,141,6,2,0,1,2,0,1,7,5,1,0,0,0,0,0,0
"E00033040",270,236,3,3,2,5,0,1,2,10,2,3,1,1,1,0,0,0
"E00033041",262,256,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0
"E00033042",239,227,2,0,0,1,0,1,3,1,2,2,0,0,0,0,0,0
"E00033043",252,232,1,1,0,3,0,1,0,3,5,6,0,0,0,0,0,0
"E00033044",239,231,1,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0
"E00033045",215,208,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0
"E00033046",180,167,2,1,0,1,0,0,1,2,2,2,1,1,0,0,0,0
"E00033047",328,317,1,0,0,0,1,0,0,3,2,4,0,0,0,0,0,0
"E00033048",252,234,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0
"E00033049",372,334,5,1,1,0,0,0,4,14,10,3,0,0,0,0,0,0
"E00033050",227,217,1,1,1,0,0,0,0,5,0,1,1,0,0,0,0,0
"E00033051",308,261,8,3,2,7,1,4,2,9,5,6,0,0,0,0,0,0
"E00033052",379,339,4,0,1,0,0,1,6,12,11,5,0,0,0,0,0,0
"E00033053",278,267,3,1,0,0,0,0,0,4,1,2,0,0,0,0,0,0
"E00033054",158,146,2,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0
"E00033055",244,229,1,0,1,1,0,0,0,2,2,7,1,0,0,0,0,0
"E00033056",278,267,3,1,0,0,0,1,0,1,4,1,0,0,0,0,0,0
"E00033057",292,268,3,1,2,1,0,2,0,7,1,6,1,0,0,0,0,0
"E00033059",307,280,4,1,0,2,0,1,2,5,5,6,1,0,0,0,0,0
"E00033060",204,187,3,2,0,1,1,1,2,1,3,3,0,0,0,0,0,0
"E00033061",235,218,3,0,0,1,2,2,1,3,3,2,0,0,0,0,0,0
"E00033062",264,254,3,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0
"E00033063",259,250,1,0,1,1,0,2,0,3,0,1,0,0,0,0,0,0
"E00033064",235,222,4,0,0,1,1,0,0,2,1,3,1,0,0,0,0,0
"E00033065",293,261,7,3,2,4,0,1,2,4,3,5,1,0,0,0,0,0
"E00033066",242,216,2,1,0,1,1,2,6,4,3,6,0,0,0,0,0,0
"E00033067",279,215,6,3,0,3,2,2,1,28,11,7,1,0,0,0,0,0
"E00033068",327,283,6,2,1,0,1,0,6,8,11,8,1,0,0,0,0,0
"E00033069",248,211,1,1,1,0,2,4,0,6,10,12,0,0,0,0,0,0
"E00033070",279,260,0,0,0,0,0,1,4,3,1,7,3,0,0,0,0,0
"E00033071",275,238,5,1,0,0,2,1,3,4,12,7,2,0,0,0,0,0
"E00033072",304,276,1,1,0,1,1,1,3,7,0,11,2,0,0,0,0,0
"E00033073",257,224,2,0,1,3,0,1,4,6,10,6,0,0,0,0,0,0
"E00033074",299,269,3,1,0,8,0,1,0,9,3,3,2,0,0,0,0,0
"E00033075",254,231,0,0,0,1,3,2,3,2,3,6,2,0,0,1,0,0
"E00033076",397,367,2,4,2,3,0,0,0,5,3,10,1,0,0,0,0,0
"E00033077",292,265,3,2,0,1,1,0,1,7,10,2,0,0,0,0,0,0
"E00033078",329,298,2,2,2,1,0,0,1,15,1,7,0,0,0,0,0,0
"E00033079",230,216,4,0,0,5,0,1,2,1,1,0,0,0,0,0,0,0
"E00033080",197,171,1,0,0,5,0,1,0,13,5,0,1,0,0,0,0,0
"E00033081",220,205,2,0,0,1,1,0,0,4,5,2,0,0,0,0,0,0
"E00033082",312,284,2,0,1,2,0,2,0,8,9,4,0,0,0,0,0,0
"E00033083",336,302,3,1,1,2,1,0,1,6,7,10,2,0,0,0,0,0
"E00033084",325,316,0,0,0,1,0,1,1,3,1,2,0,0,0,0,0,0
"E00033085",321,308,2,1,0,1,1,0,1,1,2,4,0,0,0,0,0,0
"E00033086",249,244,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0
"E00033087",397,333,11,3,2,4,0,3,3,4,12,15,5,0,2,0,0,0
"E00033088",239,226,0,1,0,0,0,2,1,5,1,2,1,0,0,0,0,0
"E00033089",302,283,4,1,3,0,0,1,1,6,1,2,0,0,0,0,0,0
"E00033090",376,368,1,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0
"E00033091",306,302,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"E00033092",307,306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033093",372,358,0,1,1,2,1,1,0,1,1,4,1,0,1,0,0,0
"E00033094",328,320,2,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0
"E00033095",443,419,4,3,2,0,0,2,0,2,6,4,1,0,0,0,0,0
"E00033096",262,240,3,1,1,5,0,1,0,4,3,4,0,0,0,0,0,0
"E00033097",263,259,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"E00033098",277,266,1,0,0,0,0,0,0,4,3,1,2,0,0,0,0,0
"E00033099",163,161,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00033100",297,281,2,2,2,1,0,0,1,3,0,5,0,0,0,0,0,0
"E00033101",212,205,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
"E00033102",429,404,5,1,1,2,0,0,3,6,3,3,1,0,0,0,0,0
"E00033103",298,290,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0
"E00033104",275,246,9,4,2,0,0,1,0,1,2,9,0,0,1,0,0,0
"E00033105",293,286,2,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0
"E00033106",286,280,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"E00033107",353,309,3,5,0,1,1,1,3,6,11,4,8,0,1,0,0,0
"E00033108",317,312,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
"E00033109",322,308,4,0,1,2,0,0,0,3,2,0,1,0,1,0,0,0
"E00033110",340,328,0,0,0,1,0,1,1,4,2,3,0,0,0,0,0,0
"E00033112",308,275,5,1,4,2,0,3,2,6,7,3,0,0,0,0,0,0
"E00033113",246,221,3,3,1,0,1,0,1,5,5,6,0,0,0,0,0,0
"E00033114",308,288,3,0,0,2,0,1,3,5,1,3,2,0,0,0,0,0
"E00033115",132,120,2,1,0,0,0,0,1,2,1,4,0,0,0,1,0,0
"E00033116",190,184,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0
"E00033117",385,354,8,1,1,1,1,0,3,3,8,3,2,0,0,0,0,0
"E00033118",331,321,0,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0
"E00033119",262,252,1,0,0,0,0,1,0,3,4,1,0,0,0,0,0,0
"E00033120",313,293,6,4,1,0,1,0,0,2,3,3,0,0,0,0,0,0
"E00033121",220,218,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"E00033122",275,272,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"E00033123",258,245,0,0,1,1,1,2,2,3,0,2,0,0,0,1,0,0
"E00033124",307,275,5,1,1,1,0,1,3,10,3,6,1,0,0,0,0,0
"E00033125",187,168,0,1,0,2,0,2,1,3,1,8,1,0,0,0,0,0
"E00033126",254,251,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"E00033127",524,496,5,2,0,1,1,2,1,4,4,7,1,0,0,0,0,0
"E00033128",268,256,3,0,3,0,0,1,0,1,2,2,0,0,0,0,0,0
"E00033129",256,236,2,1,2,0,0,0,1,5,5,4,0,0,0,0,0,0
"E00033130",360,326,2,2,1,2,1,3,3,5,7,7,1,0,0,0,0,0
"E00033131",275,255,1,0,1,2,0,1,1,3,4,7,0,0,0,0,0,0
"E00033132",459,429,3,1,0,2,1,1,1,5,12,4,0,0,0,0,0,0
"E00033133",366,363,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"E00033134",190,181,2,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0
"E00033135",445,424,1,3,0,1,0,2,3,4,3,3,1,0,0,0,0,0
"E00033136",225,214,3,0,0,0,2,0,0,4,0,1,0,0,0,1,0,0
"E00033137",289,251,5,0,0,5,0,7,2,3,1,13,2,0,0,0,0,0
"E00033138",171,163,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0
"E00033139",248,246,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033140",202,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033141",208,206,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00033142",273,269,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"E00033143",261,252,1,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0
"E00033144",204,191,1,0,1,0,0,1,3,5,1,0,1,0,0,0,0,0
"E00033145",294,284,0,1,0,0,0,0,0,5,2,1,1,0,0,0,0,0
"E00033146",304,274,4,2,0,3,0,0,1,9,4,7,0,0,0,0,0,0
"E00033147",308,295,3,2,1,1,0,1,3,0,1,1,0,0,0,0,0,0
"E00033148",258,234,3,1,0,1,0,1,0,0,1,16,1,0,0,0,0,0
"E00033149",226,216,1,0,0,0,0,2,0,3,0,3,1,0,0,0,0,0
"E00033150",316,291,2,2,2,3,0,0,0,8,2,6,0,0,0,0,0,0
"E00033151",262,251,1,1,0,0,0,0,2,0,1,6,0,0,0,0,0,0
"E00033152",305,254,4,0,0,5,5,5,3,4,9,14,1,0,1,0,0,0
"E00033153",427,407,3,0,1,3,1,1,0,3,2,2,3,1,0,0,0,0
"E00033154",156,139,1,0,0,1,0,0,0,5,7,0,2,0,0,1,0,0
"E00033155",266,248,1,1,1,2,0,1,0,6,1,5,0,0,0,0,0,0
"E00033156",238,220,1,0,0,3,3,2,2,4,2,1,0,0,0,0,0,0
"E00033157",326,296,3,0,0,1,0,2,0,10,3,9,2,0,0,0,0,0
"E00033158",302,283,0,2,2,1,1,0,0,1,3,8,1,0,0,0,0,0
"E00033159",197,170,0,2,4,8,0,2,0,1,3,7,0,0,0,0,0,0
"E00033160",354,292,14,5,3,6,0,1,3,16,8,5,1,0,0,0,0,0
"E00033161",295,276,1,1,0,1,0,0,7,5,0,3,0,0,0,1,0,0
"E00033162",280,221,7,4,4,4,1,0,6,13,9,10,0,0,1,0,0,0
"E00033163",277,217,3,5,2,4,2,3,2,18,13,7,1,0,0,0,0,0
"E00033164",351,348,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"E00033165",166,162,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"E00033166",158,157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00033167",310,291,5,4,2,0,0,0,1,0,0,6,1,0,0,0,0,0
"E00033168",285,282,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"E00033169",302,297,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"E00033170",360,359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033171",345,344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033172",242,231,1,1,0,3,0,0,0,3,2,0,1,0,0,0,0,0
"E00033173",315,314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00033174",297,292,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"E00033175",279,275,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"E00033176",264,256,0,0,0,1,0,0,0,1,2,2,1,0,1,0,0,0
"E00033177",298,292,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0
"E00033178",174,170,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"E00033179",322,313,3,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0
"E00033181",425,357,8,3,3,5,0,4,4,19,13,7,2,0,0,0,0,0
"E00033182",368,266,9,4,3,4,3,6,6,11,19,29,6,2,0,0,0,0
"E00033183",586,519,6,1,0,7,3,3,9,23,10,4,1,0,0,0,0,0
"E00033185",340,318,4,0,0,1,0,0,3,9,3,1,1,0,0,0,0,0
"E00033186",318,289,4,1,2,1,1,3,2,5,3,7,0,0,0,0,0,0
"E00033187",218,176,3,0,0,3,1,0,3,11,14,6,0,0,1,0,0,0
"E00033188",327,293,5,1,2,5,0,1,2,4,6,8,0,0,0,0,0,0
"E00033189",509,327,26,14,10,20,4,10,13,15,26,36,7,0,1,0,0,0
"E00033190",574,346,16,12,3,11,2,13,8,46,50,62,5,0,0,0,0,0
"E00033191",449,398,4,3,1,7,0,2,8,15,8,2,1,0,0,0,0,0
"E00033192",434,370,7,2,3,6,0,4,4,16,11,10,1,0,0,0,0,0
"E00033193",327,310,2,0,1,4,0,0,1,2,1,5,1,0,0,0,0,0
"E00033194",345,288,3,3,3,3,0,3,6,21,9,1,5,0,0,0,0,0
"E00033195",249,234,3,3,0,0,0,1,2,5,1,0,0,0,0,0,0,0
"E00033196",292,257,2,1,1,0,0,2,1,11,6,8,0,1,2,0,0,0
"E00033197",372,340,4,2,1,1,4,2,2,7,4,5,0,0,0,0,0,0
"E00033198",393,353,4,2,2,2,0,3,6,6,10,5,0,0,0,0,0,0
"E00033199",185,173,0,0,1,0,0,0,1,7,2,0,1,0,0,0,0,0
"E00033200",289,235,3,0,1,6,1,6,6,8,4,16,1,1,1,0,0,0
"E00033201",235,210,6,2,1,1,0,1,2,4,0,6,1,1,0,0,0,0
"E00033202",315,282,10,3,0,0,0,2,2,4,6,6,0,0,0,0,0,0
"E00033203",247,237,2,2,0,1,0,0,1,2,0,2,0,0,0,0,0,0
"E00033204",252,233,5,0,0,1,0,1,3,6,0,2,1,0,0,0,0,0
"E00033206",557,483,8,2,2,6,1,8,15,11,10,7,2,1,1,0,0,0
"E00033207",293,177,12,2,4,4,2,4,4,25,26,24,6,1,0,2,0,0
"E00033208",257,138,8,7,0,5,4,8,7,22,33,23,2,0,0,0,0,0
"E00033209",324,202,10,5,5,5,3,10,8,21,27,23,4,1,0,0,0,0
"E00033210",271,141,13,7,3,12,4,6,5,24,25,22,9,0,0,0,0,0
"E00033211",357,245,11,3,8,3,4,11,4,19,19,27,2,0,1,0,0,0
"E00033212",314,238,7,11,2,4,6,5,3,15,6,16,1,0,0,0,0,0
"E00033213",401,365,6,1,0,2,1,5,3,7,6,2,3,0,0,0,0,0
"E00033214",538,289,25,18,11,23,6,21,21,42,42,31,7,1,1,0,0,0
"E00033215",349,184,22,9,0,16,6,3,8,31,32,28,5,1,4,0,0,0
"E00033216",254,196,9,2,3,4,0,5,5,12,11,7,0,0,0,0,0,0
"E00033217",287,244,6,3,0,4,0,2,1,8,10,9,0,0,0,0,0,0
"E00033218",303,260,10,1,0,3,1,1,1,8,7,8,2,0,1,0,0,0
"E00033219",378,322,7,2,2,7,0,3,6,14,8,5,2,0,0,0,0,0
"E00033220",389,354,1,0,0,2,0,1,5,10,8,8,0,0,0,0,0,0
"E00033221",249,178,5,1,0,4,0,8,2,20,11,14,6,0,0,0,0,0
"E00033222",178,158,3,1,2,1,0,0,0,3,1,5,3,1,0,0,0,0
"E00033223",248,140,8,3,4,10,6,9,11,24,14,15,4,0,0,0,0,0
"E00033224",301,292,2,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0
"E00033225",303,267,5,5,2,1,0,2,0,3,9,9,0,0,0,0,0,0
"E00033226",417,383,6,4,0,4,2,2,0,6,1,6,3,0,0,0,0,0
"E00033227",262,243,3,0,0,2,1,0,2,4,0,3,3,0,0,1,0,0
"E00033228",341,297,7,2,0,2,1,3,2,8,5,10,3,0,1,0,0,0
"E00033229",284,271,2,1,1,0,0,0,0,1,4,3,0,0,1,0,0,0
"E00033230",279,275,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"E00033231",203,192,1,0,1,0,0,0,1,4,2,2,0,0,0,0,0,0
"E00033235",228,221,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0
"E00033237",276,266,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0
"E00033238",463,427,4,3,2,5,0,1,1,2,6,12,0,0,0,0,0,0
"E00033242",233,228,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"E00033245",315,292,8,2,1,1,1,0,3,0,2,5,0,0,0,0,0,0
"E00033246",253,240,0,1,0,1,0,0,1,1,8,1,0,0,0,0,0,0
"E00033247",333,303,2,1,1,3,1,0,0,3,9,10,0,0,0,0,0,0
"E00033248",294,269,2,0,1,3,0,2,0,4,6,6,1,0,0,0,0,0
"E00033249",285,260,7,1,0,0,1,0,3,1,4,5,2,0,0,1,0,0
"E00033250",226,216,4,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0
"E00033251",222,200,2,2,0,2,1,1,3,3,2,6,0,0,0,0,0,0
"E00033252",350,318,10,4,0,2,0,0,2,2,1,11,0,0,0,0,0,0
"E00033253",240,221,1,1,2,1,0,1,1,7,2,2,0,0,0,1,0,0
"E00033254",358,348,1,0,0,1,0,0,1,1,4,2,0,0,0,0,0,0
"E00033255",267,246,2,1,1,1,0,1,0,1,2,8,4,0,0,0,0,0
"E00033256",225,223,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"E00033257",308,272,3,2,0,0,3,3,3,6,2,12,2,0,0,0,0,0
"E00033258",329,324,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
"E00033259",135,126,1,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0
"E00033260",245,235,2,0,1,0,0,0,0,1,2,4,0,0,0,0,0,0
"E00033261",247,235,1,0,0,0,0,0,1,3,2,4,1,0,0,0,0,0
"E00033262",154,147,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"E00033263",145,132,2,0,0,0,0,1,1,1,5,3,0,0,0,0,0,0
"E00033264",279,269,1,2,0,0,0,0,0,1,3,1,2,0,0,0,0,0
"E00033265",298,295,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"E00033266",314,296,3,0,0,1,0,0,0,3,5,6,0,0,0,0,0,0
"E00033267",250,232,1,4,2,1,0,0,1,2,2,4,1,0,0,0,0,0
"E00033268",291,286,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0
"E00033269",243,212,1,0,0,1,0,0,5,6,7,8,1,0,1,0,1,0
"E00033270",345,330,1,0,1,0,0,1,0,2,6,3,0,0,1,0,0,0
"E00033271",395,376,2,0,0,1,0,0,1,4,6,5,0,0,0,0,0,0
"E00033272",301,284,4,0,0,2,0,0,4,2,2,1,2,0,0,0,0,0
"E00033274",259,243,4,0,0,0,1,2,1,4,2,2,0,0,0,0,0,0
"E00033275",286,279,1,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0
"E00033276",225,217,2,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0
"E00033277",224,216,0,1,0,0,0,1,1,3,1,0,0,0,0,1,0,0
"E00033278",225,206,2,1,0,1,0,0,0,4,6,5,0,0,0,0,0,0
"E00033279",276,260,1,1,1,2,0,1,0,1,2,6,1,0,0,0,0,0
"E00033281",307,290,1,1,1,3,0,0,3,3,1,1,3,0,0,0,0,0
"E00033282",303,291,2,2,0,0,1,0,2,0,3,2,0,0,0,0,0,0
"E00033283",276,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033284",251,222,3,2,1,6,0,2,1,2,5,5,2,0,0,0,0,0
"E00033285",300,284,4,1,0,0,0,0,0,1,3,7,0,0,0,0,0,0
"E00033286",218,215,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"E00033287",306,282,6,1,0,0,1,0,0,7,4,3,2,0,0,0,0,0
"E00033288",321,307,3,2,0,0,0,0,0,2,5,2,0,0,0,0,0,0
"E00033289",229,222,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"E00033290",368,352,0,1,0,3,1,3,2,4,2,0,0,0,0,0,0,0
"E00033291",498,471,6,1,3,4,1,0,0,4,2,5,1,0,0,0,0,0
"E00033292",203,195,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
"E00033293",319,297,0,0,1,1,2,0,4,4,1,6,2,1,0,0,0,0
"E00033294",232,220,1,2,0,0,0,0,1,2,2,2,2,0,0,0,0,0
"E00033295",283,271,3,0,1,0,0,0,1,3,3,1,0,0,0,0,0,0
"E00033296",268,261,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0
"E00033297",315,294,3,0,1,3,1,0,1,6,4,1,1,0,0,0,0,0
"E00033298",330,325,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"E00033299",309,297,5,0,0,1,0,1,1,1,1,2,0,0,0,0,0,0
"E00033300",234,231,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033301",300,293,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0
"E00033302",239,228,1,1,0,0,0,1,1,2,1,4,0,0,0,0,0,0
"E00033304",281,270,3,1,0,0,0,2,1,3,0,1,0,0,0,0,0,0
"E00033305",276,274,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"E00033306",280,271,4,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0
"E00033307",312,296,3,1,0,0,0,0,2,4,3,3,0,0,0,0,0,0
"E00033308",288,273,3,1,1,1,1,0,0,1,4,2,1,0,0,0,0,0
"E00033309",316,296,10,1,0,0,0,1,0,1,4,2,0,1,0,0,0,0
"E00033310",331,320,2,0,0,2,0,0,1,2,2,2,0,0,0,0,0,0
"E00033312",276,269,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0
"E00033313",340,326,4,0,1,0,0,1,0,2,1,1,4,0,0,0,0,0
"E00033314",316,290,4,2,2,0,1,1,1,4,2,9,0,0,0,0,0,0
"E00033315",354,345,2,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0
"E00033316",327,322,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0
"E00033317",368,358,2,1,0,0,1,1,0,2,1,2,0,0,0,0,0,0
"E00033318",355,340,2,2,1,2,0,1,0,1,0,6,0,0,0,0,0,0
"E00033319",419,404,3,1,0,0,1,0,1,6,2,1,0,0,0,0,0,0
"E00033320",292,284,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0
"E00033322",301,271,2,2,0,5,1,0,1,5,1,12,1,0,0,0,0,0
"E00033323",297,285,1,1,0,0,0,0,0,3,4,3,0,0,0,0,0,0
"E00033324",304,286,5,1,0,2,0,0,0,3,5,2,0,0,0,0,0,0
"E00033326",293,284,4,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0
"E00033327",295,292,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"E00033328",264,249,1,2,0,3,2,0,1,3,0,2,0,1,0,0,0,0
"E00033329",316,306,1,2,0,1,0,1,0,2,0,3,0,0,0,0,0,0
"E00033330",320,311,3,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0
"E00033331",328,317,4,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0
"E00033332",314,295,3,0,0,1,0,0,1,5,4,4,1,0,0,0,0,0
"E00033333",341,318,8,2,0,0,0,2,2,1,4,4,0,0,0,0,0,0
"E00033334",294,282,1,0,0,1,1,1,1,4,2,1,0,0,0,0,0,0
"E00033335",255,247,2,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0
"E00033336",328,311,2,3,1,0,0,0,2,4,3,2,0,0,0,0,0,0
"E00033337",200,189,3,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0
"E00033338",274,257,3,0,0,2,0,1,2,4,1,2,0,0,2,0,0,0
"E00033339",353,335,2,1,0,1,0,1,2,4,2,3,2,0,0,0,0,0
"E00033340",305,293,1,1,0,1,0,0,0,2,3,1,1,0,2,0,0,0
"E00033341",309,301,1,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0
"E00033342",324,315,0,0,0,1,1,0,0,2,3,2,0,0,0,0,0,0
