"GeographyCode","KS104EW0001","KS104EW0002","KS104EW0003","KS104EW0004","KS104EW0005","KS104EW0006","KS104EW0007","KS104EW0008","KS104EW0009","KS104EW0010","KS104EW0011","KS104EW0012","KS104EW0013","KS104EW0014","KS104EW0015"
"E00033030",207,118,12,61,4,0,4,8,57.0048309178744,5.79710144927536,29.4685990338164,1.93236714975845,0,1.93236714975845,3.86473429951691
"E00033031",265,104,32,92,1,5,20,11,39.2452830188679,12.0754716981132,34.7169811320755,0.377358490566038,1.88679245283019,7.54716981132075,4.15094339622642
"E00033032",334,40,68,178,1,8,33,6,11.9760479041916,20.3592814371257,53.2934131736527,0.29940119760479,2.39520958083832,9.88023952095808,1.79640718562874
"E00033033",270,28,60,159,1,6,10,6,10.3703703703704,22.2222222222222,58.8888888888889,0.37037037037037,2.22222222222222,3.7037037037037,2.22222222222222
"E00033034",297,34,82,152,2,6,18,3,11.4478114478114,27.6094276094276,51.1784511784512,0.673400673400673,2.02020202020202,6.06060606060606,1.01010101010101
"E00033035",290,82,42,126,5,7,16,12,28.2758620689655,14.4827586206897,43.448275862069,1.72413793103448,2.41379310344828,5.51724137931035,4.13793103448276
"E00033036",175,26,24,95,0,6,19,5,14.8571428571429,13.7142857142857,54.2857142857143,0,3.42857142857143,10.8571428571429,2.85714285714286
"E00033037",247,124,4,82,1,4,15,17,50.2024291497976,1.61943319838057,33.1983805668016,0.404858299595142,1.61943319838057,6.07287449392713,6.88259109311741
"E00033038",151,8,30,92,1,1,16,3,5.29801324503311,19.8675496688742,60.9271523178808,0.662251655629139,0.662251655629139,10.5960264900662,1.98675496688742
"E00033040",233,56,28,111,4,7,16,11,24.0343347639485,12.0171673819742,47.6394849785408,1.71673819742489,3.00429184549356,6.86695278969957,4.72103004291846
"E00033041",210,102,22,45,3,2,11,25,48.5714285714286,10.4761904761905,21.4285714285714,1.42857142857143,0.952380952380952,5.23809523809524,11.9047619047619
"E00033042",214,114,12,65,4,4,1,14,53.2710280373832,5.60747663551402,30.3738317757009,1.86915887850467,1.86915887850467,0.467289719626168,6.54205607476635
"E00033043",215,82,30,70,4,4,10,15,38.1395348837209,13.953488372093,32.5581395348837,1.86046511627907,1.86046511627907,4.65116279069767,6.97674418604651
"E00033044",208,106,10,69,1,3,7,12,50.9615384615385,4.80769230769231,33.1730769230769,0.480769230769231,1.44230769230769,3.36538461538462,5.76923076923077
"E00033045",190,50,10,63,2,6,32,27,26.3157894736842,5.26315789473684,33.1578947368421,1.05263157894737,3.15789473684211,16.8421052631579,14.2105263157895
"E00033046",175,68,10,31,2,4,9,51,38.8571428571429,5.71428571428571,17.7142857142857,1.14285714285714,2.28571428571429,5.14285714285714,29.1428571428571
"E00033047",231,130,24,55,4,2,3,13,56.2770562770563,10.3896103896104,23.8095238095238,1.73160173160173,0.865800865800866,1.2987012987013,5.62770562770563
"E00033048",213,126,14,43,2,1,6,21,59.1549295774648,6.57276995305164,20.18779342723,0.938967136150235,0.469483568075117,2.8169014084507,9.85915492957746
"E00033049",298,104,60,105,3,6,12,8,34.8993288590604,20.1342281879195,35.2348993288591,1.00671140939597,2.01342281879195,4.02684563758389,2.68456375838926
"E00033050",199,104,22,53,3,3,6,8,52.2613065326633,11.0552763819095,26.6331658291457,1.50753768844221,1.50753768844221,3.01507537688442,4.02010050251256
"E00033051",285,82,54,102,3,7,31,6,28.7719298245614,18.9473684210526,35.7894736842105,1.05263157894737,2.45614035087719,10.8771929824561,2.10526315789474
"E00033052",341,78,38,193,1,2,19,10,22.8739002932551,11.1436950146628,56.5982404692082,0.293255131964809,0.586510263929619,5.57184750733138,2.93255131964809
"E00033053",231,68,42,95,2,3,9,12,29.4372294372294,18.1818181818182,41.1255411255411,0.865800865800866,1.2987012987013,3.8961038961039,5.19480519480519
"E00033054",132,46,16,45,0,2,15,8,34.8484848484849,12.1212121212121,34.0909090909091,0,1.51515151515152,11.3636363636364,6.06060606060606
"E00033055",194,74,42,58,1,4,10,5,38.1443298969072,21.6494845360825,29.8969072164948,0.515463917525773,2.06185567010309,5.15463917525773,2.57731958762887
"E00033056",224,102,32,60,1,4,10,15,45.5357142857143,14.2857142857143,26.7857142857143,0.446428571428571,1.78571428571429,4.46428571428571,6.69642857142857
"E00033057",238,98,34,75,2,6,10,13,41.1764705882353,14.2857142857143,31.5126050420168,0.840336134453782,2.52100840336134,4.20168067226891,5.46218487394958
"E00033059",250,116,16,55,3,9,21,30,46.4,6.4,22,1.2,3.6,8.4,12
"E00033060",182,94,4,44,3,2,5,30,51.6483516483517,2.1978021978022,24.1758241758242,1.64835164835165,1.0989010989011,2.74725274725275,16.4835164835165
"E00033061",192,92,18,57,6,1,6,12,47.9166666666667,9.375,29.6875,3.125,0.520833333333333,3.125,6.25
"E00033062",220,122,8,57,2,3,5,23,55.4545454545455,3.63636363636364,25.9090909090909,0.909090909090909,1.36363636363636,2.27272727272727,10.4545454545455
"E00033063",218,128,14,49,4,4,9,10,58.7155963302752,6.42201834862385,22.4770642201835,1.8348623853211,1.8348623853211,4.12844036697248,4.58715596330275
"E00033064",189,100,22,43,1,2,12,9,52.9100529100529,11.6402116402116,22.7513227513227,0.529100529100529,1.05820105820106,6.34920634920635,4.76190476190476
"E00033065",236,124,24,54,2,2,14,16,52.5423728813559,10.1694915254237,22.8813559322034,0.847457627118644,0.847457627118644,5.93220338983051,6.77966101694915
"E00033066",223,36,68,90,2,2,19,6,16.1434977578475,30.4932735426009,40.3587443946188,0.896860986547085,0.896860986547085,8.52017937219731,2.69058295964126
"E00033067",255,48,42,135,3,4,16,7,18.8235294117647,16.4705882352941,52.9411764705882,1.17647058823529,1.56862745098039,6.27450980392157,2.74509803921569
"E00033068",309,36,92,155,3,6,12,5,11.6504854368932,29.7734627831715,50.1618122977346,0.970873786407767,1.94174757281553,3.88349514563107,1.61812297734628
"E00033069",228,38,44,117,0,5,20,4,16.6666666666667,19.2982456140351,51.3157894736842,0,2.19298245614035,8.7719298245614,1.75438596491228
"E00033070",244,12,46,150,3,9,19,5,4.91803278688525,18.8524590163934,61.4754098360656,1.22950819672131,3.68852459016393,7.78688524590164,2.04918032786885
"E00033071",230,62,50,89,0,2,20,7,26.9565217391304,21.7391304347826,38.695652173913,0,0.869565217391304,8.69565217391304,3.04347826086957
"E00033072",259,20,45,168,2,0,21,3,7.72200772200772,17.3745173745174,64.8648648648649,0.772200772200772,0,8.10810810810811,1.15830115830116
"E00033073",248,22,64,113,2,6,22,19,8.87096774193548,25.8064516129032,45.5645161290323,0.806451612903226,2.41935483870968,8.87096774193548,7.66129032258065
"E00033074",243,22,30,152,0,8,26,5,9.05349794238683,12.3456790123457,62.5514403292181,0,3.29218106995885,10.6995884773663,2.05761316872428
"E00033075",230,10,20,122,0,6,50,22,4.34782608695652,8.69565217391304,53.0434782608696,0,2.60869565217391,21.7391304347826,9.56521739130435
"E00033076",259,106,32,74,4,9,15,19,40.9266409266409,12.3552123552124,28.5714285714286,1.54440154440154,3.47490347490348,5.79150579150579,7.33590733590734
"E00033077",274,38,54,125,7,11,22,17,13.8686131386861,19.7080291970803,45.6204379562044,2.55474452554745,4.01459854014599,8.02919708029197,6.2043795620438
"E00033078",247,56,24,110,3,12,19,23,22.6720647773279,9.7165991902834,44.5344129554656,1.21457489878543,4.8582995951417,7.69230769230769,9.31174089068826
"E00033079",194,56,18,94,2,2,12,10,28.8659793814433,9.27835051546392,48.4536082474227,1.03092783505155,1.03092783505155,6.18556701030928,5.15463917525773
"E00033080",178,14,14,88,8,7,32,15,7.86516853932584,7.86516853932584,49.438202247191,4.49438202247191,3.93258426966292,17.9775280898876,8.42696629213483
"E00033081",198,56,50,62,2,5,16,7,28.2828282828283,25.2525252525253,31.3131313131313,1.01010101010101,2.52525252525253,8.08080808080808,3.53535353535354
"E00033082",262,162,14,57,2,3,9,15,61.8320610687023,5.34351145038168,21.7557251908397,0.763358778625954,1.14503816793893,3.43511450381679,5.72519083969466
"E00033083",276,166,18,67,2,4,14,5,60.1449275362319,6.52173913043478,24.2753623188406,0.72463768115942,1.44927536231884,5.07246376811594,1.81159420289855
"E00033084",263,116,16,78,1,6,22,24,44.106463878327,6.08365019011407,29.6577946768061,0.380228136882129,2.28136882129278,8.36501901140684,9.1254752851711
"E00033085",270,122,22,71,5,6,20,24,45.1851851851852,8.14814814814815,26.2962962962963,1.85185185185185,2.22222222222222,7.40740740740741,8.88888888888889
"E00033086",227,130,18,38,2,3,9,27,57.2687224669604,7.9295154185022,16.7400881057269,0.881057268722467,1.3215859030837,3.9647577092511,11.8942731277533
"E00033087",314,160,18,98,5,7,12,14,50.9554140127389,5.73248407643312,31.2101910828025,1.59235668789809,2.22929936305732,3.82165605095541,4.45859872611465
"E00033088",211,98,10,70,2,4,11,16,46.4454976303318,4.739336492891,33.175355450237,0.947867298578199,1.8957345971564,5.21327014218009,7.58293838862559
"E00033089",244,84,22,88,2,14,14,20,34.4262295081967,9.01639344262295,36.0655737704918,0.819672131147541,5.73770491803279,5.73770491803279,8.19672131147541
"E00033090",316,142,24,100,5,4,21,20,44.9367088607595,7.59493670886076,31.6455696202532,1.58227848101266,1.26582278481013,6.64556962025316,6.32911392405063
"E00033091",271,134,30,70,0,6,12,19,49.4464944649446,11.070110701107,25.830258302583,0,2.2140221402214,4.4280442804428,7.01107011070111
"E00033092",263,152,10,60,2,1,15,23,57.7946768060836,3.80228136882129,22.8136882129278,0.760456273764259,0.380228136882129,5.70342205323194,8.74524714828897
"E00033093",311,142,28,87,3,12,20,19,45.6591639871383,9.0032154340836,27.9742765273312,0.964630225080386,3.85852090032154,6.43086816720257,6.10932475884244
"E00033094",279,156,18,71,2,3,7,22,55.9139784946236,6.45161290322581,25.4480286738351,0.716845878136201,1.0752688172043,2.5089605734767,7.88530465949821
"E00033095",350,184,22,100,3,4,14,23,52.5714285714286,6.28571428571429,28.5714285714286,0.857142857142857,1.14285714285714,4,6.57142857142857
"E00033096",217,138,8,38,4,1,5,23,63.594470046083,3.68663594470046,17.5115207373272,1.84331797235023,0.460829493087558,2.30414746543779,10.5990783410138
"E00033097",225,70,16,98,2,4,22,13,31.1111111111111,7.11111111111111,43.5555555555556,0.888888888888889,1.77777777777778,9.77777777777778,5.77777777777778
"E00033098",234,140,14,44,7,6,8,15,59.8290598290598,5.98290598290598,18.8034188034188,2.99145299145299,2.56410256410256,3.41880341880342,6.41025641025641
"E00033099",150,60,8,25,0,2,19,36,40,5.33333333333333,16.6666666666667,0,1.33333333333333,12.6666666666667,24
"E00033100",249,94,16,88,2,8,22,19,37.7510040160643,6.42570281124498,35.3413654618474,0.803212851405622,3.21285140562249,8.83534136546185,7.63052208835341
"E00033101",185,86,18,44,2,2,5,28,46.4864864864865,9.72972972972973,23.7837837837838,1.08108108108108,1.08108108108108,2.7027027027027,15.1351351351351
"E00033102",356,108,50,128,6,12,31,21,30.3370786516854,14.0449438202247,35.9550561797753,1.68539325842697,3.37078651685393,8.70786516853933,5.89887640449438
"E00033103",253,92,22,91,3,5,22,18,36.3636363636364,8.69565217391304,35.9683794466403,1.18577075098814,1.97628458498024,8.69565217391304,7.11462450592885
"E00033104",222,78,22,79,3,8,15,17,35.1351351351351,9.90990990990991,35.5855855855856,1.35135135135135,3.6036036036036,6.75675675675676,7.65765765765766
"E00033105",256,146,12,62,2,1,3,30,57.03125,4.6875,24.21875,0.78125,0.390625,1.171875,11.71875
"E00033106",240,88,30,74,0,8,20,20,36.6666666666667,12.5,30.8333333333333,0,3.33333333333333,8.33333333333333,8.33333333333333
"E00033107",291,148,22,86,0,7,8,20,50.8591065292096,7.56013745704467,29.553264604811,0,2.40549828178694,2.74914089347079,6.87285223367698
"E00033108",259,102,30,90,0,6,16,15,39.3822393822394,11.5830115830116,34.7490347490347,0,2.31660231660232,6.17760617760618,5.79150579150579
"E00033109",268,154,14,62,3,2,15,18,57.4626865671642,5.22388059701492,23.134328358209,1.11940298507463,0.746268656716418,5.59701492537313,6.71641791044776
"E00033110",292,126,26,96,3,4,13,24,43.1506849315069,8.9041095890411,32.8767123287671,1.02739726027397,1.36986301369863,4.45205479452055,8.21917808219178
"E00033112",255,162,12,51,5,2,6,17,63.5294117647059,4.70588235294118,20,1.96078431372549,0.784313725490196,2.35294117647059,6.66666666666667
"E00033113",221,130,16,51,2,1,6,15,58.8235294117647,7.23981900452489,23.0769230769231,0.904977375565611,0.452488687782805,2.71493212669683,6.78733031674208
"E00033114",248,156,18,47,4,5,9,9,62.9032258064516,7.25806451612903,18.9516129032258,1.61290322580645,2.01612903225806,3.62903225806452,3.62903225806452
"E00033115",129,50,6,45,2,2,9,15,38.7596899224806,4.65116279069767,34.8837209302326,1.55038759689922,1.55038759689922,6.97674418604651,11.6279069767442
"E00033116",133,50,2,33,1,4,20,23,37.593984962406,1.50375939849624,24.812030075188,0.75187969924812,3.00751879699248,15.0375939849624,17.2932330827068
"E00033117",310,190,12,58,4,5,11,30,61.2903225806452,3.87096774193548,18.7096774193548,1.29032258064516,1.61290322580645,3.54838709677419,9.67741935483871
"E00033118",284,150,20,76,3,2,14,19,52.8169014084507,7.04225352112676,26.7605633802817,1.05633802816901,0.704225352112676,4.92957746478873,6.69014084507042
"E00033119",212,128,10,43,1,3,7,20,60.377358490566,4.71698113207547,20.2830188679245,0.471698113207547,1.41509433962264,3.30188679245283,9.43396226415094
"E00033120",250,124,20,60,2,4,18,22,49.6,8,24,0.8,1.6,7.2,8.8
"E00033121",193,102,12,31,2,2,15,29,52.8497409326425,6.21761658031088,16.0621761658031,1.03626943005181,1.03626943005181,7.7720207253886,15.0259067357513
"E00033122",230,118,22,47,3,2,14,24,51.304347826087,9.56521739130435,20.4347826086957,1.30434782608696,0.869565217391304,6.08695652173913,10.4347826086957
"E00033123",225,134,10,32,5,1,6,37,59.5555555555556,4.44444444444444,14.2222222222222,2.22222222222222,0.444444444444444,2.66666666666667,16.4444444444444
"E00033124",253,130,12,71,4,5,12,19,51.3833992094862,4.74308300395257,28.0632411067194,1.58102766798419,1.97628458498024,4.74308300395257,7.5098814229249
"E00033125",164,38,8,70,2,8,21,17,23.1707317073171,4.8780487804878,42.6829268292683,1.21951219512195,4.8780487804878,12.8048780487805,10.3658536585366
"E00033126",230,126,14,57,0,1,12,20,54.7826086956522,6.08695652173913,24.7826086956522,0,0.434782608695652,5.21739130434783,8.69565217391304
"E00033127",367,146,26,137,2,7,22,27,39.7820163487738,7.08446866485014,37.3297002724796,0.544959128065395,1.90735694822888,5.99455040871935,7.35694822888283
"E00033128",219,72,16,82,1,6,25,17,32.8767123287671,7.30593607305936,37.4429223744292,0.45662100456621,2.73972602739726,11.4155251141553,7.76255707762557
"E00033129",229,116,14,64,9,2,6,18,50.6550218340611,6.11353711790393,27.9475982532751,3.93013100436681,0.873362445414847,2.62008733624454,7.86026200873363
"E00033130",301,170,20,89,3,3,4,12,56.4784053156146,6.64451827242525,29.5681063122924,0.996677740863787,0.996677740863787,1.32890365448505,3.98671096345515
"E00033131",224,70,14,80,6,2,22,30,31.25,6.25,35.7142857142857,2.67857142857143,0.892857142857143,9.82142857142857,13.3928571428571
"E00033132",340,114,50,131,0,10,22,13,33.5294117647059,14.7058823529412,38.5294117647059,0,2.94117647058824,6.47058823529412,3.82352941176471
"E00033133",284,78,12,126,4,8,30,26,27.4647887323944,4.22535211267606,44.3661971830986,1.40845070422535,2.8169014084507,10.5633802816901,9.15492957746479
"E00033134",159,28,14,80,0,6,15,16,17.6100628930818,8.80503144654088,50.314465408805,0,3.77358490566038,9.43396226415094,10.062893081761
"E00033135",333,126,36,117,10,11,20,13,37.8378378378378,10.8108108108108,35.1351351351351,3.003003003003,3.3033033033033,6.00600600600601,3.9039039039039
"E00033136",171,50,12,73,3,6,12,15,29.2397660818713,7.01754385964912,42.6900584795322,1.75438596491228,3.50877192982456,7.01754385964912,8.7719298245614
"E00033137",227,54,16,109,9,7,26,6,23.7885462555066,7.04845814977974,48.0176211453744,3.9647577092511,3.08370044052863,11.4537444933921,2.6431718061674
"E00033138",149,22,12,67,1,16,22,9,14.7651006711409,8.05369127516778,44.9664429530201,0.671140939597315,10.738255033557,14.7651006711409,6.04026845637584
"E00033139",230,68,14,93,2,8,21,24,29.5652173913043,6.08695652173913,40.4347826086956,0.869565217391304,3.47826086956522,9.1304347826087,10.4347826086957
"E00033140",165,50,12,66,4,6,10,17,30.3030303030303,7.27272727272727,40,2.42424242424242,3.63636363636364,6.06060606060606,10.3030303030303
"E00033141",164,46,30,53,1,5,13,16,28.0487804878049,18.2926829268293,32.3170731707317,0.609756097560976,3.04878048780488,7.92682926829268,9.75609756097561
"E00033142",214,76,28,79,0,2,17,12,35.5140186915888,13.0841121495327,36.9158878504673,0,0.934579439252336,7.94392523364486,5.60747663551402
"E00033143",180,34,14,95,0,15,10,12,18.8888888888889,7.77777777777778,52.7777777777778,0,8.33333333333333,5.55555555555556,6.66666666666667
"E00033144",172,24,30,71,2,5,22,18,13.953488372093,17.4418604651163,41.2790697674419,1.16279069767442,2.90697674418605,12.7906976744186,10.4651162790698
"E00033145",224,74,28,89,6,3,9,15,33.0357142857143,12.5,39.7321428571429,2.67857142857143,1.33928571428571,4.01785714285714,6.69642857142857
"E00033146",230,78,30,82,4,7,18,11,33.9130434782609,13.0434782608696,35.6521739130435,1.73913043478261,3.04347826086957,7.82608695652174,4.78260869565217
"E00033147",250,84,30,91,4,5,15,21,33.6,12,36.4,1.6,2,6,8.4
"E00033148",200,58,18,83,0,5,13,23,29,9,41.5,0,2.5,6.5,11.5
"E00033149",187,66,20,59,5,9,11,17,35.2941176470588,10.6951871657754,31.5508021390374,2.67379679144385,4.81283422459893,5.88235294117647,9.09090909090909
"E00033150",235,60,24,109,3,11,18,10,25.531914893617,10.2127659574468,46.3829787234043,1.27659574468085,4.68085106382979,7.65957446808511,4.25531914893617
"E00033151",201,38,18,95,4,7,22,17,18.9054726368159,8.95522388059701,47.2636815920398,1.99004975124378,3.48258706467662,10.9452736318408,8.45771144278607
"E00033152",255,58,26,123,4,16,17,11,22.7450980392157,10.1960784313725,48.2352941176471,1.56862745098039,6.27450980392157,6.66666666666667,4.31372549019608
"E00033153",280,92,28,102,2,7,24,25,32.8571428571429,10,36.4285714285714,0.714285714285714,2.5,8.57142857142857,8.92857142857143
"E00033154",139,22,12,79,1,10,11,4,15.8273381294964,8.63309352517986,56.8345323741007,0.719424460431655,7.19424460431655,7.9136690647482,2.87769784172662
"E00033155",216,44,16,91,0,16,26,23,20.3703703703704,7.40740740740741,42.1296296296296,0,7.40740740740741,12.037037037037,10.6481481481481
"E00033156",201,54,26,82,1,11,18,9,26.865671641791,12.9353233830846,40.7960199004975,0.497512437810945,5.4726368159204,8.95522388059701,4.47761194029851
"E00033157",242,50,30,123,8,7,12,12,20.6611570247934,12.396694214876,50.8264462809917,3.30578512396694,2.89256198347107,4.95867768595041,4.95867768595041
"E00033158",218,52,26,98,2,11,21,8,23.8532110091743,11.9266055045872,44.954128440367,0.917431192660551,5.04587155963303,9.63302752293578,3.6697247706422
"E00033159",127,24,14,59,2,5,16,7,18.8976377952756,11.0236220472441,46.4566929133858,1.5748031496063,3.93700787401575,12.5984251968504,5.51181102362205
"E00033160",277,78,20,135,3,12,13,16,28.158844765343,7.22021660649819,48.7364620938628,1.08303249097473,4.33212996389892,4.69314079422383,5.77617328519856
"E00033161",234,36,54,89,3,0,24,28,15.3846153846154,23.0769230769231,38.034188034188,1.28205128205128,0,10.2564102564103,11.965811965812
"E00033162",219,26,22,123,4,5,31,8,11.8721461187215,10.0456621004566,56.1643835616438,1.82648401826484,2.28310502283105,14.1552511415525,3.65296803652968
"E00033163",238,30,26,153,2,8,12,7,12.6050420168067,10.9243697478992,64.2857142857143,0.840336134453782,3.36134453781513,5.04201680672269,2.94117647058824
"E00033164",282,94,36,113,0,9,14,16,33.3333333333333,12.7659574468085,40.0709219858156,0,3.19148936170213,4.9645390070922,5.67375886524823
"E00033165",149,22,4,58,3,5,28,29,14.7651006711409,2.68456375838926,38.9261744966443,2.01342281879195,3.35570469798658,18.7919463087248,19.4630872483221
"E00033166",148,46,2,54,0,3,23,20,31.0810810810811,1.35135135135135,36.4864864864865,0,2.02702702702703,15.5405405405405,13.5135135135135
"E00033167",243,82,44,82,0,6,13,16,33.7448559670782,18.1069958847737,33.7448559670782,0,2.46913580246914,5.34979423868313,6.5843621399177
"E00033168",238,126,22,54,1,7,8,20,52.9411764705882,9.2436974789916,22.6890756302521,0.420168067226891,2.94117647058824,3.36134453781513,8.40336134453782
"E00033169",257,114,26,84,2,7,11,13,44.3579766536965,10.1167315175097,32.6848249027237,0.778210116731518,2.72373540856031,4.28015564202335,5.05836575875486
"E00033170",298,136,20,103,4,3,17,15,45.6375838926174,6.71140939597315,34.5637583892617,1.34228187919463,1.00671140939597,5.70469798657718,5.03355704697987
"E00033171",284,130,26,86,3,3,19,17,45.7746478873239,9.15492957746479,30.2816901408451,1.05633802816901,1.05633802816901,6.69014084507042,5.98591549295775
"E00033172",168,24,14,102,2,5,14,7,14.2857142857143,8.33333333333333,60.7142857142857,1.19047619047619,2.97619047619048,8.33333333333333,4.16666666666667
"E00033173",274,120,20,96,2,3,10,23,43.7956204379562,7.2992700729927,35.036496350365,0.72992700729927,1.09489051094891,3.64963503649635,8.39416058394161
"E00033174",219,56,18,97,1,10,25,12,25.5707762557078,8.21917808219178,44.2922374429224,0.45662100456621,4.5662100456621,11.4155251141553,5.47945205479452
"E00033175",218,106,7,74,0,10,11,10,48.6238532110092,3.21100917431193,33.9449541284404,0,4.58715596330275,5.04587155963303,4.58715596330275
"E00033176",195,62,20,82,0,7,13,11,31.7948717948718,10.2564102564103,42.0512820512821,0,3.58974358974359,6.66666666666667,5.64102564102564
"E00033177",238,92,18,88,3,5,16,16,38.655462184874,7.56302521008403,36.9747899159664,1.26050420168067,2.10084033613445,6.72268907563025,6.72268907563025
"E00033178",146,40,16,63,0,2,9,16,27.3972602739726,10.958904109589,43.1506849315069,0,1.36986301369863,6.16438356164384,10.958904109589
"E00033179",252,66,50,106,2,8,10,10,26.1904761904762,19.8412698412698,42.0634920634921,0.793650793650794,3.17460317460317,3.96825396825397,3.96825396825397
"E00033181",378,52,44,247,6,11,11,7,13.7566137566138,11.6402116402116,65.3439153439153,1.58730158730159,2.91005291005291,2.91005291005291,1.85185185185185
