"GeographyCode","QS101EW0001","QS101EW0002","QS101EW0003","QS101EW0004"
"E01033748",1277,1276,1,0
"E01033749",1153,1151,2,0
"E01033750",1448,1448,0,0
"E01033751",1873,1039,834,0
"E01033752",1196,1195,1,0
"E01033753",1051,1051,0,0
"E01033754",1452,1448,4,0
"E01033755",1082,1082,0,0
"E01033756",1185,1136,49,0
"E01033757",1025,1015,10,0
"E01033758",1730,703,1027,0
"E01033759",1147,1147,0,0
"E01033760",2115,856,1259,0
"E01033761",1372,1340,32,0
"E01033762",1791,722,1069,0
"E01033763",1527,1471,56,0
"E01033764",2202,2191,11,0
"E01033765",1351,1351,0,0
"E01033766",1075,1072,3,0
"E01033767",1067,1067,0,0
"E01033768",1223,1219,4,0
