"GeographyCode","QS417EW0001","QS417EW0002","QS417EW0003"
"E00033253",141,132,9
"E00033254",153,152,1
"E00033255",126,126,0
"E00033256",100,100,0
"E00033257",183,180,3
"E00033258",157,157,0
"E00033259",91,80,11
"E00033260",138,129,9
"E00033261",115,110,5
"E00033262",107,96,11
"E00033263",102,89,13
"E00033264",148,147,1
"E00033265",129,126,3
"E00033266",149,147,2
"E00033267",143,141,2
"E00033268",126,121,5
"E00033269",107,92,15
"E00033270",134,128,6
"E00033271",129,126,3
"E00033272",121,120,1
"E00033274",129,122,7
"E00033275",144,142,2
"E00033276",136,127,9
"E00033277",99,99,0
"E00033278",110,107,3
"E00033279",145,139,6
"E00033281",145,136,9
"E00033282",128,125,3
"E00033283",121,118,3
"E00033284",183,182,1
"E00033285",137,135,2
"E00033286",134,128,6
"E00033287",117,115,2
"E00033288",124,121,3
"E00033289",112,105,7
"E00033290",91,88,3
"E00033291",191,185,6
"E00033292",111,106,5
"E00033293",146,145,1
"E00033294",140,130,10
"E00033295",110,108,2
"E00033296",115,111,4
"E00033297",145,143,2
"E00033298",132,129,3
"E00033299",119,117,2
"E00033300",117,112,5
"E00033301",121,120,1
"E00033302",108,105,3
"E00033304",106,102,4
"E00033305",123,121,2
"E00033306",125,122,3
"E00033307",130,124,6
"E00033308",124,122,2
"E00033309",139,135,4
"E00033310",131,127,4
"E00033312",139,133,6
"E00033313",140,137,3
"E00033314",132,130,2
"E00033315",130,130,0
"E00033316",148,144,4
"E00033317",152,152,0
"E00033318",159,153,6
"E00033319",164,164,0
"E00033320",132,130,2
"E00033322",122,118,4
"E00033323",107,107,0
"E00033324",114,113,1
"E00033326",107,106,1
"E00033327",124,124,0
"E00033328",119,119,0
"E00033329",136,131,5
"E00033330",131,130,1
"E00033331",134,134,0
"E00033332",110,108,2
"E00033333",123,121,2
"E00033334",108,108,0
"E00033335",109,108,1
"E00033336",122,121,1
"E00033337",85,85,0
"E00033338",92,90,2
"E00033339",138,132,6
"E00033340",104,103,1
"E00033341",118,115,3
"E00033342",127,126,1
"E00033343",97,96,1
"E00033344",140,139,1
"E00033345",131,129,2
"E00033346",130,124,6
"E00033347",123,121,2
"E00033348",114,112,2
"E00033349",160,154,6
"E00033350",126,122,4
"E00033351",126,124,2
"E00033352",110,108,2
"E00033353",107,103,4
"E00033354",153,150,3
"E00033355",117,113,4
"E00033356",140,137,3
"E00033357",127,125,2
"E00033358",105,95,10
"E00033359",164,161,3
"E00033360",160,155,5
"E00033361",175,174,1
"E00033362",106,106,0
"E00033363",87,87,0
"E00033364",134,134,0
"E00033365",174,172,2
"E00033366",109,108,1
"E00033367",151,137,14
"E00033368",127,124,3
"E00033369",147,137,10
"E00033370",146,141,5
"E00033371",126,124,2
"E00033372",116,112,4
"E00033373",187,181,6
"E00033374",146,140,6
"E00033375",148,140,8
"E00033376",142,135,7
"E00033377",136,133,3
"E00033378",145,137,8
"E00033379",136,130,6
"E00033380",112,106,6
"E00033381",136,130,6
"E00033382",128,123,5
"E00033383",135,133,2
"E00033384",147,146,1
"E00033385",173,156,17
"E00033386",140,140,0
"E00033387",134,122,12
"E00033388",172,162,10
"E00033389",119,118,1
"E00033391",168,164,4
"E00033392",159,149,10
"E00033394",153,139,14
"E00033395",168,156,12
"E00033396",131,126,5
"E00033397",128,125,3
"E00033399",128,128,0
"E00033400",122,118,4
"E00033401",102,102,0
"E00033402",140,134,6
"E00033403",149,144,5
"E00033404",176,162,14
"E00033405",133,129,4
"E00033406",129,126,3
"E00033407",150,138,12
"E00033408",132,123,9
"E00033409",181,166,15
"E00033410",124,121,3
"E00033411",121,119,2
"E00033412",149,146,3
"E00033413",131,111,20
"E00033414",146,135,11
"E00033415",95,94,1
"E00033416",150,144,6
"E00033417",148,144,4
"E00033418",145,144,1
"E00033419",131,119,12
"E00033420",165,155,10
"E00033421",135,128,7
"E00033422",174,172,2
"E00033423",128,126,2
"E00033424",140,134,6
"E00033425",128,124,4
"E00033426",133,121,12
"E00033427",110,105,5
"E00033428",125,124,1
"E00033432",135,135,0
"E00033435",125,125,0
"E00033436",132,128,4
"E00033437",116,114,2
"E00033438",128,127,1
"E00033439",179,173,6
"E00033440",142,139,3
"E00033441",142,141,1
"E00033442",138,134,4
"E00033443",72,72,0
"E00033444",118,115,3
"E00033445",98,98,0
"E00033446",124,121,3
"E00033447",94,94,0
"E00033448",137,124,13
"E00033449",145,143,2
"E00033450",126,121,5
"E00033451",112,109,3
"E00033452",112,110,2
"E00033453",78,78,0
"E00033454",221,219,2
"E00033455",124,122,2
"E00033456",134,133,1
"E00033457",100,95,5
"E00033458",91,87,4
"E00033459",146,143,3
"E00033460",80,79,1
"E00033462",94,94,0
"E00033463",103,103,0
"E00033464",118,116,2
"E00033466",122,122,0
"E00033468",120,119,1
"E00033470",133,130,3
"E00033471",110,107,3
"E00033472",108,105,3
"E00033473",120,116,4
"E00033474",156,145,11
"E00033475",169,157,12
"E00033476",116,115,1
"E00033477",76,74,2
"E00033478",117,115,2
"E00033479",170,167,3
"E00033480",111,108,3
"E00033481",172,172,0
"E00033482",120,117,3
"E00033483",173,166,7
"E00033484",130,121,9
"E00033485",145,137,8
"E00033486",170,165,5
"E00033487",159,157,2
"E00033488",156,149,7
"E00033489",123,122,1
"E00033490",108,108,0
"E00033491",152,142,10
"E00033492",214,195,19
"E00033493",151,142,9
"E00033494",104,103,1
"E00033495",168,161,7
"E00033496",161,152,9
"E00033497",99,98,1
"E00033498",92,91,1
"E00033501",100,98,2
"E00033502",104,104,0
"E00033503",103,100,3
"E00033504",134,129,5
"E00033505",101,93,8
"E00033506",128,124,4
"E00033507",141,136,5
"E00033508",144,132,12
"E00033509",121,113,8
"E00033510",145,137,8
"E00033511",133,122,11
"E00033512",78,78,0
"E00033513",143,130,13
"E00033514",115,114,1
"E00033515",134,125,9
"E00033516",111,110,1
"E00033517",127,126,1
"E00033518",135,121,14
"E00033519",140,139,1
"E00033520",113,102,11
"E00033521",157,142,15
"E00033522",162,151,11
"E00033523",148,144,4
"E00033524",234,217,17
"E00033525",131,131,0
"E00033526",132,128,4
"E00033527",154,153,1
"E00033528",127,126,1
"E00033530",146,145,1
"E00033531",137,134,3
"E00033532",168,166,2
"E00033533",99,96,3
"E00033534",131,124,7
"E00033535",136,133,3
"E00033536",131,127,4
"E00033537",135,132,3
"E00033538",149,147,2
"E00033539",131,130,1
"E00033540",137,135,2
"E00033541",130,129,1
"E00033542",126,124,2
"E00033543",123,120,3
"E00033544",104,104,0
"E00033545",129,121,8
"E00033546",149,148,1
"E00033547",130,126,4
"E00033548",117,113,4
"E00033549",152,151,1
"E00033550",128,124,4
"E00033551",118,102,16
"E00033552",126,124,2
"E00033553",165,161,4
"E00033554",117,115,2
"E00033555",142,136,6
"E00033556",116,114,2
"E00033557",127,124,3
"E00033558",118,114,4
"E00033559",114,110,4
"E00033560",117,113,4
"E00033561",111,106,5
"E00033562",120,117,3
"E00033563",133,131,2
"E00033564",147,144,3
"E00033565",121,117,4
"E00033566",153,148,5
"E00033567",127,127,0
"E00033568",146,144,2
"E00033569",108,102,6
"E00033570",176,173,3
"E00033571",123,121,2
"E00033572",120,117,3
"E00033573",98,95,3
"E00033574",120,118,2
"E00033575",113,111,2
"E00033576",111,109,2
"E00033577",122,120,2
"E00033579",127,123,4
"E00033580",154,152,2
"E00033581",230,221,9
"E00033582",160,159,1
"E00033583",116,110,6
"E00033584",112,107,5
"E00033585",143,135,8
"E00033586",149,143,6
"E00033587",156,153,3
"E00033589",141,136,5
"E00033590",81,79,2
"E00033591",96,94,2
"E00033592",119,118,1
"E00033593",110,100,10
"E00033594",144,143,1
"E00033595",160,157,3
"E00033596",145,143,2
"E00033597",111,105,6
"E00033598",139,124,15
"E00033599",133,125,8
"E00033600",140,139,1
"E00033601",155,140,15
"E00033602",138,131,7
"E00033603",138,136,2
"E00033604",147,138,9
"E00033605",129,125,4
"E00033606",137,114,23
"E00033607",129,118,11
"E00033608",150,144,6
"E00033611",130,122,8
"E00033613",137,125,12
"E00033614",141,139,2
"E00033616",144,141,3
"E00033618",166,159,7
"E00033620",121,118,3
"E00033621",104,103,1
"E00033623",184,181,3
"E00033624",129,125,4
"E00033625",127,123,4
"E00033626",172,172,0
"E00033627",147,142,5
"E00033628",143,139,4
"E00033629",182,179,3
"E00033630",135,128,7
"E00033631",143,129,14
"E00033632",170,149,21
"E00033633",107,101,6
"E00033634",165,158,7
"E00033635",133,132,1
"E00033636",168,167,1
"E00033637",204,196,8
"E00033639",134,129,5
"E00033640",134,128,6
"E00033641",128,127,1
"E00033642",147,145,2
"E00033643",116,109,7
"E00033644",96,95,1
"E00033645",118,109,9
"E00033646",41,41,0
"E00033647",101,99,2
"E00033648",131,127,4
"E00033649",120,115,5
"E00033650",135,134,1
"E00033651",63,58,5
"E00033652",134,132,2
"E00033653",106,105,1
"E00033654",82,79,3
"E00033655",195,186,9
"E00033656",85,83,2
"E00033657",85,84,1
"E00033658",135,129,6
"E00033659",165,157,8
"E00033660",133,132,1
"E00033662",156,155,1
"E00033663",131,122,9
"E00033664",139,138,1
"E00033665",178,167,11
"E00033666",133,130,3
"E00033667",144,142,2
"E00033668",116,114,2
"E00033669",130,125,5
"E00033670",194,177,17
"E00033672",159,159,0
"E00033673",125,124,1
"E00033677",120,120,0
"E00033678",198,194,4
"E00033684",215,212,3
"E00033685",130,130,0
"E00033686",129,129,0
"E00033687",170,162,8
"E00033688",119,118,1
"E00033689",146,145,1
"E00033690",173,169,4
"E00033691",110,107,3
"E00033692",215,201,14
"E00033694",116,114,2
"E00033695",140,137,3
"E00033696",209,205,4
"E00033697",147,145,2
"E00033698",168,165,3
"E00033699",152,143,9
"E00033700",101,97,4
"E00033701",137,136,1
"E00033702",110,103,7
"E00033703",170,167,3
"E00033704",126,125,1
"E00033705",133,133,0
"E00033706",122,116,6
"E00033707",125,119,6
"E00033708",118,117,1
"E00033709",77,76,1
"E00033710",143,137,6
"E00033711",71,70,1
"E00033712",124,124,0
"E00033713",133,127,6
"E00033715",170,162,8
"E00033716",127,121,6
"E00033717",106,103,3
"E00033718",137,132,5
"E00033719",140,127,13
"E00033720",140,135,5
"E00033721",116,113,3
"E00033722",101,94,7
"E00033723",152,135,17
"E00033724",141,134,7
"E00033725",161,145,16
"E00033726",106,103,3
"E00033727",143,138,5
"E00033728",141,141,0
"E00033729",101,99,2
"E00033730",131,127,4
"E00033731",91,87,4
"E00033732",129,125,4
"E00033733",111,102,9
"E00033734",113,111,2
"E00033735",96,94,2
"E00033736",138,126,12
"E00033737",147,145,2
"E00033738",98,97,1
"E00033739",110,105,5
"E00033740",142,140,2
"E00033741",141,134,7
"E00033742",138,130,8
"E00033743",111,108,3
"E00033744",154,146,8
"E00033745",120,119,1
"E00033746",128,124,4
"E00033747",152,146,6
"E00033748",121,119,2
"E00033749",118,118,0
"E00033750",138,137,1
"E00033752",202,189,13
"E00033753",109,108,1
"E00033754",127,126,1
"E00033755",121,118,3
"E00033756",138,133,5
"E00033758",115,112,3
"E00033759",101,99,2
"E00033762",123,122,1
"E00033763",131,125,6
"E00033764",133,133,0
"E00033765",132,131,1
"E00033766",125,123,2
"E00033767",117,117,0
"E00033768",119,116,3
"E00033769",136,130,6
"E00033770",128,127,1
"E00033771",133,132,1
"E00033773",118,114,4
"E00033774",131,130,1
"E00033775",195,185,10
"E00033776",158,146,12
"E00033777",115,109,6
"E00033778",130,128,2
"E00033779",135,132,3
"E00033780",105,104,1
"E00033781",185,170,15
"E00033782",135,131,4
"E00033783",123,120,3
"E00033784",199,189,10
"E00033785",134,128,6
"E00033786",141,140,1
"E00033787",133,130,3
"E00033788",109,107,2
"E00033789",105,105,0
"E00033790",110,109,1
"E00033791",155,150,5
"E00033792",80,80,0
"E00033793",137,134,3
"E00033794",120,117,3
"E00033795",121,119,2
"E00033796",90,89,1
"E00033797",107,106,1
"E00033798",137,136,1
"E00033799",121,117,4
"E00033800",85,84,1
"E00033801",128,128,0
"E00033802",76,76,0
"E00033803",123,120,3
"E00033804",122,120,2
"E00033805",99,97,2
"E00033806",130,122,8
"E00033807",231,227,4
"E00033808",93,92,1
"E00033810",149,145,4
"E00033811",223,218,5
"E00033812",179,177,2
"E00033813",226,207,19
"E00033814",170,165,5
"E00033815",171,168,3
"E00033816",135,130,5
"E00033818",147,141,6
"E00033819",164,142,22
"E00033820",148,141,7
"E00033821",169,113,56
"E00033822",164,159,5
"E00033823",199,58,141
"E00033824",169,165,4
"E00033825",143,135,8
"E00033826",180,176,4
"E00033827",169,152,17
"E00033828",169,155,14
"E00033829",198,142,56
"E00033832",154,144,10
"E00033833",210,192,18
"E00033836",94,91,3
"E00033837",129,127,2
"E00033838",133,105,28
"E00033839",245,242,3
"E00033840",225,213,12
"E00033841",146,145,1
"E00033842",210,194,16
"E00033843",148,142,6
"E00033844",134,134,0
"E00033845",144,142,2
"E00033846",217,207,10
"E00033847",130,127,3
"E00033848",147,147,0
"E00033849",134,132,2
"E00033850",165,162,3
"E00033851",122,119,3
"E00033852",109,106,3
"E00033853",130,125,5
"E00033854",137,134,3
"E00033855",125,110,15
"E00033856",183,180,3
"E00033857",120,116,4
"E00033859",119,117,2
"E00033861",172,171,1
"E00033862",142,141,1
"E00033863",124,121,3
"E00033864",113,110,3
"E00033865",140,137,3
"E00033866",123,122,1
"E00033867",123,118,5
"E00033868",121,119,2
"E00033869",122,122,0
"E00033870",177,172,5
"E00033871",123,115,8
"E00033872",129,125,4
"E00033873",141,138,3
"E00033874",133,131,2
"E00033875",122,119,3
"E00033876",118,117,1
"E00033877",131,130,1
"E00033878",131,127,4
"E00033879",120,116,4
"E00033880",189,187,2
"E00033881",129,125,4
"E00033882",106,104,2
"E00033883",133,129,4
"E00033884",135,130,5
"E00033885",217,213,4
"E00033886",118,112,6
"E00033887",138,137,1
"E00033888",131,130,1
"E00033889",124,123,1
"E00033890",125,121,4
"E00033891",135,131,4
"E00033892",63,63,0
"E00033893",121,118,3
"E00033894",132,126,6
"E00033895",114,108,6
"E00033896",123,123,0
"E00033897",125,123,2
"E00033898",155,149,6
"E00033899",143,129,14
"E00033900",123,112,11
"E00033901",204,184,20
"E00033902",125,118,7
"E00033903",128,112,16
"E00033904",145,144,1
"E00033905",121,119,2
"E00033906",130,126,4
"E00033907",167,161,6
"E00033908",181,175,6
"E00033909",124,114,10
"E00033910",162,158,4
"E00033911",153,148,5
"E00033913",114,111,3
"E00033914",156,143,13
"E00033915",114,102,12
"E00033917",137,136,1
"E00033918",169,161,8
"E00033919",135,128,7
"E00033920",158,150,8
"E00033921",189,163,26
"E00033922",136,136,0
"E00033923",148,138,10
"E00033924",191,179,12
"E00033925",196,167,29
"E00033926",162,138,24
"E00033927",154,147,7
"E00033928",120,114,6
"E00033930",137,126,11
"E00033931",151,139,12
"E00033932",124,119,5
"E00033933",103,97,6
"E00033934",175,162,13
"E00033935",211,190,21
"E00033936",143,127,16
"E00033937",107,95,12
"E00033938",146,137,9
"E00033939",116,113,3
"E00033940",162,142,20
"E00033941",143,138,5
"E00033942",195,180,15
"E00033943",150,146,4
"E00033944",139,132,7
"E00033945",98,96,2
"E00033946",181,168,13
"E00033947",124,108,16
"E00033948",155,151,4
"E00033949",158,151,7
"E00033950",192,180,12
"E00033951",125,121,4
"E00033952",154,151,3
"E00033953",196,178,18
"E00033954",112,112,0
"E00033955",178,160,18
"E00033956",42,42,0
"E00033957",140,134,6
"E00033958",141,135,6
"E00033959",141,138,3
"E00033960",130,129,1
"E00033961",142,136,6
"E00033962",128,121,7
"E00033963",180,173,7
"E00033964",181,172,9
"E00033965",145,134,11
"E00033966",140,133,7
"E00033967",154,138,16
"E00033968",101,91,10
"E00033969",121,113,8
"E00033970",150,146,4
"E00033971",77,77,0
"E00033972",170,135,35
"E00033973",89,84,5
"E00033974",134,134,0
"E00033975",177,174,3
"E00033976",115,114,1
"E00033977",82,78,4
"E00033978",120,116,4
"E00033979",72,72,0
"E00033980",116,114,2
"E00033981",93,90,3
"E00033982",47,43,4
"E00033983",126,110,16
"E00033984",106,102,4
"E00033985",124,110,14
"E00033986",112,108,4
"E00033987",144,133,11
"E00033988",137,119,18
"E00033989",119,115,4
"E00033990",127,120,7
"E00033991",124,117,7
"E00033992",129,129,0
"E00033993",211,208,3
"E00033994",135,132,3
"E00033995",109,109,0
"E00033996",121,117,4
"E00033997",148,147,1
"E00033998",122,122,0
"E00033999",118,118,0
"E00034000",117,117,0
"E00034001",150,147,3
"E00034002",110,107,3
"E00034003",91,91,0
"E00034004",98,96,2
"E00034005",131,131,0
"E00034006",121,121,0
"E00034007",97,97,0
"E00034008",121,120,1
"E00034009",112,112,0
"E00034010",115,108,7
"E00034011",144,141,3
"E00034012",111,111,0
"E00034013",130,128,2
"E00034014",111,111,0
"E00034015",110,110,0
"E00034016",114,113,1
"E00034017",128,123,5
"E00034019",134,131,3
"E00034020",129,125,4
"E00034021",122,120,2
"E00034022",157,152,5
"E00034023",154,136,18
"E00034024",167,145,22
"E00034025",179,178,1
"E00034026",131,129,2
"E00034027",110,108,2
"E00034028",172,164,8
"E00034029",182,177,5
"E00034030",127,123,4
"E00034031",110,106,4
"E00034032",121,120,1
"E00034033",102,98,4
"E00034034",140,132,8
"E00034035",131,127,4
"E00034036",121,120,1
"E00034037",134,132,2
"E00034038",140,136,4
"E00034039",146,143,3
"E00034040",112,108,4
"E00034041",130,129,1
"E00034042",139,135,4
"E00034043",168,159,9
"E00034044",141,130,11
"E00034045",159,152,7
"E00034046",137,133,4
"E00034047",137,129,8
"E00034048",121,117,4
"E00034049",133,130,3
"E00034050",138,135,3
"E00034051",110,106,4
"E00034052",121,119,2
"E00034053",173,157,16
"E00034054",141,133,8
"E00034055",203,162,41
"E00034056",148,139,9
"E00034057",119,112,7
"E00034058",154,152,2
"E00034059",194,187,7
"E00034061",147,142,5
"E00034062",200,190,10
"E00034063",157,145,12
"E00034064",121,119,2
"E00034065",130,126,4
"E00034066",146,143,3
"E00034067",134,131,3
"E00034068",149,144,5
"E00034069",182,167,15
"E00034070",167,157,10
"E00034071",197,182,15
"E00034072",154,151,3
"E00034073",116,101,15
"E00034074",175,171,4
"E00034075",162,152,10
"E00034076",172,143,29
"E00034077",153,147,6
"E00034078",154,140,14
"E00034079",176,162,14
"E00034080",126,113,13
"E00034081",206,200,6
"E00034082",123,117,6
"E00034083",115,107,8
"E00034084",115,105,10
"E00034085",145,143,2
"E00034086",72,61,11
"E00034087",95,91,4
"E00034088",167,161,6
"E00034089",104,99,5
"E00034090",117,114,3
"E00034091",74,73,1
"E00034092",90,84,6
"E00034093",161,158,3
"E00034094",144,141,3
"E00034095",136,134,2
"E00034096",133,126,7
"E00034097",112,109,3
"E00034098",126,125,1
"E00034099",108,102,6
"E00034100",157,150,7
"E00034101",160,152,8
"E00034102",139,138,1
"E00034104",163,153,10
"E00034105",164,150,14
"E00034106",87,86,1
"E00034107",135,128,7
"E00034108",140,121,19
"E00034109",111,102,9
"E00034110",155,143,12
"E00034111",121,121,0
"E00034113",117,116,1
"E00034114",124,123,1
"E00034115",114,113,1
"E00034116",155,153,2
"E00034117",124,124,0
"E00034118",93,92,1
"E00034119",125,124,1
"E00034120",105,103,2
"E00034121",120,117,3
"E00034122",130,128,2
"E00034123",138,137,1
"E00034124",129,127,2
"E00034125",127,125,2
"E00034126",150,148,2
"E00034127",129,126,3
"E00034130",117,117,0
"E00034131",156,152,4
"E00034132",92,91,1
"E00034133",102,101,1
"E00034134",133,133,0
"E00034135",122,117,5
"E00034136",145,136,9
"E00034137",116,108,8
"E00034138",136,129,7
"E00034139",119,118,1
"E00034140",101,98,3
"E00034141",114,111,3
"E00034142",147,146,1
"E00034143",124,123,1
"E00034144",139,136,3
"E00034145",124,106,18
"E00034146",120,120,0
"E00034147",107,106,1
"E00034148",149,149,0
"E00034149",121,118,3
"E00034150",94,92,2
"E00034151",123,119,4
"E00034152",130,127,3
"E00034153",134,133,1
"E00034154",143,140,3
"E00034155",149,148,1
"E00034156",104,104,0
"E00034157",136,133,3
"E00034158",141,140,1
"E00034159",132,121,11
"E00034160",112,111,1
"E00034161",134,131,3
"E00034162",152,143,9
"E00034163",120,118,2
"E00034164",160,158,2
"E00034165",93,93,0
"E00034167",205,194,11
"E00034168",128,127,1
"E00034169",157,152,5
"E00034170",120,119,1
"E00034171",120,113,7
"E00034172",131,127,4
"E00034173",129,122,7
"E00034174",113,111,2
"E00034175",118,116,2
"E00034176",86,81,5
"E00034177",146,134,12
"E00034178",167,160,7
"E00034180",157,153,4
"E00034182",75,72,3
"E00034184",123,121,2
"E00034185",119,117,2
"E00034187",138,137,1
"E00034188",146,142,4
"E00034189",123,119,4
"E00034190",106,103,3
"E00034191",112,110,2
"E00034192",154,152,2
"E00034193",125,125,0
"E00034194",108,105,3
"E00034195",108,106,2
"E00034196",145,141,4
"E00034197",136,135,1
"E00034199",131,130,1
"E00034200",129,128,1
"E00034201",169,157,12
"E00034202",127,124,3
"E00034203",175,173,2
"E00034208",159,156,3
"E00034209",122,115,7
"E00034211",127,126,1
"E00034212",142,141,1
"E00034213",206,203,3
"E00034215",50,50,0
"E00034216",208,205,3
"E00034219",142,142,0
"E00034221",128,128,0
"E00034222",208,202,6
"E00034223",127,126,1
"E00034224",139,137,2
"E00034225",149,140,9
"E00034227",132,128,4
"E00034228",152,149,3
"E00034230",153,150,3
"E00034231",165,156,9
"E00034234",152,147,5
"E00034235",128,127,1
"E00034236",146,144,2
"E00034237",134,133,1
"E00034238",54,53,1
"E00034239",147,144,3
"E00034240",141,134,7
"E00034241",134,127,7
"E00034242",116,115,1
"E00034243",176,172,4
"E00034244",117,117,0
"E00034245",130,128,2
"E00034246",122,121,1
"E00034247",127,126,1
"E00034248",126,116,10
"E00034249",154,147,7
"E00034250",169,168,1
"E00034251",152,143,9
"E00034252",185,183,2
"E00034253",171,168,3
"E00034254",148,144,4
"E00034255",137,136,1
