"GeographyCode","QS610EW0001","QS610EW0002","QS610EW0003","QS610EW0004","QS610EW0005","QS610EW0006","QS610EW0007","QS610EW0008","QS610EW0009","QS610EW0010","QS610EW0011","QS610EW0012","QS610EW0013","QS610EW0014","QS610EW0015","QS610EW0016","QS610EW0017","QS610EW0018","QS610EW0019","QS610EW0020","QS610EW0021","QS610EW0022","QS610EW0023","QS610EW0024","QS610EW0025","QS610EW0026","QS610EW0027","QS610EW0028","QS610EW0029","QS610EW0030","QS610EW0031","QS610EW0032","QS610EW0033","QS610EW0034","QS610EW0035","QS610EW0036","QS610EW0037","QS610EW0038","QS610EW0039","QS610EW0040","QS610EW0041","QS610EW0042","QS610EW0043","QS610EW0044","QS610EW0045","QS610EW0046","QS610EW0047","QS610EW0048","QS610EW0049","QS610EW0050","QS610EW0051","QS610EW0052","QS610EW0053","QS610EW0054","QS610EW0055"
"E00033015",204,28,0,0,0,28,26,1,1,0,16,13,13,0,0,0,2,1,11,11,0,0,0,5,0,0,0,5,5,0,13,7,6,6,0,8,5,2,0,1,0,0,0,10,2,0,4,4,0,6,6,0,107,107,0
"E00033016",436,48,7,0,7,41,36,5,0,0,37,35,27,0,6,2,1,1,17,14,2,1,0,15,4,4,0,11,11,0,17,15,2,2,0,17,1,12,0,0,0,4,0,15,6,0,0,9,0,35,24,11,235,235,0
"E00033018",137,13,0,0,0,13,10,3,0,0,28,18,17,0,1,0,10,0,8,4,3,0,1,1,0,0,0,1,1,0,4,2,2,2,0,16,8,6,0,0,0,0,2,0,0,0,0,0,0,1,1,0,66,66,0
"E00033019",328,23,1,0,1,22,16,5,1,0,58,46,36,0,10,0,11,1,15,4,5,6,0,10,1,1,0,9,9,0,16,10,6,6,0,51,15,23,0,1,0,4,8,12,2,0,2,8,0,36,20,16,107,107,0
"E00033020",227,32,3,0,3,29,19,7,3,0,41,32,29,2,1,0,4,5,18,10,4,4,0,9,4,4,0,5,5,0,9,3,6,6,0,24,4,12,1,1,0,0,6,11,5,0,2,3,1,9,4,5,74,74,0
"E00033021",228,28,1,0,1,27,23,3,0,1,32,26,23,2,1,0,6,0,18,12,3,3,0,11,7,7,0,4,4,0,41,17,24,24,0,29,13,14,0,1,0,0,1,43,8,13,5,17,0,20,19,1,6,6,0
"E00033023",246,28,2,0,2,26,14,7,5,0,74,49,34,0,15,0,20,5,9,7,0,2,0,13,4,4,0,9,9,0,8,5,3,3,0,6,2,4,0,0,0,0,0,15,1,0,6,8,0,6,2,4,87,87,0
"E00033024",143,7,0,0,0,7,7,0,0,0,26,15,15,0,0,0,4,7,12,10,1,1,0,11,1,1,0,10,10,0,14,6,8,8,0,19,11,3,0,4,0,1,0,19,1,1,3,14,0,34,30,4,1,1,0
"E00033025",221,23,4,0,4,19,13,3,3,0,105,78,65,4,7,2,22,5,26,21,5,0,0,18,4,4,0,14,14,0,9,9,0,0,0,21,1,12,2,4,0,1,1,7,0,0,4,3,0,3,3,0,9,9,0
"E00033026",173,42,2,0,2,40,29,7,1,3,69,54,39,8,7,0,0,15,16,15,1,0,0,21,0,0,0,21,21,0,7,4,3,0,3,10,0,0,0,6,0,0,4,5,0,0,4,1,0,1,0,1,2,2,0
"E00033027",299,74,4,0,4,70,51,11,8,0,95,77,63,7,7,0,15,3,35,18,10,7,0,18,8,8,0,10,10,0,5,2,3,1,2,17,5,7,3,0,0,0,2,13,5,0,3,5,0,5,0,5,37,37,0
"E00033029",195,34,9,0,9,25,25,0,0,0,75,42,42,0,0,0,21,12,18,13,5,0,0,13,0,0,0,13,13,0,11,5,6,2,4,12,7,3,1,1,0,0,0,19,6,0,8,5,0,4,0,4,9,9,0
"E00033030",178,51,15,0,15,36,28,0,8,0,57,42,26,0,10,6,15,0,13,13,0,0,0,28,13,13,0,15,15,0,8,8,0,0,0,6,0,4,0,0,0,0,2,7,3,0,4,0,0,4,3,1,4,4,0
"E00033031",265,49,3,0,3,46,33,9,1,3,91,72,60,9,3,0,12,7,26,18,8,0,0,21,5,5,0,16,13,3,25,21,4,4,0,34,4,15,0,11,0,0,4,6,3,0,2,1,0,0,0,0,13,13,0
"E00033032",320,84,9,0,9,75,53,11,11,0,107,85,65,8,12,0,17,5,22,15,6,1,0,12,1,1,0,11,9,2,11,8,3,3,0,22,8,9,2,0,0,1,2,9,5,0,4,0,0,24,12,12,29,29,0
"E00033033",279,74,3,0,3,71,63,6,1,1,80,69,59,3,7,0,5,6,36,21,9,5,1,22,7,7,0,15,15,0,15,7,8,8,0,11,3,7,0,0,0,0,1,9,0,0,1,8,0,21,7,14,11,11,0
"E00033034",304,76,8,0,8,68,46,16,6,0,134,123,101,9,13,0,9,2,19,14,3,2,0,18,8,8,0,10,10,0,12,8,4,4,0,21,4,8,2,1,0,6,0,3,0,0,2,1,0,15,8,7,6,6,0
"E00033035",275,76,2,0,2,74,50,15,6,3,70,58,55,0,3,0,11,1,35,23,3,9,0,23,4,4,0,19,19,0,17,12,5,5,0,22,6,7,1,2,0,6,0,20,13,1,5,1,0,10,5,5,2,2,0
"E00033036",179,36,3,0,3,33,22,9,2,0,66,49,38,7,4,0,11,6,27,13,12,2,0,11,2,2,0,9,9,0,8,6,2,2,0,16,3,8,2,2,0,0,1,2,1,0,1,0,0,9,6,3,4,4,0
"E00033037",188,66,17,0,17,49,33,3,13,0,58,37,36,0,1,0,12,9,14,7,4,3,0,20,5,5,0,15,15,0,7,7,0,0,0,7,1,4,0,0,0,0,2,9,1,6,2,0,0,5,5,0,2,2,0
"E00033038",163,45,1,0,1,44,38,4,2,0,54,47,30,5,12,0,3,4,17,13,4,0,0,5,2,2,0,3,3,0,3,1,2,2,0,9,5,4,0,0,0,0,0,5,0,0,2,3,0,14,12,2,11,11,0
"E00033040",225,36,4,0,4,32,25,5,2,0,71,47,42,4,1,0,17,7,17,11,6,0,0,29,3,3,0,26,26,0,1,1,0,0,0,32,13,12,1,6,0,0,0,7,3,0,1,3,0,14,4,10,18,18,0
"E00033041",208,36,4,0,4,32,26,6,0,0,76,45,34,0,11,0,25,6,18,8,7,3,0,27,5,5,0,22,22,0,19,0,19,16,3,14,0,9,5,0,0,0,0,11,0,1,5,5,0,1,0,1,6,6,0
"E00033042",181,42,13,0,13,29,3,25,1,0,55,36,31,0,5,0,19,0,24,15,5,4,0,16,5,5,0,11,11,0,15,15,0,0,0,4,0,4,0,0,0,0,0,14,0,0,9,5,0,6,0,6,5,5,0
"E00033043",207,49,18,0,18,31,17,8,6,0,76,36,27,6,0,3,29,11,26,18,8,0,0,19,2,2,0,17,17,0,9,9,0,0,0,9,7,2,0,0,0,0,0,4,0,0,0,4,0,8,0,8,7,7,0
"E00033044",181,40,4,0,4,36,28,5,3,0,64,53,48,0,2,3,1,10,27,16,11,0,0,24,21,21,0,3,3,0,0,0,0,0,0,7,0,4,0,3,0,0,0,12,0,0,4,8,0,2,0,2,5,5,0
"E00033045",140,4,0,0,0,4,4,0,0,0,22,14,9,5,0,0,6,2,21,13,2,6,0,13,9,9,0,4,4,0,7,5,2,2,0,37,3,25,6,1,0,2,0,22,3,2,7,10,0,12,6,6,2,2,0
"E00033046",73,18,6,0,6,12,6,1,5,0,18,12,5,6,1,0,6,0,7,3,0,4,0,9,0,0,0,9,9,0,5,2,3,3,0,7,1,1,3,0,0,2,0,1,0,0,0,1,0,2,1,1,6,6,0
"E00033047",221,59,10,0,10,49,26,15,8,0,81,59,36,9,5,9,10,12,18,12,0,6,0,14,6,6,0,8,8,0,9,0,9,4,5,17,0,9,0,0,0,0,8,15,3,3,0,9,0,8,8,0,0,0,0
"E00033048",184,36,15,0,15,21,8,10,3,0,51,33,22,6,5,0,15,3,35,25,5,0,5,25,10,10,0,15,15,0,3,3,0,0,0,18,2,7,4,5,0,0,0,11,7,2,2,0,0,0,0,0,5,5,0
"E00033049",350,60,10,0,10,50,37,12,1,0,107,78,58,10,10,0,19,10,42,23,14,4,1,22,3,3,0,19,19,0,34,24,10,7,3,53,7,24,9,0,0,3,10,17,0,4,6,7,0,4,1,3,11,10,1
"E00033050",187,41,16,0,16,25,20,5,0,0,61,45,35,7,3,0,5,11,31,24,7,0,0,8,4,4,0,4,4,0,16,6,10,10,0,16,0,2,4,4,0,2,4,10,4,0,6,0,0,0,0,0,4,4,0
"E00033051",272,78,13,0,13,65,43,15,7,0,83,60,41,10,9,0,21,2,21,7,10,4,0,17,12,12,0,5,5,0,17,11,6,6,0,23,4,12,2,0,0,2,3,11,0,0,7,4,0,11,8,3,11,11,0
"E00033052",333,41,0,0,0,41,21,14,6,0,94,42,34,2,3,3,21,31,47,33,8,6,0,26,8,8,0,18,18,0,18,17,1,1,0,12,4,3,3,2,0,0,0,30,4,6,5,15,0,4,0,4,61,61,0
"E00033053",256,29,4,0,4,25,23,2,0,0,90,67,53,4,10,0,13,10,33,11,22,0,0,26,6,6,0,20,20,0,25,15,10,10,0,20,1,10,0,0,0,1,8,12,6,0,3,3,0,2,0,2,19,19,0
"E00033054",124,17,2,0,2,15,15,0,0,0,34,25,23,0,2,0,7,2,10,9,1,0,0,2,0,0,0,2,2,0,18,12,6,5,1,15,4,4,0,1,0,3,3,14,3,4,4,3,0,8,6,2,6,6,0
"E00033055",224,58,7,0,7,51,27,0,24,0,85,78,49,20,9,0,7,0,30,22,6,2,0,7,3,3,0,4,4,0,12,6,6,1,5,11,3,5,1,0,0,0,2,7,0,1,0,6,0,9,9,0,5,5,0
"E00033056",228,64,18,0,18,46,35,8,3,0,65,50,37,7,2,4,12,3,23,15,8,0,0,30,9,9,0,21,21,0,14,10,4,4,0,20,1,12,0,4,0,0,3,4,0,0,4,0,0,0,0,0,8,8,0
"E00033057",242,41,8,0,8,33,27,6,0,0,73,56,48,4,4,0,7,10,36,18,12,6,0,22,0,0,0,22,19,3,9,6,3,3,0,25,4,11,4,6,0,0,0,28,0,0,11,17,0,0,0,0,8,8,0
"E00033059",212,44,10,0,10,34,16,12,1,5,47,27,16,1,10,0,11,9,30,16,9,0,5,26,12,12,0,14,14,0,9,8,1,1,0,40,8,23,0,4,0,3,2,7,0,0,3,4,0,9,6,3,0,0,0
"E00033060",122,29,4,0,4,25,9,10,6,0,32,28,16,7,5,0,0,4,9,4,2,3,0,8,3,3,0,5,5,0,19,11,8,8,0,18,5,11,0,0,0,2,0,3,3,0,0,0,0,4,2,2,0,0,0
"E00033061",188,38,9,0,9,29,18,3,8,0,77,59,46,9,4,0,15,3,22,11,11,0,0,27,11,11,0,16,16,0,11,0,11,11,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,3,1,2,7,7,0
"E00033062",199,54,15,0,15,39,19,20,0,0,68,43,37,2,4,0,22,3,21,15,4,2,0,19,5,5,0,14,14,0,13,0,13,13,0,12,0,6,4,2,0,0,0,8,4,0,4,0,0,4,0,4,0,0,0
"E00033063",205,66,14,0,14,52,37,8,7,0,73,53,43,5,3,2,11,9,10,5,1,4,0,26,10,10,0,16,16,0,11,9,2,2,0,2,0,2,0,0,0,0,0,14,0,0,9,5,0,0,0,0,3,3,0
"E00033064",199,50,3,0,3,47,32,13,2,0,72,50,46,3,1,0,5,17,28,19,9,0,0,20,7,7,0,13,13,0,5,2,3,3,0,16,2,8,4,1,0,0,1,5,0,0,0,5,0,3,0,3,0,0,0
"E00033065",248,77,19,0,19,58,27,22,9,0,124,89,67,8,8,6,27,8,11,5,1,0,5,4,0,0,0,4,4,0,8,4,4,4,0,8,4,0,0,0,0,4,0,7,0,0,3,4,0,3,3,0,6,6,0
"E00033066",217,57,3,0,3,54,34,7,13,0,80,59,41,2,14,2,15,6,26,15,4,7,0,14,5,5,0,9,9,0,5,4,1,1,0,15,4,2,4,2,0,0,3,7,0,0,1,6,0,6,2,4,7,7,0
"E00033067",250,78,16,0,16,62,48,11,2,1,75,62,45,4,13,0,4,9,10,9,1,0,0,20,0,0,0,20,20,0,14,10,4,4,0,19,1,18,0,0,0,0,0,16,0,0,6,10,0,11,6,5,7,7,0
"E00033068",316,87,10,0,10,77,60,12,5,0,105,93,77,4,12,0,5,7,25,20,0,5,0,15,6,6,0,9,8,1,19,12,7,7,0,15,1,12,0,0,0,2,0,6,3,0,0,3,0,13,4,9,31,31,0
"E00033069",227,46,3,0,3,43,31,8,2,2,54,47,35,6,6,0,6,1,32,19,10,3,0,28,4,4,0,24,24,0,13,5,8,8,0,26,9,7,0,7,0,2,1,8,2,0,1,5,0,18,10,8,2,2,0
"E00033070",240,35,6,0,6,29,24,0,4,1,54,48,36,6,6,0,2,4,30,21,8,1,0,17,5,5,0,12,12,0,8,5,3,1,2,18,6,8,1,1,0,2,0,23,0,5,5,13,0,41,33,8,14,14,0
"E00033071",243,83,6,0,6,77,49,14,5,9,72,57,42,2,13,0,9,6,10,6,4,0,0,17,6,6,0,11,11,0,15,8,7,7,0,14,6,8,0,0,0,0,0,14,1,0,5,8,0,7,2,5,11,11,0
"E00033072",267,57,5,0,5,52,47,5,0,0,74,61,47,8,6,0,8,5,18,14,2,1,1,15,6,6,0,9,8,1,6,3,3,3,0,22,5,12,0,0,0,2,3,19,3,7,1,6,2,23,16,7,33,33,0
"E00033073",217,29,5,0,5,24,12,10,0,2,70,62,51,3,8,0,5,3,40,25,12,3,0,16,6,6,0,10,10,0,15,12,3,3,0,21,3,14,2,0,0,1,1,9,2,0,2,5,0,13,9,4,4,4,0
"E00033074",270,48,8,0,8,40,33,7,0,0,59,44,30,3,11,0,6,9,30,11,16,3,0,13,6,6,0,7,7,0,20,7,13,8,5,40,3,32,3,0,0,2,0,21,7,0,3,11,0,35,24,11,4,4,0
"E00033075",181,15,1,0,1,14,7,4,3,0,34,29,20,3,6,0,2,3,16,13,1,2,0,14,1,1,0,13,13,0,14,6,8,8,0,33,6,20,0,6,0,1,0,17,6,3,2,6,0,34,22,12,4,4,0
"E00033076",223,75,1,0,1,74,40,16,18,0,56,29,16,3,8,2,19,8,21,20,1,0,0,23,14,14,0,9,8,1,10,6,4,4,0,16,4,5,0,5,0,0,2,5,0,2,0,3,0,14,9,5,3,3,0
"E00033077",247,58,3,0,3,55,26,15,11,3,86,74,63,0,10,1,9,3,18,7,6,5,0,14,3,3,0,11,11,0,17,11,6,6,0,16,5,6,0,3,0,2,0,6,1,1,3,1,0,19,16,3,13,13,0
"E00033078",225,37,6,0,6,31,27,0,3,1,69,50,38,7,2,3,10,9,16,9,7,0,0,17,6,6,0,11,11,0,14,4,10,2,8,24,4,12,3,5,0,0,0,15,0,1,12,1,1,21,13,8,12,12,0
"E00033079",200,39,5,0,5,34,27,5,2,0,78,41,40,0,1,0,23,14,14,11,1,1,1,10,3,3,0,7,7,0,9,3,6,6,0,17,11,5,0,0,0,0,1,12,4,0,1,7,0,11,6,5,10,10,0
"E00033080",147,8,0,0,0,8,2,6,0,0,30,20,20,0,0,0,7,3,18,15,1,2,0,15,3,3,0,12,12,0,7,2,5,3,2,10,1,9,0,0,0,0,0,24,5,0,2,17,0,32,18,14,3,3,0
"E00033081",187,21,0,0,0,21,19,0,1,1,65,47,41,4,0,2,14,4,27,19,5,3,0,15,8,8,0,7,6,1,17,7,10,8,2,16,4,7,0,2,0,3,0,19,1,3,11,4,0,5,1,4,2,2,0
"E00033082",241,86,5,0,5,81,42,13,26,0,71,38,27,9,1,1,23,10,12,12,0,0,0,37,9,9,0,28,28,0,12,7,5,5,0,13,0,7,0,0,0,6,0,5,0,0,5,0,0,5,5,0,0,0,0
"E00033083",285,81,16,3,13,65,27,9,27,2,98,57,40,0,9,8,33,8,15,14,1,0,0,56,41,41,0,15,15,0,10,7,3,3,0,16,7,2,0,2,0,5,0,7,0,0,6,1,0,1,1,0,1,1,0
"E00033084",242,42,7,0,7,35,16,7,8,4,51,34,30,4,0,0,15,2,25,15,3,6,1,28,11,11,0,17,14,3,23,17,6,6,0,29,5,10,1,6,0,4,3,17,1,2,8,3,3,24,7,17,3,3,0
"E00033085",261,35,8,0,8,27,21,2,4,0,71,53,42,6,5,0,14,4,43,30,7,2,4,20,9,9,0,11,11,0,37,24,13,12,1,35,10,20,4,0,0,1,0,6,0,0,2,4,0,14,9,5,0,0,0
"E00033086",140,21,8,0,8,13,5,8,0,0,57,38,38,0,0,0,12,7,35,17,10,1,7,4,3,3,0,1,1,0,8,4,4,0,4,10,2,2,4,0,0,2,0,5,0,0,2,3,0,0,0,0,0,0,0
"E00033087",361,80,10,0,10,70,51,13,3,3,106,71,57,11,3,0,28,7,20,14,6,0,0,56,28,28,0,28,28,0,24,1,23,23,0,28,2,7,7,0,0,8,4,30,1,7,13,9,0,13,10,3,4,4,0
"E00033088",175,17,4,0,4,13,2,7,2,2,29,14,11,3,0,0,8,7,22,16,3,3,0,14,2,2,0,12,12,0,14,5,9,9,0,43,16,19,0,8,0,0,0,28,2,0,17,9,0,4,2,2,4,4,0
"E00033089",259,21,9,0,9,12,5,7,0,0,63,34,21,7,6,0,21,8,31,17,10,4,0,21,5,5,0,16,16,0,24,13,11,10,1,55,9,31,7,1,0,2,5,31,11,0,3,17,0,13,9,4,0,0,0
"E00033090",304,11,0,0,0,11,11,0,0,0,57,44,34,10,0,0,11,2,34,24,5,5,0,26,3,3,0,23,23,0,30,15,15,12,3,72,17,32,0,11,0,3,9,53,0,1,23,29,0,16,14,2,5,5,0
"E00033091",243,23,11,0,11,12,10,2,0,0,75,51,46,0,3,2,21,3,65,34,20,4,7,13,10,10,0,3,3,0,38,23,15,13,2,21,10,10,0,1,0,0,0,8,3,0,0,5,0,0,0,0,0,0,0
"E00033092",229,33,15,0,15,18,11,3,4,0,78,42,29,4,5,4,26,10,21,12,9,0,0,9,0,0,0,9,9,0,32,4,28,17,11,29,7,7,11,4,0,0,0,20,7,0,6,7,0,2,0,2,5,5,0
"E00033093",304,44,5,0,5,39,26,13,0,0,60,37,36,1,0,0,13,10,33,15,15,3,0,30,10,10,0,20,20,0,52,35,17,12,5,45,9,26,6,4,0,0,0,39,0,4,24,11,0,1,1,0,0,0,0
"E00033094",238,27,14,0,14,13,8,3,0,2,34,18,15,0,0,3,5,11,29,13,12,0,4,27,3,3,0,24,24,0,36,14,22,15,7,38,13,9,4,4,0,3,5,42,4,3,17,18,0,4,4,0,1,1,0
"E00033095",346,125,21,0,21,104,61,13,23,7,85,59,43,9,7,0,12,14,50,36,5,6,3,40,18,18,0,22,22,0,2,0,2,0,2,17,4,6,0,3,0,2,2,15,4,0,11,0,0,2,2,0,10,10,0
"E00033096",160,52,4,0,4,48,26,0,22,0,37,15,14,0,0,1,19,3,6,3,3,0,0,40,21,21,0,19,19,0,10,4,6,4,2,8,2,0,0,6,0,0,0,2,0,0,2,0,0,5,0,5,0,0,0
"E00033097",213,7,0,0,0,7,7,0,0,0,39,28,27,0,1,0,10,1,30,18,5,3,4,6,0,0,0,6,6,0,6,6,0,0,0,79,8,47,8,6,0,6,4,20,2,0,5,13,0,22,9,13,4,4,0
"E00033098",189,34,18,0,18,16,5,11,0,0,47,22,16,0,4,2,19,6,21,13,8,0,0,26,19,19,0,7,7,0,20,4,16,16,0,18,0,6,0,10,0,0,2,12,0,1,9,2,0,6,3,3,5,5,0
"E00033099",77,14,2,0,2,12,4,7,1,0,28,11,2,4,5,0,7,10,7,3,4,0,0,11,6,6,0,5,5,0,0,0,0,0,0,9,0,4,0,3,0,2,0,8,0,0,6,2,0,0,0,0,0,0,0
"E00033100",220,8,0,0,0,8,8,0,0,0,28,19,15,4,0,0,6,3,37,11,18,7,1,26,7,7,0,19,19,0,8,7,1,1,0,34,7,22,5,0,0,0,0,68,7,1,21,39,0,11,7,4,0,0,0
"E00033101",142,38,5,0,5,33,25,4,4,0,29,26,18,4,4,0,0,3,7,1,4,0,2,13,7,7,0,6,6,0,25,12,13,13,0,23,1,11,0,8,0,3,0,3,0,0,2,1,0,1,0,1,3,3,0
"E00033102",374,44,11,0,11,33,11,19,3,0,76,38,38,0,0,0,29,9,68,47,16,1,4,55,15,15,0,40,40,0,18,15,3,3,0,49,19,19,1,7,0,1,2,45,4,1,17,23,0,14,1,13,5,5,0
"E00033103",231,8,1,0,1,7,2,1,4,0,44,33,23,2,8,0,11,0,31,14,13,4,0,12,2,2,0,10,10,0,22,13,9,5,4,52,21,20,6,5,0,0,0,38,7,0,17,14,0,22,11,11,2,2,0
"E00033104",215,20,2,0,2,18,6,6,6,0,39,19,14,2,3,0,15,5,24,7,6,7,4,20,6,6,0,14,14,0,9,5,4,3,1,48,32,6,10,0,0,0,0,48,4,0,27,17,0,4,1,3,3,3,0
"E00033105",213,23,15,0,15,8,5,2,1,0,83,47,32,3,12,0,23,13,30,16,14,0,0,32,7,7,0,25,25,0,25,13,12,4,8,15,6,5,0,0,0,0,4,1,0,0,0,1,0,4,0,4,0,0,0
"E00033106",213,21,6,0,6,15,9,4,0,2,36,13,9,4,0,0,8,15,31,13,15,3,0,21,4,4,0,17,17,0,32,13,19,14,5,36,11,18,0,7,0,0,0,36,3,10,10,13,0,0,0,0,0,0,0
"E00033107",316,71,9,0,9,62,44,4,9,5,53,27,17,6,2,2,21,5,29,15,8,4,2,83,31,31,0,52,50,2,23,6,17,14,3,37,5,16,5,6,0,5,0,16,2,0,7,7,0,4,2,2,0,0,0
"E00033108",263,18,3,0,3,15,15,0,0,0,43,29,24,5,0,0,7,7,29,15,7,4,3,32,0,0,0,32,32,0,37,15,22,10,12,45,5,19,4,7,0,10,0,35,4,3,24,3,1,24,20,4,0,0,0
"E00033109",244,23,8,0,8,15,10,5,0,0,87,46,44,2,0,0,33,8,22,5,17,0,0,15,0,0,0,15,15,0,31,9,22,15,7,23,6,10,0,5,0,2,0,36,3,2,17,14,0,7,5,2,0,0,0
