"GeographyCode","QS608EW0001","QS608EW0002","QS608EW0003","QS608EW0004","QS608EW0005","QS608EW0006","QS608EW0007","QS608EW0008","QS608EW0009","QS608EW0010","QS608EW0011","QS608EW0012","QS608EW0013","QS608EW0014","QS608EW0015","QS608EW0016","QS608EW0017","QS608EW0018","QS608EW0019","QS608EW0020","QS608EW0021","QS608EW0022","QS608EW0023","QS608EW0024","QS608EW0025","QS608EW0026","QS608EW0027","QS608EW0028","QS608EW0029","QS608EW0030","QS608EW0031","QS608EW0032","QS608EW0033","QS608EW0034","QS608EW0035","QS608EW0036","QS608EW0037","QS608EW0038","QS608EW0039","QS608EW0040","QS608EW0041","QS608EW0042","QS608EW0043","QS608EW0044","QS608EW0045","QS608EW0046","QS608EW0047","QS608EW0048","QS608EW0049","QS608EW0050","QS608EW0051","QS608EW0052","QS608EW0053","QS608EW0054","QS608EW0055"
"E00032997",187,6,0,0,0,6,6,0,0,0,28,20,20,0,0,0,6,2,11,11,0,0,0,11,3,3,0,8,8,0,22,14,8,6,2,44,14,18,0,9,0,0,3,30,8,0,7,15,0,24,21,3,11,11,0
"E00032998",299,31,12,0,12,19,9,2,8,0,52,29,18,1,7,3,13,10,36,17,12,3,4,18,8,8,0,10,10,0,26,14,12,12,0,42,7,27,3,4,0,1,0,42,15,0,12,15,0,36,27,9,16,16,0
"E00032999",350,36,3,0,3,33,30,3,0,0,79,58,44,1,11,2,11,10,31,23,4,4,0,15,5,3,2,10,10,0,17,11,6,6,0,39,19,16,0,0,0,0,4,40,15,1,5,19,0,39,24,15,54,54,0
"E00033000",113,10,4,0,4,6,3,3,0,0,13,7,7,0,0,0,3,3,4,4,0,0,0,2,2,2,0,0,0,0,5,4,1,1,0,31,6,17,0,7,0,0,1,23,6,6,0,11,0,21,15,6,4,4,0
"E00033002",207,20,0,0,0,20,13,5,2,0,37,31,28,0,0,3,4,2,25,20,4,1,0,10,1,1,0,9,9,0,27,4,23,15,8,28,2,25,0,0,0,1,0,28,11,1,9,7,0,24,10,14,8,8,0
"E00033004",233,55,11,0,11,44,31,2,11,0,62,41,35,1,4,1,16,5,30,18,6,2,4,26,5,5,0,21,21,0,15,8,7,4,3,24,4,10,3,4,0,3,0,4,0,0,0,4,0,5,2,3,12,12,0
"E00033005",276,6,0,0,0,6,4,2,0,0,40,23,21,0,2,0,14,3,25,15,3,6,1,3,0,0,0,3,3,0,24,20,4,4,0,84,20,37,13,12,0,2,0,42,4,12,16,10,0,43,29,14,9,9,0
"E00033006",221,11,2,0,2,9,3,6,0,0,29,11,11,0,0,0,14,4,32,19,8,0,5,14,0,0,0,14,14,0,12,7,5,3,2,46,4,26,3,5,0,0,8,46,6,0,7,31,2,29,24,5,2,2,0
"E00033007",260,12,3,0,3,9,9,0,0,0,17,6,4,2,0,0,9,2,13,6,5,2,0,22,8,8,0,14,14,0,30,18,12,9,3,64,13,43,0,4,0,0,4,42,5,3,3,31,0,58,50,8,2,2,0
"E00033008",317,14,7,0,7,7,5,0,2,0,18,15,11,4,0,0,3,0,18,10,4,2,2,7,1,1,0,6,6,0,26,15,11,11,0,78,17,44,5,6,0,3,3,58,11,13,10,24,0,96,75,21,2,2,0
"E00033012",129,39,6,0,6,33,15,7,9,2,40,22,14,1,3,4,17,1,6,5,1,0,0,13,6,6,0,7,7,0,3,3,0,0,0,8,3,3,0,2,0,0,0,7,2,0,3,2,0,3,2,1,10,10,0
"E00033013",187,36,2,0,2,34,30,4,0,0,41,33,31,1,1,0,8,0,14,7,2,5,0,9,3,3,0,6,6,0,7,6,1,1,0,27,2,17,0,8,0,0,0,20,13,0,0,7,0,4,4,0,29,29,0
"E00033015",204,28,0,0,0,28,26,1,1,0,16,13,13,0,0,0,2,1,11,11,0,0,0,5,0,0,0,5,5,0,13,7,6,6,0,8,5,2,0,1,0,0,0,10,2,0,4,4,0,6,6,0,107,107,0
"E00033016",439,49,7,0,7,42,37,5,0,0,37,35,27,0,6,2,1,1,17,14,2,1,0,17,4,4,0,13,13,0,17,15,2,2,0,17,1,12,0,0,0,4,0,15,6,0,0,9,0,35,24,11,235,235,0
"E00033018",137,13,0,0,0,13,10,3,0,0,28,18,17,0,1,0,10,0,8,4,3,0,1,1,0,0,0,1,1,0,4,2,2,2,0,16,8,6,0,0,0,0,2,0,0,0,0,0,0,1,1,0,66,66,0
"E00033019",330,23,1,0,1,22,16,5,1,0,58,46,36,0,10,0,11,1,15,4,5,6,0,10,1,1,0,9,9,0,17,11,6,6,0,51,15,24,0,1,0,4,7,12,2,0,2,8,0,37,21,16,107,107,0
"E00033020",226,32,3,0,3,29,19,7,3,0,41,32,29,2,1,0,4,5,18,10,4,4,0,9,4,4,0,5,5,0,9,3,6,6,0,23,4,11,1,1,0,0,6,11,5,0,2,3,1,9,4,5,74,74,0
"E00033021",228,28,1,0,1,27,23,3,0,1,32,26,23,2,1,0,6,0,19,13,3,3,0,11,7,7,0,4,4,0,40,16,24,24,0,28,13,13,0,1,0,0,1,44,8,13,6,17,0,20,19,1,6,6,0
"E00033023",246,28,2,0,2,26,14,7,5,0,73,49,34,0,15,0,19,5,9,7,0,2,0,13,4,4,0,9,9,0,8,5,3,3,0,7,2,4,0,1,0,0,0,15,1,0,6,8,0,6,2,4,87,87,0
"E00033024",149,10,0,0,0,10,10,0,0,0,27,17,17,0,0,0,4,6,12,10,1,1,0,11,1,1,0,10,10,0,14,6,8,8,0,19,11,3,0,4,0,1,0,20,1,2,3,14,0,35,31,4,1,1,0
"E00033025",227,23,4,0,4,19,13,3,3,0,106,78,65,4,7,2,23,5,28,23,5,0,0,18,4,4,0,14,14,0,10,10,0,0,0,23,1,12,4,4,0,1,1,7,0,0,4,3,0,3,3,0,9,9,0
"E00033026",175,42,2,0,2,40,29,7,1,3,67,50,36,7,7,0,2,15,17,15,1,0,1,21,0,0,0,21,21,0,6,3,3,0,3,13,2,0,0,6,0,1,4,6,0,0,5,1,0,1,0,1,2,2,0
"E00033027",309,74,4,0,4,70,51,11,8,0,95,77,63,7,7,0,15,3,33,16,10,7,0,22,12,12,0,10,10,0,6,3,3,1,2,23,11,7,3,0,0,0,2,14,5,0,4,5,0,5,0,5,37,37,0
"E00033029",207,34,9,0,9,25,25,0,0,0,75,42,42,0,0,0,21,12,19,13,5,1,0,14,0,0,0,14,14,0,17,9,8,4,4,14,7,5,1,1,0,0,0,21,7,0,9,5,0,4,0,4,9,9,0
"E00033030",181,51,15,0,15,36,28,0,8,0,57,42,26,0,10,6,15,0,13,13,0,0,0,33,13,13,0,20,20,0,8,8,0,0,0,5,0,3,0,0,0,0,2,8,3,0,4,1,0,3,2,1,3,3,0
"E00033031",271,50,3,0,3,47,33,10,1,3,89,71,60,8,3,0,12,6,26,18,8,0,0,24,8,8,0,16,13,3,25,21,4,4,0,36,4,17,0,11,0,0,4,8,3,0,4,1,0,0,0,0,13,13,0
"E00033032",320,84,9,0,9,75,53,11,11,0,107,85,65,8,12,0,17,5,22,15,6,1,0,12,1,1,0,11,9,2,11,8,3,3,0,21,8,9,2,0,0,1,1,10,5,0,4,1,0,24,12,12,29,29,0
"E00033033",279,74,3,0,3,71,63,6,1,1,80,69,59,3,7,0,5,6,36,21,9,5,1,22,7,7,0,15,15,0,15,7,8,8,0,11,3,7,0,0,0,0,1,9,0,0,1,8,0,21,7,14,11,11,0
"E00033034",303,76,8,0,8,68,46,16,6,0,134,123,101,9,13,0,9,2,18,13,3,2,0,18,8,8,0,10,10,0,12,8,4,4,0,21,4,8,2,1,0,6,0,3,0,0,2,1,0,15,8,7,6,6,0
"E00033035",284,77,2,0,2,75,51,15,6,3,66,56,53,0,3,0,9,1,37,25,3,9,0,23,4,4,0,19,19,0,17,12,5,5,0,24,7,8,1,2,0,6,0,28,13,1,7,7,0,10,5,5,2,2,0
"E00033036",181,36,3,0,3,33,22,9,2,0,66,49,38,7,4,0,11,6,26,13,11,2,0,11,2,2,0,9,9,0,8,6,2,2,0,19,3,10,2,3,0,0,1,2,1,0,1,0,0,9,6,3,4,4,0
"E00033037",196,69,17,0,17,52,32,3,16,1,60,38,37,0,1,0,14,8,15,7,4,3,1,20,5,5,0,15,15,0,9,7,2,2,0,7,1,4,0,0,0,0,2,9,1,6,2,0,0,5,5,0,2,2,0
"E00033038",163,45,1,0,1,44,38,4,2,0,54,47,30,5,12,0,3,4,17,13,4,0,0,5,2,2,0,3,3,0,3,1,2,2,0,9,5,4,0,0,0,0,0,5,0,0,2,3,0,14,12,2,11,11,0
"E00033040",234,36,4,0,4,32,25,5,2,0,72,48,43,4,1,0,17,7,16,10,6,0,0,28,3,3,0,25,25,0,3,1,2,0,2,29,10,12,1,5,0,1,0,7,3,0,1,3,0,25,15,10,18,18,0
"E00033041",215,36,4,0,4,32,26,6,0,0,78,47,36,0,11,0,25,6,19,9,7,3,0,27,5,5,0,22,22,0,21,2,19,16,3,16,1,9,6,0,0,0,0,11,0,1,5,5,0,1,0,1,6,6,0
"E00033042",190,41,12,0,12,29,3,25,1,0,60,40,33,2,5,0,20,0,22,13,5,4,0,16,5,5,0,11,11,0,17,15,2,2,0,7,0,4,1,2,0,0,0,16,0,0,8,7,1,6,0,6,5,5,0
"E00033043",213,49,18,0,18,31,17,8,6,0,75,36,27,6,0,3,27,12,26,18,8,0,0,25,2,2,0,23,23,0,8,8,0,0,0,10,7,3,0,0,0,0,0,6,0,0,1,5,0,7,1,6,7,7,0
"E00033044",189,40,4,0,4,36,27,5,4,0,68,54,49,0,2,3,3,11,27,16,11,0,0,23,20,20,0,3,3,0,0,0,0,0,0,7,0,4,0,3,0,0,0,16,0,1,7,8,0,3,1,2,5,5,0
"E00033045",146,4,0,0,0,4,4,0,0,0,22,14,9,5,0,0,6,2,19,12,1,6,0,13,9,9,0,4,4,0,7,5,2,2,0,40,5,25,6,2,0,2,0,25,3,2,7,13,0,14,8,6,2,2,0
"E00033046",74,17,6,0,6,11,6,1,4,0,18,12,5,6,1,0,6,0,7,3,0,4,0,10,0,0,0,10,10,0,5,2,3,3,0,7,1,1,3,0,0,2,0,2,0,0,1,1,0,2,1,1,6,6,0
"E00033047",227,61,10,0,10,51,28,15,8,0,82,60,39,9,5,7,10,12,20,14,0,6,0,15,7,7,0,8,8,0,8,0,8,3,5,17,0,9,0,0,0,0,8,16,3,3,0,10,0,8,8,0,0,0,0
"E00033048",197,38,16,0,16,22,9,10,3,0,52,32,22,6,4,0,15,5,37,27,5,0,5,28,10,10,0,18,18,0,3,3,0,0,0,18,2,7,4,5,0,0,0,16,8,2,5,1,0,0,0,0,5,5,0
"E00033049",350,59,10,0,10,49,37,11,1,0,106,77,57,10,10,0,19,10,42,23,14,4,1,22,3,3,0,19,19,0,35,24,11,8,3,54,7,23,9,3,0,3,9,17,0,4,6,7,0,4,1,3,11,10,1
"E00033050",193,41,16,0,16,25,20,5,0,0,62,46,36,7,3,0,5,11,31,24,7,0,0,8,4,4,0,4,4,0,17,7,10,10,0,18,1,3,4,4,0,2,4,11,4,0,6,1,0,1,1,0,4,4,0
"E00033051",277,76,13,0,13,63,41,15,7,0,82,59,40,10,9,0,21,2,20,6,10,4,0,24,11,11,0,13,13,0,18,12,6,6,0,24,4,12,2,0,0,3,3,11,0,0,7,4,0,11,8,3,11,11,0
"E00033052",340,43,2,0,2,41,21,14,6,0,92,41,33,2,3,3,21,30,48,34,8,6,0,26,8,8,0,18,18,0,19,18,1,1,0,18,4,6,3,4,0,1,0,29,4,6,5,14,0,4,0,4,61,61,0
"E00033053",255,29,4,0,4,25,23,2,0,0,90,67,53,4,10,0,13,10,31,10,21,0,0,26,6,6,0,20,20,0,25,15,10,10,0,20,1,10,0,0,0,1,8,13,5,0,4,4,0,2,0,2,19,19,0
"E00033054",129,17,2,0,2,15,15,0,0,0,35,27,24,1,2,0,6,2,10,9,1,0,0,3,0,0,0,3,3,0,19,12,7,6,1,17,4,6,0,1,0,3,3,14,3,4,4,3,0,8,6,2,6,6,0
"E00033055",228,59,7,0,7,52,28,0,24,0,85,78,49,20,9,0,7,0,31,23,6,2,0,8,3,3,0,5,5,0,12,6,6,1,5,11,3,5,1,0,0,0,2,8,1,1,0,6,0,9,9,0,5,5,0
"E00033056",240,64,18,0,18,46,35,8,3,0,67,52,38,8,2,4,12,3,26,18,8,0,0,32,9,9,0,23,23,0,14,10,4,4,0,24,1,16,0,4,0,0,3,5,0,0,4,1,0,0,0,0,8,8,0
"E00033057",248,42,9,0,9,33,27,6,0,0,73,56,48,4,4,0,7,10,37,17,12,8,0,22,0,0,0,22,19,3,10,6,4,4,0,26,4,12,4,6,0,0,0,30,1,0,11,18,0,0,0,0,8,8,0
"E00033059",216,45,10,0,10,35,17,12,1,5,46,27,16,1,10,0,10,9,30,16,9,0,5,31,12,12,0,19,19,0,9,8,1,1,0,40,8,23,0,4,0,3,2,6,0,0,3,3,0,9,6,3,0,0,0
"E00033060",128,31,4,0,4,27,11,10,6,0,33,29,17,7,5,0,0,4,8,4,2,2,0,9,3,3,0,6,6,0,20,12,8,8,0,18,5,11,0,0,0,2,0,5,3,0,1,1,0,4,2,2,0,0,0
"E00033061",191,39,9,0,9,30,19,3,8,0,75,58,44,9,5,0,14,3,23,12,11,0,0,27,11,11,0,16,16,0,11,0,11,11,0,3,2,0,0,1,0,0,0,3,0,0,2,1,0,3,1,2,7,7,0
"E00033062",206,52,15,0,15,37,17,20,0,0,72,46,40,2,4,0,23,3,21,15,4,2,0,18,4,4,0,14,14,0,14,0,14,14,0,14,0,6,4,2,0,0,2,11,4,0,6,1,0,4,0,4,0,0,0
"E00033063",213,67,15,0,15,52,37,8,7,0,73,53,43,5,3,2,11,9,10,5,1,4,0,28,11,11,0,17,17,0,14,10,4,3,1,5,1,3,1,0,0,0,0,13,0,0,9,4,0,0,0,0,3,3,0
"E00033064",205,49,3,0,3,46,32,12,2,0,72,50,46,3,1,0,6,16,31,21,10,0,0,21,7,7,0,14,14,0,6,3,3,3,0,18,2,10,4,1,0,0,1,5,0,0,0,5,0,3,0,3,0,0,0
"E00033065",253,77,19,0,19,58,27,22,9,0,127,90,68,8,8,6,28,9,11,5,1,0,5,4,0,0,0,4,4,0,9,5,4,4,0,9,4,0,0,1,0,4,0,7,0,0,3,4,0,3,3,0,6,6,0
"E00033066",219,57,3,0,3,54,34,7,13,0,80,59,41,2,14,2,15,6,26,15,4,7,0,14,5,5,0,9,9,0,5,4,1,1,0,15,4,2,4,2,0,0,3,7,0,0,1,6,0,8,4,4,7,7,0
"E00033067",253,78,16,0,16,62,48,11,2,1,76,62,45,4,13,0,5,9,10,9,1,0,0,20,0,0,0,20,20,0,14,10,4,4,0,19,1,18,0,0,0,0,0,16,0,0,6,10,0,13,8,5,7,7,0
"E00033068",315,87,10,0,10,77,60,12,5,0,103,91,75,4,12,0,5,7,25,20,0,5,0,15,6,6,0,9,8,1,19,12,7,7,0,15,1,12,0,0,0,2,0,7,3,0,0,4,0,13,4,9,31,31,0
"E00033069",231,46,3,0,3,43,31,8,2,2,57,47,35,6,6,0,6,4,32,19,10,3,0,29,4,4,0,25,25,0,13,5,8,8,0,26,9,7,0,7,0,2,1,8,2,0,1,5,0,18,10,8,2,2,0
"E00033070",241,35,6,0,6,29,24,0,4,1,54,48,36,6,6,0,2,4,30,21,8,1,0,17,5,5,0,12,12,0,8,5,3,1,2,18,6,8,1,1,0,2,0,23,0,5,5,13,0,42,34,8,14,14,0
"E00033071",241,82,6,0,6,76,48,14,5,9,70,55,41,2,12,0,9,6,10,5,5,0,0,17,6,6,0,11,11,0,16,8,8,8,0,14,6,8,0,0,0,0,0,14,1,0,5,8,0,7,2,5,11,11,0
"E00033072",268,57,5,0,5,52,47,5,0,0,74,61,47,8,6,0,8,5,18,14,2,1,1,15,6,6,0,9,8,1,6,3,3,3,0,22,5,12,0,0,0,2,3,19,3,7,1,6,2,24,17,7,33,33,0
"E00033073",217,30,5,0,5,25,13,10,0,2,69,61,50,3,8,0,5,3,40,25,12,3,0,16,6,6,0,10,10,0,15,12,3,3,0,21,3,14,2,0,0,1,1,9,2,0,2,5,0,13,9,4,4,4,0
"E00033074",270,48,8,0,8,40,33,7,0,0,59,44,30,3,11,0,6,9,30,11,16,3,0,13,6,6,0,7,7,0,20,7,13,8,5,40,3,32,3,0,0,2,0,21,7,0,3,11,0,35,24,11,4,4,0
"E00033075",181,15,1,0,1,14,7,4,3,0,34,29,20,3,6,0,2,3,16,13,1,2,0,14,1,1,0,13,13,0,14,6,8,8,0,33,6,20,0,6,0,1,0,17,6,3,2,6,0,34,22,12,4,4,0
"E00033076",233,81,2,0,2,79,41,16,22,0,56,30,17,3,8,2,17,9,24,20,1,0,3,23,14,14,0,9,8,1,11,5,6,6,0,16,4,5,0,5,0,0,2,5,0,2,0,3,0,14,9,5,3,3,0
"E00033077",253,58,3,0,3,55,26,15,11,3,85,73,63,0,9,1,9,3,18,7,6,5,0,14,3,3,0,11,11,0,17,11,6,6,0,22,10,7,0,3,0,2,0,7,1,1,3,2,0,19,16,3,13,13,0
"E00033078",226,35,6,0,6,29,25,0,3,1,68,49,37,7,2,3,10,9,16,9,7,0,0,17,6,6,0,11,11,0,14,4,10,2,8,25,4,13,3,5,0,0,0,16,0,1,12,2,1,23,15,8,12,12,0
"E00033079",205,39,5,0,5,34,27,5,2,0,79,43,42,0,1,0,22,14,14,11,1,1,1,10,3,3,0,7,7,0,9,3,6,6,0,18,12,5,0,0,0,0,1,14,4,1,1,8,0,12,7,5,10,10,0
"E00033080",153,8,0,0,0,8,2,6,0,0,30,20,20,0,0,0,7,3,19,15,1,3,0,15,3,3,0,12,12,0,7,2,5,3,2,14,1,11,0,2,0,0,0,25,5,0,2,18,0,32,18,14,3,3,0
"E00033081",188,21,0,0,0,21,19,0,1,1,65,47,41,4,0,2,14,4,27,19,5,3,0,16,8,8,0,8,7,1,17,7,10,8,2,16,4,7,0,2,0,3,0,19,1,3,11,4,0,5,1,4,2,2,0
"E00033082",250,90,8,0,8,82,43,13,26,0,74,40,27,11,1,1,24,10,12,12,0,0,0,38,9,9,0,29,29,0,12,7,5,5,0,14,0,8,0,0,0,6,0,5,0,0,5,0,0,5,5,0,0,0,0
"E00033083",292,83,16,3,13,67,28,9,28,2,101,57,38,0,9,10,36,8,16,15,1,0,0,56,40,40,0,16,16,0,10,7,3,3,0,17,7,3,0,2,0,5,0,7,0,0,6,1,0,1,1,0,1,1,0
"E00033084",255,42,7,0,7,35,17,6,8,4,51,34,30,4,0,0,15,2,26,15,4,6,1,31,11,11,0,20,17,3,23,17,6,6,0,35,5,12,1,6,0,8,3,21,1,2,11,4,3,23,8,15,3,3,0
"E00033085",261,34,8,0,8,26,21,1,4,0,72,54,42,6,6,0,14,4,41,28,7,2,4,20,9,9,0,11,11,0,34,20,14,12,2,39,13,20,4,1,0,1,0,7,0,1,2,4,0,14,9,5,0,0,0
"E00033086",148,22,8,0,8,14,5,9,0,0,58,39,39,0,0,0,12,7,38,20,10,1,7,4,3,3,0,1,1,0,10,6,4,0,4,11,2,2,4,1,0,2,0,5,1,0,1,3,0,0,0,0,0,0,0
"E00033087",359,79,10,0,10,69,49,13,4,3,104,69,56,10,3,0,28,7,20,14,6,0,0,57,28,28,0,29,29,0,23,1,22,22,0,29,2,7,7,1,0,8,4,30,1,7,14,8,0,13,10,3,4,4,0
"E00033088",185,17,4,0,4,13,2,7,2,2,30,15,12,3,0,0,8,7,25,19,3,3,0,14,2,2,0,12,12,0,14,5,9,9,0,44,14,22,0,8,0,0,0,31,2,0,18,11,0,6,4,2,4,4,0
"E00033089",257,21,9,0,9,12,5,7,0,0,61,33,21,6,6,0,21,7,30,16,10,4,0,22,5,5,0,17,17,0,24,12,12,11,1,55,9,31,5,3,0,2,5,31,11,0,3,17,0,13,9,4,0,0,0
"E00033090",318,10,0,0,0,10,10,0,0,0,55,42,32,10,0,0,11,2,37,24,5,8,0,27,4,4,0,23,23,0,30,15,15,12,3,77,19,34,0,11,0,4,9,61,0,3,23,35,0,16,14,2,5,5,0
"E00033091",249,24,13,0,13,11,9,2,0,0,76,51,46,0,3,2,22,3,68,35,22,4,7,15,10,10,0,5,5,0,39,23,16,14,2,19,9,9,0,1,0,0,0,8,3,0,0,5,0,0,0,0,0,0,0
"E00033092",232,34,15,0,15,19,10,5,4,0,78,42,29,4,5,4,25,11,22,14,8,0,0,8,0,0,0,8,8,0,34,6,28,17,11,29,7,7,11,4,0,0,0,21,8,0,6,7,0,2,0,2,4,4,0
"E00033093",313,44,5,0,5,39,26,13,0,0,60,37,36,1,0,0,13,10,35,17,15,3,0,30,10,10,0,20,20,0,50,34,16,11,5,45,9,26,6,4,0,0,0,47,0,5,27,15,0,2,2,0,0,0,0
"E00033094",252,27,14,0,14,13,8,3,0,2,35,19,16,0,0,3,5,11,32,15,13,0,4,28,3,3,0,25,25,0,38,14,24,18,6,41,13,10,4,4,0,5,5,46,4,3,17,22,0,4,4,0,1,1,0
"E00033095",346,129,20,0,20,109,63,13,25,8,86,59,43,9,7,0,13,14,47,36,5,3,3,39,18,18,0,21,21,0,2,0,2,0,2,17,4,6,0,3,0,2,2,14,4,0,10,0,0,2,2,0,10,10,0
"E00033096",173,53,5,0,5,48,26,0,22,0,38,16,15,0,0,1,20,2,12,6,3,0,3,43,24,24,0,19,19,0,11,4,7,4,3,8,2,0,0,6,0,0,0,3,0,0,3,0,0,5,0,5,0,0,0
"E00033097",216,7,0,0,0,7,7,0,0,0,39,28,27,0,1,0,10,1,30,18,5,3,4,7,0,0,0,7,7,0,6,6,0,0,0,78,8,45,8,6,0,7,4,23,2,0,5,16,0,22,9,13,4,4,0
"E00033098",199,37,18,0,18,19,7,12,0,0,49,23,18,0,4,1,19,7,22,14,8,0,0,25,19,19,0,6,6,0,23,7,16,16,0,18,0,6,0,10,0,0,2,14,0,1,9,4,0,6,3,3,5,5,0
"E00033099",80,14,2,0,2,12,4,7,1,0,28,11,2,4,5,0,7,10,8,3,5,0,0,11,6,6,0,5,5,0,0,0,0,0,0,10,0,4,0,4,0,2,0,9,0,0,6,3,0,0,0,0,0,0,0
"E00033100",230,8,0,0,0,8,8,0,0,0,28,19,15,4,0,0,6,3,38,12,18,7,1,26,7,7,0,19,19,0,10,7,3,3,0,34,7,21,5,1,0,0,0,72,7,1,23,41,0,14,10,4,0,0,0
"E00033101",149,38,5,0,5,33,25,4,4,0,30,27,19,4,4,0,0,3,8,2,4,0,2,16,8,8,0,8,8,0,25,12,13,13,0,26,2,13,0,9,0,2,0,3,0,0,2,1,0,1,0,1,2,2,0
"E00033102",385,44,11,0,11,33,11,19,3,0,77,38,38,0,0,0,29,10,70,49,16,1,4,56,16,16,0,40,40,0,18,15,3,3,0,51,18,19,1,10,0,1,2,50,4,3,17,26,0,14,1,13,5,5,0
"E00033103",243,8,1,0,1,7,2,1,4,0,44,33,23,2,8,0,11,0,29,12,12,5,0,13,3,3,0,10,10,0,26,13,13,6,7,57,21,23,7,6,0,0,0,42,9,0,17,16,0,22,12,10,2,2,0
"E00033104",225,21,2,0,2,19,7,6,6,0,42,21,16,2,3,0,16,5,24,7,6,7,4,19,5,5,0,14,14,0,8,4,4,3,1,51,34,7,10,0,0,0,0,53,4,0,29,20,0,4,1,3,3,3,0
"E00033105",218,23,15,0,15,8,5,2,1,0,81,47,32,3,12,0,21,13,30,17,13,0,0,33,7,7,0,26,26,0,28,15,13,5,8,18,6,5,0,0,0,3,4,2,0,0,0,2,0,3,0,3,0,0,0
"E00033106",233,22,6,0,6,16,10,4,0,2,38,14,10,4,0,0,9,15,31,13,15,3,0,21,4,4,0,17,17,0,35,16,19,15,4,41,11,20,2,7,0,1,0,43,5,10,13,15,0,2,2,0,0,0,0
"E00033107",312,66,8,0,8,58,41,4,8,5,55,27,17,6,2,2,23,5,30,17,8,3,2,82,31,31,0,51,49,2,23,6,17,14,3,34,4,14,5,6,0,5,0,17,2,0,7,8,0,5,3,2,0,0,0
"E00033108",273,18,3,0,3,15,15,0,0,0,45,30,25,5,0,0,8,7,30,16,7,4,3,36,0,0,0,36,36,0,37,15,22,10,12,46,5,19,4,8,0,10,0,37,4,3,25,4,1,24,20,4,0,0,0
"E00033109",258,24,8,0,8,16,9,7,0,0,83,44,42,2,0,0,31,8,23,6,17,0,0,20,3,3,0,17,17,0,33,11,22,15,7,24,6,11,0,5,0,2,0,41,3,2,19,17,0,10,8,2,0,0,0
