"GeographyCode","QS105EW0001","QS105EW0002","QS105EW0003"
"E01006600",12,10,2
"E01006603",3,1,2
"E01006604",10,5,5
"E01006605",5,1,4
"E01006606",7,5,2
"E01006607",5,1,4
"E01006608",4,2,2
"E01006609",4,3,1
"E01006610",3,0,3
"E01006611",4,2,2
"E01006612",2,1,1
"E01006613",6,1,5
"E01006614",1,0,1
"E01006615",6,5,1
"E01006616",5,3,2
"E01006617",3,1,2
"E01006618",6,3,3
"E01006619",13,3,10
"E01006620",14,6,8
"E01006621",24,11,13
"E01006622",20,10,10
"E01006623",19,10,9
"E01006624",10,4,6
"E01006625",12,7,5
"E01006626",3,1,2
"E01006627",9,6,3
"E01006628",30,11,19
"E01006629",9,5,4
"E01006630",0,0,0
"E01006632",11,5,6
"E01006633",2,0,2
"E01006637",4,1,3
"E01006638",2,2,0
"E01006639",5,2,3
"E01006640",22,6,16
"E01006641",1,0,1
"E01006642",5,2,3
"E01006643",6,4,2
"E01006644",10,4,6
"E01006645",4,2,2
"E01006646",2,1,1
"E01006647",7,3,4
"E01006648",5,2,3
"E01006651",10,4,6
"E01006652",2,1,1
"E01006653",3,1,2
"E01006654",10,2,8
"E01006655",7,3,4
"E01006656",7,4,3
"E01006657",4,1,3
"E01006658",4,1,3
"E01006659",6,3,3
"E01006660",4,2,2
"E01006661",6,4,2
"E01006662",3,3,0
"E01006663",1,0,1
"E01006664",7,3,4
"E01006665",13,5,8
"E01006666",19,12,7
"E01006667",7,7,0
"E01006668",10,5,5
"E01006669",5,3,2
"E01006670",11,5,6
"E01006671",17,11,6
"E01006672",16,11,5
"E01006673",8,3,5
"E01006674",11,7,4
"E01006675",8,4,4
"E01006676",6,2,4
"E01006677",3,2,1
"E01006678",8,5,3
"E01006679",13,5,8
"E01006680",14,11,3
"E01006681",18,7,11
"E01006682",25,14,11
"E01006683",23,11,12
"E01006684",28,14,14
"E01006685",18,9,9
"E01006686",18,8,10
"E01006687",41,20,21
"E01006688",14,6,8
"E01006689",22,11,11
"E01006690",14,7,7
"E01006691",12,4,8
"E01006692",15,5,10
"E01006693",4,0,4
"E01006694",6,4,2
"E01006695",11,7,4
"E01006696",9,4,5
"E01006697",3,2,1
"E01006698",7,3,4
"E01006699",1,1,0
"E01006700",8,6,2
"E01006701",6,3,3
"E01006702",15,8,7
"E01006703",5,2,3
"E01006705",5,3,2
"E01006706",2,1,1
"E01006707",2,0,2
"E01006708",10,5,5
"E01006709",5,3,2
"E01006710",8,3,5
"E01006711",11,7,4
"E01006712",5,1,4
"E01006713",4,3,1
"E01006716",2,1,1
"E01006717",10,9,1
"E01006718",13,8,5
"E01006719",8,4,4
"E01006720",12,7,5
"E01006721",11,5,6
"E01006722",28,11,17
"E01006723",10,5,5
"E01006724",23,12,11
"E01006725",9,4,5
"E01006726",6,5,1
"E01006727",11,7,4
"E01006728",3,1,2
"E01006729",2,1,1
"E01006730",6,3,3
"E01006731",0,0,0
"E01006732",3,2,1
"E01006734",4,3,1
"E01006735",4,1,3
"E01006736",7,5,2
"E01006737",7,5,2
"E01006738",3,2,1
"E01006739",4,2,2
"E01006740",7,4,3
"E01006741",3,3,0
"E01006742",8,4,4
"E01006743",4,1,3
"E01006744",11,4,7
"E01006745",6,0,6
"E01006746",7,1,6
"E01006747",72,30,42
"E01006748",11,7,4
"E01006751",28,15,13
"E01006752",1,1,0
"E01006753",2,0,2
"E01006754",6,3,3
"E01006755",10,3,7
"E01006756",4,4,0
"E01006757",3,3,0
"E01006758",6,2,4
"E01006759",11,4,7
"E01006760",3,2,1
"E01006761",5,4,1
"E01006762",9,5,4
"E01006763",2,1,1
"E01006764",3,1,2
"E01006765",3,2,1
"E01006766",9,5,4
"E01006767",4,2,2
"E01006768",14,9,5
"E01006769",5,2,3
"E01006770",2,1,1
"E01006771",3,2,1
"E01006772",9,4,5
"E01006773",9,3,6
"E01006774",10,4,6
"E01006775",4,4,0
"E01006776",2,1,1
"E01006778",12,5,7
"E01006779",5,2,3
"E01006780",8,2,6
"E01006781",13,6,7
"E01006782",5,3,2
"E01006783",6,2,4
"E01006784",7,2,5
"E01006785",8,4,4
"E01006786",9,3,6
"E01006787",1,0,1
"E01006788",7,1,6
"E01006790",1,1,0
"E01006791",1,1,0
"E01006792",29,12,17
"E01006793",14,7,7
"E01006794",16,10,6
"E01006795",22,9,13
"E01006796",46,19,27
"E01006797",8,3,5
"E01006798",18,10,8
"E01006799",9,4,5
"E01006800",10,4,6
"E01006801",12,5,7
"E01032505",9,7,2
"E01032506",2,1,1
"E01032507",5,3,2
"E01032508",12,5,7
"E01032509",6,2,4
"E01032510",5,3,2
"E01032511",4,2,2
"E01033747",0,0,0
"E01033748",4,3,1
"E01033749",11,5,6
"E01033750",3,2,1
"E01033751",43,24,19
"E01033752",3,2,1
"E01033753",2,0,2
"E01033754",8,5,3
"E01033755",5,4,1
"E01033756",13,7,6
"E01033757",15,4,11
"E01033758",47,22,25
"E01033759",5,1,4
"E01033760",40,18,22
"E01033761",5,3,2
"E01033762",47,25,22
"E01033763",9,5,4
"E01033764",5,0,5
"E01033765",9,4,5
"E01033766",6,0,6
"E01033767",4,4,0
"E01033768",1,0,1
