"GeographyCode","QS607EW0001","QS607EW0002","QS607EW0003","QS607EW0004","QS607EW0005","QS607EW0006","QS607EW0007","QS607EW0008","QS607EW0009","QS607EW0010","QS607EW0011","QS607EW0012","QS607EW0013","QS607EW0014","QS607EW0015","QS607EW0016","QS607EW0017","QS607EW0018","QS607EW0019","QS607EW0020","QS607EW0021","QS607EW0022","QS607EW0023","QS607EW0024","QS607EW0025","QS607EW0026","QS607EW0027","QS607EW0028","QS607EW0029","QS607EW0030","QS607EW0031","QS607EW0032","QS607EW0033","QS607EW0034","QS607EW0035","QS607EW0036","QS607EW0037","QS607EW0038","QS607EW0039","QS607EW0040","QS607EW0041","QS607EW0042","QS607EW0043","QS607EW0044","QS607EW0045","QS607EW0046","QS607EW0047","QS607EW0048","QS607EW0049","QS607EW0050","QS607EW0051","QS607EW0052","QS607EW0053","QS607EW0054","QS607EW0055"
"E02001357",4940,105,22,0,22,83,52,27,4,0,589,340,303,21,13,3,151,98,569,336,168,52,13,271,52,52,0,219,219,0,354,212,142,121,21,1114,344,451,53,180,1,64,21,875,132,99,213,428,3,613,434,179,450,450,0
"E02001358",5310,121,27,0,27,94,51,37,3,3,615,337,284,32,18,3,154,124,741,440,204,83,14,303,64,64,0,239,239,0,374,223,151,133,18,1112,328,449,85,161,3,71,15,1021,165,96,215,536,9,633,424,209,390,390,0
"E02001359",4403,318,88,0,88,230,120,82,21,7,874,540,466,39,32,3,188,146,658,421,185,36,16,381,140,140,0,241,240,1,327,159,168,149,19,660,205,260,44,84,0,56,11,493,72,51,155,209,6,316,224,92,376,376,0
"E02001360",6444,133,36,2,34,97,57,31,8,1,658,370,310,34,19,7,168,120,663,409,181,55,18,314,83,83,0,231,230,1,484,279,205,181,24,1283,358,510,91,236,2,66,20,1355,152,177,285,738,3,1026,764,262,528,528,0
"E02001361",5666,184,55,1,54,129,64,52,12,1,738,428,380,24,23,1,196,114,877,577,203,74,23,373,76,76,0,297,297,0,422,221,201,173,28,1075,338,409,59,163,2,78,26,969,137,80,281,467,4,560,402,158,468,468,0
"E02001362",5471,268,87,0,87,181,105,62,12,2,869,547,474,46,25,2,193,129,870,559,216,74,21,382,84,84,0,298,296,2,401,203,198,179,19,977,312,361,51,153,1,80,19,799,129,81,200,386,3,433,285,148,472,472,0
"E02001363",5578,197,49,0,49,148,84,46,15,3,773,465,406,38,16,5,194,114,724,371,230,98,25,331,75,75,0,256,255,1,359,210,149,130,19,1089,301,500,72,137,0,59,20,892,141,84,209,452,6,742,539,203,471,471,0
"E02001364",3920,80,23,0,23,57,30,22,4,1,415,227,194,18,11,4,113,75,414,235,129,40,10,224,54,54,0,170,169,1,228,132,96,83,13,740,185,362,38,88,1,47,19,782,113,84,161,422,2,711,538,173,326,326,0
"E02001365",6559,206,44,0,44,162,87,65,9,1,831,486,424,25,37,0,178,167,883,508,272,79,24,402,83,83,0,319,318,1,466,278,188,166,22,1229,340,573,71,138,2,75,30,1076,191,103,261,515,6,778,498,280,688,688,0
"E02001366",6768,298,69,0,69,229,142,69,13,5,1069,703,583,61,56,3,216,150,1002,629,254,88,31,471,96,95,1,375,374,1,492,284,208,187,21,1113,344,443,70,148,1,86,21,987,158,76,292,457,4,755,496,259,581,581,0
"E02001367",6888,631,154,0,154,477,250,160,59,8,1643,1075,906,101,54,14,343,225,1183,779,293,83,28,658,195,195,0,463,456,7,396,215,181,168,13,874,266,308,47,113,1,100,39,631,119,59,204,245,4,303,212,91,569,569,0
"E02001368",4349,139,24,0,24,115,72,34,9,0,424,267,227,21,12,7,97,60,458,279,131,37,11,215,67,67,0,148,148,0,261,149,112,94,18,764,171,320,51,167,3,41,11,988,111,94,181,596,6,768,582,186,332,332,0
"E02001369",6096,316,39,0,39,277,185,65,23,4,700,430,371,27,26,6,168,102,607,351,193,50,13,259,70,69,1,189,189,0,398,240,158,128,30,1032,250,430,76,194,2,63,17,1219,142,126,225,720,6,873,653,220,692,692,0
"E02001370",4553,87,19,0,19,68,53,11,3,1,439,271,242,17,11,1,113,55,421,249,113,46,13,227,68,68,0,159,158,1,289,171,118,103,15,819,223,394,43,95,1,50,13,960,118,116,197,527,2,936,700,236,375,375,0
"E02001371",5162,179,44,0,44,135,85,47,1,2,792,524,474,25,20,5,164,104,634,345,195,73,21,342,84,83,1,258,255,3,382,233,149,134,15,1044,315,452,55,135,2,67,18,765,103,75,196,387,4,613,429,184,411,411,0
"E02001372",4514,284,62,0,62,222,134,75,12,1,827,534,465,36,30,3,168,125,686,418,184,62,22,329,82,82,0,247,245,2,270,157,113,97,16,708,212,299,41,87,2,53,14,616,79,62,211,261,3,426,307,119,368,368,0
"E02001373",6860,293,76,0,76,217,129,74,10,4,1129,721,636,59,20,6,258,150,1015,598,283,100,34,461,81,79,2,380,380,0,444,244,200,178,22,1235,379,504,62,160,2,98,30,996,177,69,279,467,4,687,436,251,600,600,0
"E02001374",6580,281,56,0,56,225,140,53,24,8,856,589,482,55,46,6,171,96,690,389,214,69,18,443,80,80,0,363,363,0,426,274,152,121,31,1080,280,495,65,136,1,82,21,923,138,103,223,453,6,1056,732,324,825,825,0
"E02001375",5152,230,47,0,47,183,105,71,5,2,847,538,475,36,23,4,174,135,817,513,206,77,21,339,66,65,1,273,271,2,362,191,171,152,19,992,273,453,45,112,2,89,18,743,111,73,201,356,2,475,315,160,347,347,0
"E02001376",6362,134,23,0,23,111,74,19,13,5,678,437,388,23,18,8,152,89,574,336,150,75,13,351,117,116,1,234,233,1,367,216,151,135,16,1129,262,587,73,124,4,63,16,1009,134,128,173,571,3,971,737,234,1149,1149,0
"E02001377",10129,377,34,0,34,343,272,40,27,4,610,406,347,15,41,3,126,78,410,225,118,58,9,218,50,50,0,168,167,1,309,187,122,103,19,779,232,367,40,89,2,39,10,799,131,69,140,455,4,865,684,181,5762,5762,0
"E02001378",5940,397,72,0,72,325,203,86,32,4,1119,761,654,50,49,8,192,166,847,515,223,81,28,463,124,123,1,339,339,0,371,210,161,145,16,983,267,442,44,104,7,92,27,733,132,71,213,312,5,538,389,149,489,489,0
"E02001380",5545,552,106,0,106,446,283,113,41,9,1446,955,820,79,44,12,288,203,933,603,222,71,37,440,104,104,0,336,336,0,359,185,174,149,25,708,232,237,43,88,3,78,27,453,79,39,159,175,1,210,129,81,444,444,0
"E02001381",7252,356,61,0,61,295,195,75,21,4,1083,739,620,43,65,11,218,126,712,409,221,65,17,376,82,82,0,294,292,2,448,268,180,158,22,1125,350,527,45,116,2,53,32,879,177,76,179,442,5,851,621,230,1422,1422,0
"E02001382",5318,613,125,0,125,488,286,148,49,5,1368,926,769,87,59,11,263,179,926,615,221,64,26,390,111,111,0,279,278,1,330,155,175,157,18,629,206,210,31,69,1,73,39,389,73,35,139,141,1,181,111,70,492,492,0
"E02001383",6363,469,50,1,49,419,310,69,32,8,969,717,535,41,133,8,173,79,424,239,113,61,11,238,78,76,2,160,154,6,272,153,119,108,11,628,182,322,13,57,3,29,22,474,117,39,69,248,1,826,591,235,2063,2063,0
"E02001384",9395,384,51,0,51,333,226,79,25,3,975,703,589,49,50,15,168,104,595,352,169,60,14,319,80,80,0,239,237,2,292,176,116,97,19,800,273,331,37,76,2,46,35,569,147,50,109,260,3,595,431,164,4866,4866,0
"E02001385",5650,216,26,0,26,190,122,48,17,3,543,392,326,13,48,5,101,50,397,210,118,59,10,384,108,107,1,276,274,2,282,155,127,114,13,742,178,401,40,73,1,36,13,569,89,61,92,322,5,1577,1280,297,940,940,0
"E02001386",5525,184,60,1,59,124,73,42,7,2,693,395,343,35,16,1,178,120,653,379,188,58,28,326,64,64,0,262,261,1,465,271,194,163,31,1148,389,457,70,147,3,61,21,999,139,110,245,500,5,620,443,177,437,437,0
"E02001387",5965,1072,192,0,192,880,540,173,158,9,1744,1301,1105,74,103,19,274,169,805,545,192,42,26,440,120,120,0,320,318,2,253,134,119,106,13,489,161,188,19,44,3,55,19,246,72,21,75,77,1,174,111,63,742,742,0
"E02001388",7601,760,101,0,101,659,464,140,46,9,1402,1070,904,61,97,8,212,120,751,442,208,80,21,316,75,73,2,241,239,2,302,189,113,93,20,580,218,211,15,44,2,54,36,381,91,36,116,134,4,273,175,98,2836,2836,0
"E02001389",5287,683,81,0,81,602,433,108,54,7,1149,905,689,62,140,14,176,68,441,245,139,51,6,340,82,82,0,258,252,6,314,168,146,135,11,601,146,323,25,48,0,43,16,392,90,36,79,186,1,718,536,182,649,649,0
"E02001390",6416,259,47,1,46,212,126,69,17,0,741,481,423,24,30,4,170,90,546,308,166,62,10,375,86,85,1,289,286,3,418,234,184,158,26,1137,275,559,63,138,0,68,34,1128,168,115,211,628,6,1100,840,260,712,712,0
"E02001391",4341,120,35,0,35,85,48,30,6,1,520,285,245,20,16,4,137,98,492,313,123,41,15,224,50,50,0,174,174,0,368,208,160,131,29,956,320,371,54,113,2,69,27,820,124,74,229,391,2,500,370,130,341,341,0
"E02001392",4162,591,113,1,112,478,281,99,82,16,1116,771,626,62,63,20,201,144,657,420,180,43,14,420,139,137,2,281,281,0,243,123,120,107,13,454,175,136,12,49,1,62,19,256,71,23,82,78,2,154,97,57,271,271,0
"E02001393",5877,1113,191,5,186,922,510,169,220,23,1584,1113,881,82,133,17,320,151,683,494,124,52,13,590,259,256,3,331,331,0,165,77,88,71,17,373,138,110,11,30,0,63,21,176,60,16,52,46,2,192,142,50,1001,1001,0
"E02001394",8431,1074,117,3,114,957,689,145,105,18,1689,1281,1012,103,148,18,255,153,720,449,193,69,9,430,119,119,0,311,303,8,305,190,115,89,26,592,140,281,27,67,1,44,32,479,110,42,122,202,3,544,387,157,2598,2598,0
"E02001395",4565,631,116,0,116,515,324,146,36,9,1283,966,819,69,68,10,175,142,730,472,190,50,18,318,78,78,0,240,240,0,238,120,118,106,12,489,178,159,24,49,2,53,24,304,67,17,107,111,2,169,104,65,403,403,0
"E02001396",6422,596,91,0,91,505,323,134,41,7,1269,870,740,67,53,10,259,140,764,459,220,68,17,391,85,85,0,306,306,0,379,214,165,150,15,881,259,366,56,118,3,54,25,862,141,80,194,443,4,614,441,173,666,666,0
"E02001397",5586,667,128,2,126,539,321,124,86,8,1300,859,715,72,60,12,259,182,826,506,224,73,23,456,134,134,0,322,320,2,348,190,158,132,26,722,226,275,41,87,3,69,21,554,92,52,178,228,4,315,200,115,398,398,0
"E02001398",6188,922,113,0,113,809,543,171,83,12,1449,1088,893,76,114,5,221,140,724,451,191,66,16,415,138,138,0,277,275,2,291,172,119,99,20,663,194,309,34,51,1,55,19,421,85,20,107,209,0,376,239,137,927,927,0
"E02001399",5426,732,141,1,140,591,393,150,45,3,1389,991,853,65,60,13,207,191,855,565,200,61,29,385,115,115,0,270,270,0,336,181,155,135,20,611,203,226,22,61,0,73,26,363,85,18,117,142,1,189,128,61,566,566,0
"E02001400",4942,373,72,0,72,301,182,86,28,5,931,577,488,41,42,6,200,154,731,436,222,49,24,306,88,87,1,218,217,1,332,165,167,130,37,822,262,311,56,92,4,58,39,582,109,40,141,288,4,418,295,123,447,447,0
"E02001401",5694,532,118,0,118,414,246,120,42,6,1300,861,741,69,41,10,242,197,902,545,261,66,30,412,136,135,1,276,274,2,493,240,253,194,59,834,283,288,45,103,0,89,26,519,96,58,157,201,7,252,179,73,450,450,0
"E02001402",6356,1150,192,1,191,958,574,214,157,13,1795,1328,1082,110,122,14,275,192,873,578,217,55,23,446,136,136,0,310,308,2,340,188,152,129,23,608,165,247,38,60,1,67,30,368,66,21,133,145,3,299,200,99,477,477,0
"E02001403",4546,221,39,0,39,182,114,56,11,1,753,495,436,35,22,2,143,115,577,306,213,42,16,253,53,53,0,200,199,1,331,179,152,117,35,896,306,333,76,99,6,52,24,715,112,58,185,351,9,468,316,152,332,332,0
"E02001404",5265,151,39,0,39,112,65,40,5,2,628,366,326,18,20,2,166,96,648,351,234,46,17,256,63,63,0,193,191,2,514,260,254,163,91,1109,328,441,99,146,4,67,24,952,135,82,211,515,9,606,430,176,401,401,0
"E02001405",6696,134,37,0,37,97,66,23,7,1,626,324,276,27,17,4,184,118,657,341,230,63,23,325,69,69,0,256,254,2,562,317,245,168,77,1612,480,640,156,214,8,92,22,1263,146,103,268,734,12,1010,712,298,507,507,0
"E02006932",9719,591,49,0,49,542,387,95,45,15,801,570,427,54,74,15,162,69,402,209,135,50,8,137,43,43,0,94,93,1,199,152,47,44,3,271,95,118,10,22,0,21,5,261,96,17,38,109,1,268,205,63,6789,6789,0
"E02006933",4829,844,110,1,109,734,491,128,87,28,1053,680,516,79,70,15,259,114,475,288,129,44,14,241,81,81,0,160,158,2,256,167,89,79,10,372,104,161,23,41,0,33,10,322,93,32,56,140,1,306,238,68,960,960,0
"E02006934",4975,897,108,3,105,789,536,167,68,18,1078,684,498,94,73,19,277,117,543,374,132,31,6,188,77,76,1,111,111,0,146,92,54,54,0,205,68,88,8,21,0,16,4,164,68,16,28,52,0,156,116,40,1598,1598,0
