"GeographyCode","QS419EW0001","QS419EW0002","QS419EW0003","QS419EW0004"
"E01006688",4,4,0,0
"E01006689",0,0,0,0
"E01006690",35,35,0,0
"E01006691",15,15,0,0
"E01006692",0,0,0,0
"E01006693",3,3,0,0
"E01006694",0,0,0,0
"E01006695",7,5,1,1
"E01006696",0,0,0,0
"E01006697",2,2,0,0
"E01006698",0,0,0,0
"E01006699",13,10,3,0
"E01006700",28,28,0,0
"E01006701",0,0,0,0
"E01006702",22,14,0,8
"E01006703",34,33,0,1
"E01006705",0,0,0,0
"E01006706",0,0,0,0
"E01006707",29,29,0,0
"E01006708",48,48,0,0
"E01006709",0,0,0,0
"E01006710",6,6,0,0
"E01006711",38,38,0,0
"E01006712",36,33,3,0
"E01006713",2,2,0,0
"E01006716",135,135,0,0
"E01006717",0,0,0,0
"E01006718",3,3,0,0
"E01006719",0,0,0,0
"E01006720",0,0,0,0
"E01006721",0,0,0,0
"E01006722",0,0,0,0
"E01006723",13,13,0,0
"E01006724",7,7,0,0
"E01006725",0,0,0,0
"E01006726",0,0,0,0
"E01006727",3,3,0,0
"E01006728",3,3,0,0
"E01006729",0,0,0,0
"E01006730",3,3,0,0
"E01006731",0,0,0,0
"E01006732",0,0,0,0
"E01006734",0,0,0,0
"E01006735",0,0,0,0
"E01006736",0,0,0,0
"E01006737",0,0,0,0
"E01006738",0,0,0,0
"E01006739",31,31,0,0
"E01006740",0,0,0,0
"E01006741",0,0,0,0
"E01006742",0,0,0,0
"E01006743",0,0,0,0
"E01006744",0,0,0,0
"E01006745",25,25,0,0
"E01006746",7,7,0,0
"E01006747",1897,1894,3,0
"E01006748",0,0,0,0
"E01006751",529,528,0,1
"E01006752",0,0,0,0
"E01006753",0,0,0,0
"E01006754",0,0,0,0
"E01006755",35,35,0,0
"E01006756",0,0,0,0
"E01006757",0,0,0,0
"E01006758",0,0,0,0
"E01006759",43,38,5,0
"E01006760",63,62,1,0
"E01006761",61,61,0,0
"E01006762",0,0,0,0
"E01006763",0,0,0,0
"E01006764",0,0,0,0
"E01006765",0,0,0,0
"E01006766",1,1,0,0
"E01006767",3,2,1,0
"E01006768",12,12,0,0
"E01006769",0,0,0,0
"E01006770",0,0,0,0
"E01006771",0,0,0,0
"E01006772",10,9,1,0
"E01006773",1,1,0,0
"E01006774",0,0,0,0
"E01006775",17,17,0,0
"E01006776",31,31,0,0
"E01006778",0,0,0,0
"E01006779",34,34,0,0
"E01006780",0,0,0,0
"E01006781",1,0,1,0
"E01006782",19,19,0,0
"E01006783",0,0,0,0
"E01006784",3,3,0,0
"E01006785",0,0,0,0
"E01006786",0,0,0,0
"E01006787",796,779,3,14
"E01006788",0,0,0,0
"E01006790",0,0,0,0
"E01006791",0,0,0,0
"E01006792",4,2,0,2
"E01006793",0,0,0,0
"E01006794",3,3,0,0
"E01006795",0,0,0,0
"E01006796",5,5,0,0
"E01006797",0,0,0,0
"E01006798",0,0,0,0
"E01006799",25,17,8,0
"E01006800",0,0,0,0
"E01006801",11,10,0,1
"E01032505",2,2,0,0
"E01032506",59,59,0,0
"E01032507",0,0,0,0
"E01032508",0,0,0,0
"E01032509",2,2,0,0
"E01032510",0,0,0,0
"E01032511",0,0,0,0
"E01033747",8,8,0,0
"E01033748",1,1,0,0
"E01033749",2,2,0,0
"E01033750",0,0,0,0
"E01033751",834,833,0,1
"E01033752",1,0,1,0
"E01033753",0,0,0,0
"E01033754",4,4,0,0
"E01033755",0,0,0,0
"E01033756",49,47,2,0
"E01033757",10,10,0,0
"E01033758",1027,1023,1,3
"E01033759",0,0,0,0
"E01033760",1259,1258,0,1
"E01033761",32,21,2,9
"E01033762",1069,1063,4,2
"E01033763",56,56,0,0
"E01033764",11,11,0,0
"E01033765",0,0,0,0
"E01033766",3,3,0,0
"E01033767",0,0,0,0
"E01033768",4,4,0,0
