"GeographyCode","QS205EW0001","QS205EW0002","QS205EW0003","QS205EW0004","QS205EW0005","QS205EW0006"
"E01006595",1670,1632,13,21,4,0
"E01006596",1410,1344,23,26,13,4
"E01006597",1614,1573,26,11,3,1
"E01006598",1303,1267,15,15,5,1
"E01006599",1040,992,18,13,17,0
"E01006600",1369,1355,6,7,0,1
"E01006603",1376,1365,4,1,6,0
"E01006604",1330,1314,8,8,0,0
"E01006605",1500,1475,14,7,4,0
"E01006606",1468,1438,13,11,4,2
"E01006607",1491,1476,6,5,2,2
"E01006608",1155,1145,1,6,3,0
"E01006609",1238,1207,2,19,9,1
"E01006610",1352,1331,5,8,6,2
"E01006611",1219,1183,10,11,10,5
"E01006612",1435,1427,2,4,1,1
"E01006613",1322,1308,5,2,4,3
"E01006614",1264,1233,7,9,14,1
"E01006615",1236,1215,4,6,11,0
"E01006616",1387,1361,6,14,4,2
"E01006617",1373,1349,13,10,1,0
"E01006618",1600,1594,1,2,3,0
"E01006619",1549,1524,14,7,4,0
"E01006620",1386,1371,6,4,5,0
"E01006621",1436,1397,20,14,5,0
"E01006622",1488,1479,4,4,1,0
"E01006623",1440,1380,19,16,21,4
"E01006624",1502,1445,19,14,22,2
"E01006625",1385,1371,4,3,7,0
"E01006626",1413,1385,9,13,5,1
"E01006627",1334,1313,9,9,3,0
"E01006628",1827,1738,54,22,13,0
"E01006629",1222,1182,23,11,6,0
"E01006630",1284,1223,20,20,14,7
"E01006632",1769,1640,40,70,8,11
"E01006633",1382,1334,11,22,9,6
"E01006637",1496,1389,48,32,21,6
"E01006638",1151,1097,19,22,13,0
"E01006639",1433,1408,7,12,5,1
"E01006640",1813,1745,30,25,12,1
"E01006641",1619,1490,68,37,16,8
"E01006642",1248,1215,14,12,6,1
"E01006643",1727,1675,29,12,8,3
"E01006644",1954,1904,21,14,9,6
"E01006645",1368,1339,15,8,6,0
"E01006646",1847,1658,91,72,21,5
"E01006647",1372,1333,8,15,13,3
"E01006648",2118,1937,93,66,20,2
"E01006651",1557,1530,12,8,7,0
"E01006652",1451,1409,19,16,5,2
"E01006653",1455,1425,15,10,3,2
"E01006654",1460,1419,18,14,6,3
"E01006655",1693,1610,59,16,8,0
"E01006656",1416,1403,4,6,2,1
"E01006657",1152,1141,4,3,3,1
"E01006658",1265,1227,23,9,6,0
"E01006659",1729,1630,37,43,17,2
"E01006660",1380,1296,57,23,2,2
"E01006661",1602,1563,15,8,12,4
"E01006662",1678,1618,26,25,7,2
"E01006663",1097,1079,11,2,4,1
"E01006664",1711,1602,22,28,53,6
"E01006665",1483,1461,14,4,3,1
"E01006666",1453,1389,24,19,18,3
"E01006667",1406,1372,12,13,5,4
"E01006668",1469,1434,17,13,3,2
"E01006669",1405,1354,13,14,20,4
"E01006670",1478,1424,9,26,17,2
"E01006671",1312,1258,15,17,18,4
"E01006672",1848,1753,31,38,22,4
"E01006673",1839,1314,194,182,110,39
"E01006674",1768,1187,211,241,112,17
"E01006675",1786,1482,118,128,45,13
"E01006676",1652,1307,152,120,63,10
"E01006677",974,798,53,53,55,15
"E01006678",2062,1893,56,80,29,4
"E01006679",2091,1358,230,276,193,34
"E01006680",1526,1482,26,9,7,2
"E01006681",1535,1487,12,23,12,1
"E01006682",1273,1252,13,5,3,0
"E01006683",1476,1438,16,15,5,2
"E01006684",2052,1990,39,13,8,2
"E01006685",1458,1424,20,9,5,0
"E01006686",1403,1384,10,6,2,1
"E01006687",1870,1799,43,15,12,1
"E01006688",1477,1425,37,7,7,1
"E01006689",1605,1581,18,6,0,0
"E01006690",1427,1176,92,110,40,9
"E01006691",1435,1124,84,136,72,19
"E01006692",2085,1829,99,104,49,4
"E01006693",1483,1389,24,44,19,7
"E01006694",1760,1484,103,99,65,9
"E01006695",1764,1483,94,131,43,13
"E01006696",1694,1439,95,106,51,3
"E01006697",1732,1417,107,126,70,12
"E01006698",1617,1601,6,4,5,1
"E01006699",1530,1450,22,29,24,5
"E01006700",1396,1355,14,14,9,4
"E01006701",1333,1287,20,10,13,3
"E01006702",1541,1479,27,16,18,1
"E01006703",1518,1450,41,15,12,0
"E01006705",1337,1291,18,9,17,2
"E01006706",1314,1304,4,1,5,0
"E01006707",1277,1266,7,2,2,0
"E01006708",1729,1700,12,10,5,2
"E01006709",1385,1378,5,0,2,0
"E01006710",1426,1423,0,1,2,0
"E01006711",1473,1403,27,34,8,1
"E01006712",1274,1234,21,10,7,2
"E01006713",1312,1284,11,16,0,1
"E01006716",1498,1403,29,26,37,3
"E01006717",1399,1348,24,15,9,3
"E01006718",1535,1486,13,25,9,2
"E01006719",1473,1449,4,13,5,2
"E01006720",1993,1482,186,162,143,20
"E01006721",1574,1395,69,77,25,8
"E01006722",1754,1494,120,75,50,15
"E01006723",1831,1646,91,69,20,5
"E01006724",1764,1653,67,31,10,3
"E01006725",1473,1398,23,25,23,4
"E01006726",1506,1298,77,82,39,10
"E01006727",1382,1303,41,25,11,2
"E01006728",1545,1422,42,45,29,7
"E01006729",1330,1308,9,10,3,0
"E01006730",1282,1253,17,6,6,0
"E01006731",1158,1122,8,13,11,4
"E01006732",1553,1506,18,19,8,2
"E01006734",1331,1243,40,26,19,3
"E01006735",1252,1222,19,9,2,0
"E01006736",1408,1355,22,20,11,0
"E01006737",1384,1360,10,9,1,4
"E01006738",1437,1429,3,3,2,0
"E01006739",1690,1642,24,12,11,1
"E01006740",1231,1124,39,47,20,1
"E01006741",1754,1736,12,5,1,0
"E01006742",1336,1310,6,9,9,2
"E01006743",2062,1938,52,47,18,7
"E01006744",1416,1379,24,8,5,0
"E01006745",1801,1701,41,44,13,2
"E01006746",1474,1297,68,86,20,3
"E01006747",3522,2732,246,484,57,3
"E01006748",1903,1563,148,162,29,1
"E01006751",2503,1867,178,361,87,10
"E01006752",977,759,61,112,35,10
"E01006753",1471,1451,6,11,3,0
"E01006754",1555,1434,21,50,44,6
"E01006755",1505,1461,12,20,11,1
"E01006756",1708,1600,37,39,27,5
"E01006757",1402,1358,12,14,14,4
"E01006758",1440,1399,15,14,11,1
"E01006759",1066,999,30,18,17,2
"E01006760",1565,1365,65,80,46,9
"E01006761",1600,1528,27,27,15,3
"E01006762",1627,1581,15,19,9,3
"E01006763",1405,1383,12,5,4,1
"E01006764",1455,1371,28,30,20,6
"E01006765",1427,1381,24,13,9,0
"E01006766",1199,1118,25,27,21,8
"E01006767",1679,1597,25,23,27,7
"E01006768",1327,1226,48,31,19,3
"E01006769",1237,1209,7,14,6,1
"E01006770",964,947,3,7,4,3
"E01006771",1375,1351,9,6,7,2
"E01006772",1064,1041,11,8,3,1
"E01006773",1342,1322,12,4,3,1
"E01006774",1397,1351,18,15,11,2
"E01006775",1288,1269,2,7,9,1
"E01006776",1624,1589,16,10,5,4
"E01006778",2129,2015,35,49,27,3
"E01006779",1900,1851,15,23,11,0
"E01006780",1426,1408,17,1,0,0
"E01006781",1432,1416,2,4,8,2
"E01006782",1500,1469,13,11,6,1
"E01006783",1494,1472,7,12,3,0
"E01006784",1293,1275,14,1,2,1
"E01006785",1705,1672,16,11,4,2
"E01006786",1757,1731,9,7,8,2
"E01006787",2284,2152,32,68,31,1
"E01006788",1732,1694,18,12,8,0
"E01006790",1514,1478,17,9,5,5
"E01006791",1616,1543,19,27,27,0
"E01006792",1333,1306,17,7,2,1
"E01006793",1450,1405,27,14,3,1
"E01006794",1543,1502,25,10,4,2
"E01006795",1362,1339,14,4,5,0
"E01006796",1548,1458,37,26,25,2
"E01006797",1449,1439,4,4,0,2
"E01006798",1367,1339,11,7,8,2
"E01006799",1785,1761,14,8,1,1
"E01006800",1368,1335,15,10,8,0
"E01006801",1326,1299,6,8,11,2
"E01032505",1268,1195,24,26,17,6
"E01032506",1349,1269,34,28,13,5
"E01032507",1485,1434,31,13,7,0
"E01032508",1655,1578,33,25,16,3
"E01032509",1349,1293,17,23,13,3
"E01032510",1714,1658,30,17,7,2
"E01032511",1335,1312,12,7,3,1
"E01033747",1002,941,16,27,16,2
"E01033748",1242,1138,53,33,14,4
"E01033749",1146,1069,48,25,4,0
"E01033750",1413,1272,80,46,11,4
"E01033751",1855,1721,64,58,12,0
"E01033752",1176,961,108,97,8,2
"E01033753",1035,820,112,89,14,0
"E01033754",1431,1237,104,75,12,3
"E01033755",1064,889,77,79,18,1
"E01033756",1175,876,141,144,13,1
"E01033757",1011,740,86,159,22,4
"E01033758",1719,1136,169,372,41,1
"E01033759",1091,1057,13,15,5,1
"E01033760",2112,1613,171,261,67,0
"E01033761",1362,1121,119,109,10,3
"E01033762",1783,1537,99,116,29,2
"E01033763",1509,1302,68,96,38,5
"E01033764",2144,2033,49,38,22,2
"E01033765",1300,1237,23,19,20,1
"E01033766",1047,999,23,17,5,3
"E01033767",1026,930,43,41,8,4
"E01033768",1195,1064,51,53,20,7
