"GeographyCode","QS420EW0001","QS420EW0002","QS420EW0003","QS420EW0004","QS420EW0005","QS420EW0006","QS420EW0007","QS420EW0008","QS420EW0009","QS420EW0010","QS420EW0011","QS420EW0012","QS420EW0013","QS420EW0014","QS420EW0015","QS420EW0016","QS420EW0017","QS420EW0018","QS420EW0019","QS420EW0020","QS420EW0021","QS420EW0022","QS420EW0023","QS420EW0024","QS420EW0025","QS420EW0026","QS420EW0027","QS420EW0028","QS420EW0029","QS420EW0030","QS420EW0031","QS420EW0032","QS420EW0033","QS420EW0034","QS420EW0035"
"E02001359",5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001360",8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,1,1
"E02001361",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E02001362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001364",17,5,0,0,0,0,1,0,0,1,0,0,0,0,4,1,2,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,1,8
"E02001365",4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"E02001366",8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2
"E02001367",4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E02001368",6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0
"E02001369",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1
"E02001370",10,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"E02001371",3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001372",17,8,3,1,0,2,0,0,0,0,0,0,0,0,5,1,3,0,0,1,0,7,0,0,0,0,0,1,0,0,0,2,4,0,2
"E02001373",4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E02001374",48,11,0,0,0,0,2,1,0,1,0,1,1,0,8,1,3,1,0,0,3,11,0,0,0,0,0,5,2,0,0,2,0,2,26
"E02001375",5,4,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"E02001376",3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
"E02001377",45,4,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,12,0,0,0,0,10,0,1,0,0,0,1,0,29
"E02001378",14,10,3,0,3,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2
"E02001380",2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001381",3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
"E02001382",3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"E02001383",62,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,15,0,0,0,1,6,4,3,0,0,1,0,0,44
"E02001384",8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,3
"E02001385",4,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"E02001386",2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001387",4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
"E02001388",8,6,0,0,0,0,0,0,0,0,0,1,1,0,5,0,3,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"E02001389",21,9,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,1,0,0,1,6,0,0,0,0,0,2,2,0,1,0,0,1,6
"E02001390",4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
"E02001391",4,4,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001392",5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1
"E02001393",21,6,0,0,0,0,1,0,0,1,0,0,0,0,5,2,2,0,0,0,1,12,0,0,0,0,9,1,0,0,0,2,0,0,3
"E02001394",36,20,4,0,3,1,0,0,0,0,0,0,0,0,16,5,9,0,2,0,0,14,0,0,0,0,9,3,2,0,0,0,0,0,2
"E02001395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001396",4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"E02001397",3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001398",20,5,0,0,0,0,0,0,0,0,0,1,1,0,4,0,3,0,1,0,0,7,0,0,1,0,2,2,1,0,0,1,0,0,8
"E02001399",4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
"E02001400",3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001401",3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"E02001402",10,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1
"E02001403",5,3,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"E02001404",6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0
"E02001405",2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02006932",75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,0,0,0,0,22,19,3,1,1,2,0,2,24
"E02006933",74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,15,0,0,1,0,0,0,57
"E02006934",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,7,1,0,0,0,0,0,1
