"GeographyCode","QS118EW0001","QS118EW0002","QS118EW0003","QS118EW0004","QS118EW0005","QS118EW0006","QS118EW0007","QS118EW0008","QS118EW0009","QS118EW0010","QS118EW0011","QS118EW0012"
"E01006591",421,237,29,16,39,29,16,28,9,15,3,320
"E01006592",410,253,18,12,37,20,26,12,10,17,5,287
"E01006593",334,191,37,14,20,25,18,4,8,13,4,250
"E01006594",410,260,10,15,38,14,27,21,15,7,3,271
"E01006595",492,310,41,17,29,31,31,11,16,4,2,311
"E01006596",415,266,18,14,33,19,23,19,8,12,3,260
"E01006597",464,280,30,20,40,25,25,14,13,17,0,321
"E01006598",368,169,29,23,40,26,25,14,24,13,5,372
"E01006599",323,122,38,26,30,38,24,13,20,9,3,352
"E01006600",413,234,24,22,54,13,27,16,13,9,1,291
"E01006603",403,235,28,16,44,18,27,14,8,13,0,274
"E01006604",396,234,16,21,43,13,25,17,15,11,1,284
"E01006605",397,211,18,36,45,28,21,13,10,15,0,307
"E01006606",439,252,35,32,47,23,14,12,14,8,2,293
"E01006607",435,231,22,33,42,23,21,18,19,19,7,368
"E01006608",336,180,31,15,41,24,11,13,15,6,0,252
"E01006609",366,194,38,20,42,22,21,9,7,11,2,272
"E01006610",374,179,34,22,54,20,25,15,17,7,1,317
"E01006611",318,143,53,28,35,19,16,6,11,7,0,262
"E01006612",387,205,27,26,33,20,34,13,19,9,1,315
"E01006613",375,221,28,17,40,18,15,16,12,7,1,253
"E01006614",366,200,43,22,27,19,26,11,11,7,0,264
"E01006615",380,185,52,37,40,27,18,14,5,2,0,269
"E01006616",397,228,23,13,52,15,29,12,14,11,0,286
"E01006617",426,254,25,22,57,22,22,13,6,5,0,252
"E01006618",473,295,18,20,41,21,33,20,12,11,2,307
"E01006619",468,282,40,22,34,25,25,22,4,11,3,305
"E01006620",395,248,17,11,32,19,31,17,7,10,3,261
"E01006621",412,255,20,14,37,20,24,21,6,12,3,272
"E01006622",454,275,21,14,32,23,38,23,11,14,3,332
"E01006623",459,285,12,17,53,23,31,20,6,11,1,292
"E01006624",425,236,31,36,39,29,21,12,12,7,2,309
"E01006625",422,246,22,18,45,17,33,18,11,9,3,298
"E01006626",416,257,15,20,49,21,25,14,6,6,3,259
"E01006627",406,242,24,29,36,23,20,17,7,7,1,261
"E01006628",400,233,36,19,30,21,24,15,9,11,2,284
"E01006629",346,228,28,15,41,6,11,3,4,8,2,169
"E01006630",373,154,27,32,68,22,26,12,22,9,1,364
"E01006632",505,257,53,35,42,36,27,16,16,22,1,420
"E01006633",377,185,32,19,49,26,27,10,13,14,2,325
"E01006637",456,176,50,31,45,46,41,23,31,10,3,491
"E01006638",354,154,41,25,48,29,12,13,21,9,2,333
"E01006639",438,208,62,32,37,15,32,18,19,13,2,380
"E01006640",536,291,35,31,43,50,40,15,15,16,0,434
"E01006641",475,180,66,33,34,75,42,9,27,9,0,502
"E01006642",355,162,29,24,58,20,22,11,18,8,3,328
"E01006643",542,232,50,40,68,43,30,33,29,17,0,532
"E01006644",552,270,65,24,73,32,37,15,17,15,4,457
"E01006645",386,189,32,27,65,22,22,8,13,7,1,309
"E01006646",456,255,42,36,45,13,27,16,11,10,1,317
"E01006647",381,153,27,32,60,20,21,15,28,22,3,403
"E01006648",501,300,39,25,51,21,18,16,13,13,5,334
"E01006651",491,213,44,33,62,45,48,18,15,11,2,457
"E01006652",426,227,34,30,37,33,22,18,11,11,3,336
"E01006653",445,235,37,28,52,27,35,7,18,5,1,343
"E01006654",414,215,33,27,47,33,25,12,12,7,3,319
"E01006655",498,266,31,26,48,42,28,26,17,12,2,400
"E01006656",435,244,53,20,33,24,21,13,16,10,1,310
"E01006657",335,174,40,18,29,26,20,6,13,9,0,264
"E01006658",370,196,30,32,43,14,26,9,5,14,1,269
"E01006659",274,132,29,21,39,13,15,9,11,5,0,220
"E01006660",382,185,34,20,46,26,31,14,16,10,0,336
"E01006661",470,257,42,24,55,28,20,14,17,12,1,363
"E01006662",440,218,59,21,32,46,29,11,20,3,1,370
"E01006663",323,150,34,27,31,25,25,8,11,12,0,286
"E01006664",483,231,44,29,63,36,25,9,23,20,3,436
"E01006665",450,217,41,18,53,42,40,16,11,10,2,392
"E01006666",439,188,28,27,63,26,36,37,17,12,5,425
"E01006667",421,249,23,27,36,27,28,14,12,5,0,284
"E01006668",476,223,40,33,49,31,45,26,13,14,2,425
"E01006669",429,205,37,30,52,31,27,13,17,13,4,375
"E01006670",468,240,37,26,56,27,34,20,13,10,5,371
"E01006671",390,211,18,18,51,21,23,18,19,9,2,311
"E01006672",555,242,59,38,48,45,44,16,35,23,5,571
"E01006673",402,151,44,35,40,29,28,9,41,20,5,488
"E01006674",404,138,38,31,40,38,25,7,56,29,2,603
"E01006675",279,180,33,14,22,11,7,5,4,3,0,142
"E01006676",433,147,51,44,52,45,27,14,31,16,6,531
"E01006677",249,85,26,39,22,26,18,8,13,12,0,282
"E01006678",514,271,48,34,54,20,34,21,21,11,0,405
"E01006679",492,153,51,48,50,43,23,16,75,28,5,728
"E01006680",467,284,14,21,50,31,26,17,11,10,3,314
"E01006681",433,257,29,15,54,19,24,12,9,12,2,288
"E01006682",399,240,17,15,31,23,30,19,8,13,3,284
"E01006683",454,271,26,13,43,20,36,26,12,6,1,306
"E01006684",615,367,57,31,46,31,33,20,16,11,3,401
"E01006685",408,261,14,19,30,16,29,13,11,12,3,264
"E01006686",406,253,16,15,26,18,24,18,11,21,4,293
"E01006687",521,315,60,12,45,31,32,7,9,8,2,318
"E01006688",403,244,25,22,24,28,27,13,12,6,2,273
"E01006689",477,282,29,23,41,24,34,19,14,9,2,333
"E01006690",317,171,44,16,28,27,12,7,4,6,2,221
"E01006691",348,149,33,34,32,30,21,3,35,10,1,376
"E01006692",536,257,61,29,46,41,37,21,25,16,3,490
"E01006693",353,218,16,17,45,20,17,9,5,5,1,209
"E01006694",472,212,63,42,41,42,20,18,20,13,1,428
"E01006695",344,153,37,28,47,21,22,9,12,12,3,311
"E01006696",434,199,34,27,48,37,31,11,24,22,1,424
"E01006697",451,205,56,26,38,48,32,9,23,13,1,440
"E01006698",477,228,52,21,45,38,31,14,28,18,2,454
"E01006699",444,211,53,25,47,31,30,18,13,13,3,383
"E01006700",377,194,36,16,38,26,24,13,9,16,5,318
"E01006701",379,228,30,17,38,23,16,7,10,7,3,246
"E01006702",453,225,46,27,48,34,29,15,15,13,1,374
"E01006703",361,198,20,25,38,18,18,10,14,15,5,288
"E01006705",370,187,53,23,34,22,17,12,12,7,3,288
"E01006706",400,215,16,29,57,21,21,16,12,13,0,303
"E01006707",390,221,19,25,41,16,24,13,22,8,1,298
"E01006708",504,264,27,31,44,45,36,17,16,22,2,432
"E01006709",373,207,25,23,41,25,18,9,12,10,3,275
"E01006710",456,242,32,25,49,33,26,20,17,11,1,358
"E01006711",394,182,41,32,40,29,21,17,14,17,1,363
"E01006712",364,175,25,23,36,39,13,18,23,11,1,334
"E01006713",402,213,43,29,34,27,25,9,12,10,0,302
"E01006716",402,182,54,35,37,31,23,9,25,6,0,358
"E01006717",406,226,24,20,45,20,22,16,12,19,2,322
"E01006718",423,230,28,17,47,23,24,21,13,17,3,348
"E01006719",442,217,43,25,52,28,29,15,20,12,1,378
"E01006720",409,155,52,31,44,35,23,9,38,21,1,487
"E01006721",370,155,57,36,52,34,14,4,13,3,2,317
"E01006722",230,114,18,10,27,13,7,11,23,6,1,230
"E01006723",271,161,20,12,24,20,9,6,10,8,1,198
"E01006724",231,147,14,5,22,10,10,6,9,7,1,147
"E01006725",390,209,42,22,41,25,20,12,14,4,1,285
"E01006726",314,164,24,22,35,18,14,6,21,9,1,271
"E01006727",386,225,45,16,31,22,17,13,9,8,0,261
"E01006728",401,182,50,43,56,27,16,5,17,3,2,323
"E01006729",418,183,26,35,45,36,32,8,36,14,3,440
"E01006730",368,176,20,21,60,12,29,16,24,8,2,334
"E01006731",348,178,22,27,40,18,23,11,18,11,0,292
"E01006732",479,204,48,26,48,30,40,18,49,13,3,533
"E01006734",426,184,49,37,47,40,23,15,13,18,0,399
"E01006735",364,169,37,23,47,24,24,11,18,9,2,327
"E01006736",413,203,34,27,49,19,26,23,20,10,2,354
"E01006737",415,211,26,32,45,27,29,21,10,8,6,342
"E01006738",442,224,42,27,41,32,30,13,15,15,3,370
"E01006739",481,207,40,37,67,39,23,16,29,21,2,481
"E01006740",315,142,31,25,39,13,16,10,13,25,1,310
"E01006741",514,270,31,36,58,32,47,9,20,9,2,404
"E01006742",391,220,28,21,38,29,19,13,15,5,3,288
"E01006743",600,285,65,52,66,49,33,14,21,13,2,501
"E01006744",409,218,41,30,33,32,24,8,20,1,2,305
"E01006745",489,238,58,43,45,34,26,10,16,16,3,407
"E01006746",347,203,19,23,40,20,17,7,10,6,2,237
"E01006747",248,145,23,15,24,21,7,6,1,5,1,153
"E01006748",268,152,19,13,34,18,14,3,8,6,1,189
"E01006751",448,212,34,39,48,35,22,20,18,16,4,424
"E01006752",239,121,16,20,27,18,17,7,12,1,0,196
"E01006753",448,209,53,40,36,29,23,16,30,12,0,419
"E01006754",431,209,49,27,48,26,27,16,16,7,6,360
"E01006755",428,184,36,46,48,32,26,9,28,19,0,429
"E01006756",533,223,67,36,56,42,41,17,34,14,3,531
"E01006757",415,168,37,34,49,47,18,17,28,14,3,456
"E01006758",434,198,52,22,43,33,28,17,24,13,4,420
"E01006759",262,127,22,13,35,19,23,7,6,10,0,232
"E01006760",278,150,33,9,30,7,17,13,11,8,0,215
"E01006761",398,206,38,35,36,24,28,9,9,13,0,310
"E01006762",500,267,25,33,61,31,29,18,20,14,2,399
"E01006763",422,213,42,25,44,24,27,13,18,15,1,362
"E01006764",387,181,43,19,41,21,30,18,15,18,1,375
"E01006765",413,216,21,29,49,19,24,23,13,16,3,339
"E01006766",329,132,39,23,44,29,14,16,18,13,1,334
"E01006767",444,190,53,24,46,44,22,20,35,10,0,448
"E01006768",328,191,16,14,37,13,17,19,9,11,1,249
"E01006769",302,160,22,26,30,16,10,13,16,9,0,241
"E01006770",279,144,20,19,30,24,14,11,12,5,0,225
"E01006771",399,212,26,21,52,24,21,11,22,6,4,315
"E01006772",316,194,15,19,29,10,16,12,13,7,1,206
"E01006773",436,256,25,24,47,27,30,11,8,7,1,282
"E01006774",428,227,24,17,57,26,34,22,9,10,2,331
"E01006775",393,244,19,17,40,17,13,13,15,13,2,271
"E01006776",432,251,36,21,54,16,20,11,13,8,2,286
"E01006778",564,294,65,45,56,31,24,22,10,13,4,417
"E01006779",537,272,46,33,67,33,30,18,24,12,2,443
"E01006780",421,234,39,17,30,22,28,28,12,9,2,318
"E01006781",437,247,38,23,51,19,30,13,5,10,1,292
"E01006782",410,213,37,26,37,34,30,11,9,12,1,326
"E01006783",434,216,29,28,47,32,37,12,20,10,3,387
"E01006784",377,201,33,20,27,35,25,21,11,3,1,299
"E01006785",485,261,49,31,35,26,29,23,18,13,0,382
"E01006786",522,294,32,30,52,24,31,19,22,17,1,410
"E01006787",331,141,28,27,36,18,26,21,20,12,2,343
"E01006788",530,254,37,23,68,54,36,15,26,14,3,478
"E01006790",427,188,51,39,57,40,16,14,12,7,3,366
"E01006791",427,246,40,25,34,25,22,12,13,6,4,302
"E01006792",424,275,16,17,27,27,30,18,5,5,4,255
"E01006793",413,257,33,13,26,25,21,13,16,7,2,277
"E01006794",478,301,40,30,25,19,25,18,13,5,2,286
"E01006795",403,248,23,18,38,19,19,11,12,11,4,270
"E01006796",472,284,14,12,46,24,31,22,15,19,5,355
"E01006797",410,229,24,22,43,29,24,18,12,7,2,305
"E01006798",420,276,11,15,42,26,23,12,8,5,2,238
"E01006799",394,274,25,13,29,17,18,9,5,3,1,189
"E01006800",418,304,21,6,25,13,16,18,9,4,2,197
"E01006801",432,322,18,10,27,15,20,9,5,5,1,179
"E01032505",364,198,27,14,43,27,18,14,9,9,5,278
"E01032506",358,213,41,27,29,20,11,8,6,3,0,206
"E01032507",381,239,28,13,34,19,14,14,14,4,2,241
"E01032508",429,207,40,28,52,28,29,16,17,10,2,368
"E01032509",405,182,55,41,45,40,17,8,10,7,0,330
"E01032510",505,252,56,32,60,33,20,19,16,16,1,404
"E01032511",414,249,28,21,37,21,21,15,7,12,3,278
"E01033747",256,117,34,13,23,13,7,16,15,15,3,262
"E01033748",277,211,39,3,6,4,7,0,5,2,0,93
"E01033749",47,23,5,3,5,4,1,2,3,1,0,41
"E01033750",276,215,26,6,9,15,3,1,1,0,0,83
"E01033751",222,153,12,11,16,7,9,5,3,5,1,111
"E01033752",202,174,16,2,4,6,0,0,0,0,0,36
"E01033753",174,151,14,2,2,5,0,0,0,0,0,29
"E01033754",279,218,15,12,8,6,9,5,5,1,0,98
"E01033755",173,144,16,3,3,5,0,1,0,1,0,37
"E01033756",172,144,10,1,3,8,3,3,0,0,0,42
"E01033757",86,49,9,7,8,6,1,0,4,1,1,60
"E01033758",103,69,6,10,7,2,4,3,1,1,0,50
"E01033759",335,168,29,25,34,24,17,8,19,9,2,294
"E01033760",86,74,2,1,5,1,1,1,1,0,0,17
"E01033761",183,166,8,2,3,3,1,0,0,0,0,21
"E01033762",97,78,7,3,5,2,1,1,0,0,0,23
"E01033763",247,157,11,20,23,5,8,10,6,4,3,154
"E01033764",530,296,36,30,61,31,24,14,20,18,0,401
"E01033765",349,183,28,26,35,15,20,11,21,7,3,302
"E01033766",207,128,16,15,11,10,15,1,3,7,1,136
"E01033767",294,144,38,22,40,13,18,5,8,6,0,217
"E01033768",171,92,21,16,21,12,1,2,1,4,1,106
