"GeographyCode","QS407EW0001","QS407EW0002","QS407EW0003","QS407EW0004","QS407EW0005","QS407EW0006","QS407EW0007","QS407EW0008","QS407EW0009","QS407EW0010"
"E01006618",692,1,7,23,46,204,357,32,15,7
"E01006619",734,1,10,50,85,200,238,86,46,18
"E01006620",625,2,12,108,70,79,203,94,33,24
"E01006621",584,0,6,34,70,49,151,104,83,87
"E01006622",586,1,2,12,19,81,255,140,59,17
"E01006623",527,0,0,3,15,102,132,112,94,69
"E01006624",702,2,13,63,154,196,139,75,28,32
"E01006625",609,0,5,44,30,205,220,66,26,13
"E01006626",593,0,1,17,40,161,250,82,27,15
"E01006627",600,1,5,28,78,195,146,91,35,21
"E01006628",651,2,6,69,52,108,186,112,57,59
"E01006629",573,2,10,65,113,139,157,58,16,13
"E01006630",555,1,13,71,142,248,49,23,5,3
"E01006632",884,6,42,151,199,282,177,17,4,6
"E01006633",699,2,20,109,208,250,75,22,7,6
"E01006637",670,0,6,35,139,378,75,23,8,6
"E01006638",518,1,2,18,90,327,61,9,9,1
"E01006639",640,1,3,27,127,220,173,49,29,11
"E01006640",760,1,2,38,80,183,190,125,103,38
"E01006641",633,0,1,13,134,237,160,63,21,4
"E01006642",590,3,8,29,125,320,76,16,8,5
"E01006643",740,1,6,36,97,441,135,17,4,3
"E01006644",963,7,37,169,181,207,236,76,35,15
"E01006645",690,0,13,134,69,300,129,31,8,6
"E01006646",1006,29,134,237,247,211,86,37,14,11
"E01006647",636,1,10,44,190,281,72,22,6,10
"E01006648",1075,4,77,308,272,246,96,47,15,10
"E01006651",592,0,2,7,46,138,191,110,71,27
"E01006652",633,0,1,17,60,178,276,67,17,17
"E01006653",656,0,2,51,97,276,140,52,32,6
"E01006654",627,8,24,53,135,145,91,74,69,28
"E01006655",706,0,9,22,55,299,230,54,27,10
"E01006656",669,0,6,29,139,171,217,57,29,21
"E01006657",582,1,20,52,131,191,140,39,3,5
"E01006658",634,1,5,49,155,324,71,13,15,1
"E01006659",548,2,22,107,89,205,70,34,12,7
"E01006660",616,1,5,44,111,255,111,37,29,23
"E01006661",749,0,10,49,231,237,145,47,25,5
"E01006662",785,0,13,62,282,230,122,47,19,10
"E01006663",510,1,6,14,153,167,110,38,19,2
"E01006664",822,7,28,83,178,265,157,69,27,8
"E01006665",630,0,3,16,146,197,102,65,59,42
"E01006666",514,0,1,10,49,96,76,106,105,71
"E01006667",618,0,5,16,147,210,153,58,18,11
"E01006668",590,0,0,6,93,226,144,66,34,21
"E01006669",551,0,4,8,76,154,133,74,66,36
"E01006670",607,0,2,22,93,169,153,92,47,29
"E01006671",499,0,2,6,55,135,82,100,75,44
"E01006672",798,0,7,27,105,488,125,25,12,9
"E01006673",954,23,60,290,237,233,66,21,12,12
"E01006674",826,6,55,131,319,202,66,16,16,15
"E01006675",1132,36,165,451,287,80,52,15,11,35
"E01006676",761,8,21,100,198,267,108,36,16,7
"E01006677",477,1,17,38,196,134,70,14,4,3
"E01006678",1059,17,52,231,260,302,121,36,19,21
"E01006679",920,46,73,159,232,258,90,33,16,13
"E01006680",605,0,1,4,16,65,247,173,65,34
"E01006681",719,1,9,123,76,94,211,110,67,28
"E01006682",498,0,0,3,9,34,205,139,84,24
"E01006683",594,1,2,0,14,52,280,153,66,26
"E01006684",999,1,3,99,216,123,234,150,87,86
"E01006685",604,0,2,26,80,70,172,119,77,58
"E01006686",531,0,1,6,12,50,222,140,64,36
"E01006687",933,5,32,154,144,136,97,97,90,178
"E01006688",712,1,23,92,98,91,213,82,45,67
"E01006689",717,1,13,55,35,121,318,121,37,16
"E01006690",801,18,58,221,195,140,97,24,14,34
"E01006691",647,5,37,58,117,219,169,26,12,4
"E01006692",989,6,41,116,218,248,204,108,28,20
"E01006693",838,15,47,129,351,201,55,21,8,11
"E01006694",891,7,34,73,297,300,147,15,12,6
"E01006695",1029,43,107,355,195,130,85,48,41,25
"E01006696",768,7,14,106,215,261,106,30,20,9
"E01006697",828,3,26,70,249,218,204,33,16,9
"E01006698",725,0,8,33,106,286,225,46,16,5
"E01006699",777,4,8,111,165,304,142,28,6,9
"E01006700",653,2,14,61,105,241,183,26,14,7
"E01006701",671,0,36,84,158,186,151,30,23,3
"E01006702",740,1,21,36,159,317,162,29,9,6
"E01006703",818,6,31,188,159,298,92,28,12,4
"E01006705",689,5,22,53,139,269,138,32,24,7
"E01006706",582,2,5,39,109,336,64,18,5,4
"E01006707",553,1,3,39,101,305,70,28,3,3
"E01006708",754,1,6,39,139,339,152,53,10,15
"E01006709",685,7,22,35,194,186,105,92,35,9
"E01006710",592,0,2,9,42,396,114,17,9,3
"E01006711",685,7,19,66,149,152,182,69,23,18
"E01006712",569,0,3,6,82,191,247,33,7,0
"E01006713",604,0,3,16,121,194,236,20,8,6
"E01006716",701,1,16,76,232,250,96,17,7,6
"E01006717",576,0,3,18,59,136,242,62,33,23
"E01006718",678,5,17,53,87,152,212,82,44,26
"E01006719",638,0,4,22,43,195,307,45,13,9
"E01006720",905,5,24,110,244,273,193,32,14,10
"E01006721",912,4,35,170,435,176,65,16,9,2
"E01006722",608,2,10,30,53,136,216,98,52,11
"E01006723",749,5,17,95,104,194,224,61,30,19
"E01006724",554,4,2,28,34,74,218,114,56,24
"E01006725",739,1,9,91,202,212,159,41,16,8
"E01006726",659,1,13,35,146,199,182,34,32,17
"E01006727",665,3,19,37,155,209,172,37,24,9
"E01006728",855,4,36,76,445,206,63,10,12,3
"E01006729",539,0,1,8,15,387,107,15,4,2
"E01006730",542,1,0,13,23,300,171,21,10,3
"E01006731",486,0,2,22,31,287,120,12,9,3
"E01006732",644,0,0,20,32,426,150,10,3,3
"E01006734",625,2,8,55,129,333,78,14,3,3
"E01006735",571,0,2,18,100,265,156,17,10,3
"E01006736",582,2,3,12,21,186,303,41,10,4
"E01006737",562,0,2,16,36,236,228,31,8,5
"E01006738",662,0,0,19,137,334,143,13,14,2
"E01006739",707,4,9,63,71,310,211,18,13,8
"E01006740",604,4,17,82,154,228,86,15,15,3
"E01006741",778,1,2,37,93,392,212,26,10,5
"E01006742",591,5,2,24,20,208,260,47,19,6
"E01006743",1008,0,24,167,203,273,213,67,44,17
"E01006744",739,2,18,48,217,203,201,29,12,9
"E01006745",907,7,44,226,152,214,143,58,31,32
"E01006746",655,2,9,57,107,288,149,29,4,10
"E01006747",857,55,76,181,230,165,53,55,27,15
"E01006748",756,2,16,33,89,257,256,69,19,15
"E01006751",831,8,40,153,197,231,128,27,34,13
"E01006752",489,19,16,86,190,104,43,15,13,3
"E01006753",666,0,7,43,136,217,206,34,11,12
"E01006754",781,7,34,128,171,177,207,33,13,11
"E01006755",690,1,7,151,150,160,173,33,11,4
"E01006756",757,1,9,41,191,206,250,33,19,7
"E01006757",621,0,6,38,148,139,220,46,14,10
"E01006758",639,1,3,45,115,197,235,29,8,6
"E01006759",460,3,6,48,43,92,135,55,42,36
"E01006760",826,35,83,212,170,99,79,52,36,60
"E01006761",793,9,30,179,148,227,121,53,17,9
"E01006762",725,1,10,44,128,293,197,33,19,0
"E01006763",652,0,4,20,131,188,237,40,17,15
"E01006764",667,8,34,100,98,135,145,58,53,36
"E01006765",659,0,13,20,60,221,274,44,18,9
"E01006766",574,0,19,51,115,199,152,30,6,2
"E01006767",779,1,14,54,149,272,194,65,22,8
"E01006768",587,10,27,78,86,107,96,69,55,59
"E01006769",712,3,10,119,258,185,76,49,8,4
"E01006770",445,2,10,44,68,159,111,42,6,3
"E01006771",694,2,12,100,141,309,95,26,6,3
"E01006772",480,0,5,35,58,179,127,46,19,11
"E01006773",554,1,0,8,23,182,228,74,25,13
"E01006774",552,1,0,5,23,146,206,100,51,20
"E01006775",556,0,4,14,90,222,196,23,7,0
"E01006776",844,3,16,115,278,274,98,35,10,15
"E01006778",1124,20,77,147,315,399,91,46,16,13
"E01006779",902,0,19,91,281,374,90,32,10,5
"E01006780",619,2,17,21,65,162,200,74,49,29
"E01006781",600,0,2,29,37,142,237,74,39,40
"E01006782",691,10,17,73,76,129,234,80,40,32
"E01006783",645,1,7,29,78,211,221,78,16,4
"E01006784",586,1,9,41,40,146,242,72,17,18
"E01006785",781,1,37,107,94,184,199,94,46,19
"E01006786",764,3,13,66,55,153,306,83,56,29
"E01006787",691,12,43,154,81,110,120,81,47,43
"E01006788",681,0,1,11,22,215,299,96,21,16
"E01006790",801,4,27,109,243,298,96,12,6,6
"E01006791",873,7,20,130,248,257,144,37,16,14
"E01006792",557,0,5,15,56,65,115,120,109,72
"E01006793",759,4,8,183,151,157,104,49,51,52
"E01006794",711,0,9,36,115,127,184,122,62,56
"E01006795",628,1,12,31,103,112,171,88,60,50
"E01006796",581,1,5,2,18,45,88,152,129,141
"E01006797",707,3,36,106,75,203,204,51,22,7
"E01006798",609,1,6,68,66,120,162,98,58,30
"E01006799",1145,2,49,279,400,220,125,41,16,13
"E01006800",679,0,3,13,103,234,180,80,38,28
"E01006801",609,0,1,6,69,210,168,84,45,26
"E01032505",563,1,6,18,148,145,99,37,45,64
"E01032506",656,6,21,59,147,163,186,44,25,5
"E01032507",666,1,15,31,54,181,255,94,30,5
"E01032508",847,1,33,121,208,338,80,29,13,24
"E01032509",665,0,6,21,214,200,182,26,12,4
"E01032510",776,2,15,39,195,308,156,33,22,6
"E01032511",616,4,12,48,134,201,143,43,22,9
"E01033747",496,0,6,124,108,148,54,34,9,13
"E01033748",772,1,18,335,268,124,19,5,2,0
"E01033749",1039,286,214,127,268,50,28,15,4,47
"E01033750",905,7,90,221,451,72,49,10,3,2
"E01033751",603,2,35,111,312,97,25,8,8,5
"E01033752",790,24,154,424,145,33,3,2,3,2
"E01033753",714,17,169,397,103,13,9,2,4,0
"E01033754",838,5,131,303,251,101,31,9,4,3
"E01033755",675,28,111,317,170,38,7,3,1,0
"E01033756",733,92,199,275,103,36,15,6,4,3
"E01033757",715,87,104,165,186,59,30,9,45,30
"E01033758",475,35,147,122,72,55,10,14,8,12
"E01033759",480,2,10,28,51,286,84,11,5,3
"E01033760",529,91,142,119,63,50,36,18,7,3
"E01033761",832,46,130,330,242,44,18,6,3,13
"E01033762",456,31,130,110,86,62,12,22,2,1
"E01033763",820,15,48,226,197,176,89,52,4,13
"E01033764",1172,4,37,254,325,395,98,27,21,11
"E01033765",659,2,17,79,214,211,85,31,16,4
"E01033766",424,1,0,9,50,99,165,68,25,7
"E01033767",562,3,5,65,275,141,49,14,8,2
"E01033768",835,14,135,361,196,61,26,11,15,16
