"GeographyCode","QS603EW0001","QS603EW0002","QS603EW0003","QS603EW0004"
"E00033249",16,2,2,12
"E00033250",11,1,1,9
"E00033251",17,5,2,10
"E00033252",19,3,2,14
"E00033253",11,2,2,7
"E00033254",27,6,3,18
"E00033255",17,4,1,12
"E00033256",9,2,0,7
"E00033257",9,3,2,4
"E00033258",19,5,2,12
"E00033259",5,0,1,4
"E00033260",14,3,2,9
"E00033261",13,3,2,8
"E00033262",1,0,0,1
"E00033263",8,0,0,8
"E00033264",5,0,0,5
"E00033265",14,4,2,8
"E00033266",19,5,5,9
"E00033267",9,4,0,5
"E00033268",19,8,1,10
"E00033269",12,7,1,4
"E00033270",30,8,3,19
"E00033271",38,16,3,19
"E00033272",14,7,0,7
"E00033274",18,3,2,13
"E00033275",14,2,2,10
"E00033276",5,0,1,4
"E00033277",10,3,2,5
"E00033278",12,1,0,11
"E00033279",12,2,2,8
"E00033281",19,4,1,14
"E00033282",11,5,1,5
"E00033283",18,7,7,4
"E00033284",21,10,2,9
"E00033285",14,2,6,6
"E00033286",8,0,3,5
"E00033287",18,6,1,11
"E00033288",20,6,3,11
"E00033289",20,6,0,14
"E00033290",16,7,4,5
"E00033291",23,3,5,15
"E00033292",3,1,1,1
"E00033293",25,5,8,12
"E00033294",14,5,0,9
"E00033295",17,6,2,9
"E00033296",15,5,0,10
"E00033297",29,3,4,22
"E00033298",18,5,2,11
"E00033299",22,5,6,11
"E00033300",9,1,2,6
"E00033301",17,5,1,11
"E00033302",10,1,2,7
"E00033304",17,5,0,12
"E00033305",8,2,0,6
"E00033306",20,4,3,13
"E00033307",14,3,1,10
"E00033308",17,3,4,10
"E00033309",14,6,0,8
"E00033310",16,3,5,8
"E00033312",13,5,2,6
"E00033313",25,6,6,13
"E00033314",17,5,0,12
"E00033315",22,6,0,16
"E00033316",13,6,0,7
"E00033317",21,7,0,14
"E00033318",25,8,3,14
"E00033319",22,9,3,10
"E00033320",13,3,0,10
"E00033322",18,7,0,11
"E00033323",20,5,1,14
"E00033324",18,4,0,14
"E00033326",14,4,0,10
"E00033327",14,5,1,8
"E00033328",13,1,3,9
"E00033329",26,4,5,17
"E00033330",19,8,0,11
"E00033331",17,2,0,15
"E00033332",30,11,3,16
"E00033333",14,10,0,4
"E00033334",17,6,3,8
"E00033335",18,7,0,11
"E00033336",14,3,0,11
"E00033337",15,5,1,9
"E00033338",24,6,1,17
"E00033339",37,11,3,23
"E00033340",14,4,1,9
"E00033341",18,5,0,13
"E00033342",24,15,0,9
"E00033343",18,7,1,10
"E00033344",28,10,4,14
"E00033345",44,20,6,18
"E00033346",36,11,0,25
"E00033347",27,5,2,20
"E00033348",22,10,1,11
"E00033349",12,3,4,5
"E00033350",16,4,3,9
"E00033351",18,4,1,13
"E00033352",16,5,1,10
"E00033353",19,6,4,9
"E00033354",6,0,5,1
"E00033355",21,6,3,12
"E00033356",25,10,1,14
"E00033357",22,4,2,16
"E00033358",19,3,6,10
"E00033359",20,6,0,14
"E00033360",23,5,2,16
"E00033361",23,7,3,13
"E00033362",10,3,1,6
"E00033363",11,5,3,3
"E00033364",23,10,2,11
"E00033365",37,10,4,23
"E00033366",14,7,0,7
"E00033367",68,12,1,55
"E00033368",13,3,0,10
"E00033369",27,7,1,19
"E00033370",17,3,1,13
"E00033371",23,9,2,12
"E00033372",16,5,0,11
"E00033373",31,10,2,19
"E00033374",5,1,0,4
"E00033375",22,4,0,18
"E00033376",12,3,0,9
"E00033377",13,3,0,10
"E00033378",19,4,0,15
"E00033379",14,6,0,8
"E00033380",14,9,0,5
"E00033381",6,2,0,4
"E00033382",22,8,2,12
"E00033383",8,1,0,7
"E00033384",35,12,0,23
"E00033385",24,9,2,13
"E00033386",19,9,4,6
"E00033387",17,7,1,9
"E00033388",8,2,0,6
"E00033389",12,5,1,6
"E00033391",35,8,4,23
"E00033392",37,10,2,25
"E00033394",38,12,9,17
"E00033395",17,5,2,10
"E00033396",15,4,2,9
"E00033397",25,15,4,6
"E00033399",23,6,2,15
"E00033400",27,9,3,15
"E00033401",17,3,2,12
"E00033402",89,20,6,63
"E00033403",37,4,4,29
"E00033404",16,2,0,14
"E00033405",30,7,3,20
"E00033406",29,8,1,20
"E00033407",62,14,7,41
"E00033408",91,30,8,53
"E00033409",18,5,1,12
"E00033410",56,15,3,38
"E00033411",25,8,1,16
"E00033412",60,19,4,37
"E00033413",50,12,6,32
"E00033414",54,19,2,33
"E00033415",22,6,1,15
"E00033416",61,23,4,34
"E00033417",48,16,5,27
"E00033418",49,19,2,28
"E00033419",22,6,0,16
"E00033420",84,16,8,60
"E00033421",59,22,3,34
"E00033422",36,8,1,27
"E00033423",52,15,4,33
"E00033424",39,14,4,21
"E00033425",18,7,2,9
"E00033426",30,9,5,16
"E00033427",11,3,0,8
"E00033428",15,7,2,6
"E00033432",22,3,2,17
"E00033435",20,6,2,12
"E00033436",16,4,3,9
"E00033437",15,4,0,11
"E00033438",19,1,2,16
"E00033439",20,8,3,9
"E00033440",29,5,5,19
"E00033441",16,1,3,12
"E00033442",25,4,3,18
"E00033443",7,3,1,3
"E00033444",15,2,2,11
"E00033445",16,8,2,6
"E00033446",17,4,3,10
"E00033447",8,2,0,6
"E00033448",21,9,3,9
"E00033449",12,1,2,9
"E00033450",15,5,0,10
"E00033451",14,3,3,8
"E00033452",13,4,6,3
"E00033453",3,0,1,2
"E00033454",19,6,0,13
"E00033455",7,1,2,4
"E00033456",26,6,4,16
"E00033457",12,1,5,6
"E00033458",22,8,1,13
"E00033459",8,0,2,6
"E00033460",14,2,3,9
"E00033462",14,2,0,12
"E00033463",9,4,0,5
"E00033464",8,4,3,1
"E00033466",15,3,4,8
"E00033468",19,8,3,8
"E00033470",17,5,3,9
"E00033471",13,6,1,6
"E00033472",11,4,3,4
"E00033473",25,8,2,15
"E00033474",13,5,3,5
"E00033475",11,4,2,5
"E00033476",10,4,0,6
"E00033477",13,1,1,11
"E00033478",13,1,2,10
"E00033479",22,6,2,14
"E00033480",23,9,4,10
"E00033481",22,6,3,13
"E00033482",20,7,0,13
"E00033483",18,3,1,14
"E00033484",18,5,3,10
"E00033485",25,8,5,12
"E00033486",16,7,0,9
"E00033487",9,4,0,5
"E00033488",15,4,3,8
"E00033489",21,5,3,13
"E00033490",17,7,1,9
"E00033491",10,4,1,5
"E00033492",17,3,1,13
"E00033493",13,2,2,9
"E00033494",14,4,2,8
"E00033495",25,10,3,12
"E00033496",12,1,7,4
"E00033497",13,5,3,5
"E00033498",2,0,2,0
"E00033501",3,2,0,1
"E00033502",15,5,5,5
"E00033503",10,4,3,3
"E00033504",26,6,5,15
"E00033505",9,3,1,5
"E00033506",30,11,0,19
"E00033507",13,3,2,8
"E00033508",17,4,2,11
"E00033509",22,7,2,13
"E00033510",17,2,3,12
"E00033511",17,2,0,15
"E00033512",19,5,4,10
"E00033513",27,2,1,24
"E00033514",12,7,0,5
"E00033515",10,4,0,6
"E00033516",15,5,3,7
"E00033517",18,4,0,14
"E00033518",20,6,1,13
"E00033519",16,2,1,13
"E00033520",5,1,1,3
"E00033521",17,6,2,9
"E00033522",16,6,1,9
"E00033523",15,3,0,12
"E00033524",20,8,1,11
"E00033525",27,5,3,19
"E00033526",18,7,3,8
"E00033527",25,6,0,19
"E00033528",8,2,0,6
"E00033530",36,10,5,21
"E00033531",24,9,1,14
"E00033532",15,5,2,8
"E00033533",18,7,0,11
"E00033534",10,1,3,6
"E00033535",14,4,1,9
"E00033536",22,4,4,14
"E00033537",16,4,1,11
"E00033538",22,4,3,15
"E00033539",18,8,3,7
"E00033540",25,6,2,17
"E00033541",18,7,2,9
"E00033542",14,2,3,9
"E00033543",21,7,1,13
"E00033544",13,7,1,5
"E00033545",9,5,1,3
"E00033546",22,1,4,17
"E00033547",12,2,2,8
"E00033548",14,8,0,6
"E00033549",22,8,0,14
"E00033550",14,3,2,9
"E00033551",12,6,0,6
"E00033552",13,10,2,1
"E00033553",23,10,2,11
"E00033554",26,8,2,16
"E00033555",21,9,2,10
"E00033556",22,7,4,11
"E00033557",18,8,2,8
"E00033558",21,6,0,15
"E00033559",19,5,2,12
"E00033560",35,11,0,24
"E00033561",31,9,2,20
"E00033562",26,8,2,16
"E00033563",22,7,5,10
"E00033564",19,3,0,16
"E00033565",19,8,2,9
"E00033566",24,12,2,10
"E00033567",18,7,3,8
"E00033568",16,6,0,10
"E00033569",22,5,2,15
"E00033570",18,11,3,4
"E00033571",11,0,1,10
"E00033572",18,7,3,8
"E00033573",13,7,0,6
"E00033574",24,6,3,15
"E00033575",20,7,1,12
"E00033576",13,3,1,9
"E00033577",23,8,0,15
"E00033579",28,6,3,19
"E00033580",9,0,1,8
"E00033581",32,12,4,16
"E00033582",19,3,4,12
"E00033583",20,8,0,12
"E00033584",338,76,49,213
"E00033585",27,10,0,17
"E00033586",35,8,3,24
"E00033587",9,2,0,7
"E00033589",9,2,0,7
"E00033590",10,5,3,2
"E00033591",18,2,6,10
"E00033592",25,7,0,18
"E00033593",11,1,4,6
"E00033594",24,4,4,16
"E00033595",24,7,1,16
"E00033596",13,4,2,7
"E00033597",10,4,0,6
"E00033598",7,0,3,4
"E00033599",13,2,0,11
"E00033600",8,1,3,4
"E00033601",10,3,0,7
"E00033602",18,4,4,10
"E00033603",13,3,1,9
"E00033604",20,5,3,12
"E00033605",38,13,2,23
"E00033606",38,22,2,14
"E00033607",17,6,2,9
"E00033608",21,5,1,15
"E00033611",42,17,4,21
"E00033613",29,6,3,20
"E00033614",31,10,3,18
"E00033616",34,8,4,22
"E00033618",14,6,0,8
"E00033620",29,15,3,11
"E00033621",17,5,3,9
"E00033623",31,5,1,25
"E00033624",16,6,1,9
"E00033625",20,7,0,13
"E00033626",16,6,2,8
"E00033627",12,4,1,7
"E00033628",22,3,1,18
"E00033629",33,11,4,18
"E00033630",15,5,2,8
"E00033631",11,3,2,6
"E00033632",19,4,3,12
"E00033633",7,3,0,4
"E00033634",23,7,2,14
"E00033635",18,7,0,11
"E00033636",38,13,2,23
"E00033637",34,13,3,18
"E00033639",18,8,1,9
"E00033640",27,4,6,17
"E00033641",22,7,1,14
"E00033642",23,11,1,11
"E00033643",8,1,0,7
"E00033644",14,3,1,10
"E00033645",9,1,0,8
"E00033646",11,4,2,5
"E00033647",11,4,1,6
"E00033648",15,4,2,9
"E00033649",12,2,0,10
"E00033650",25,4,3,18
"E00033651",10,3,3,4
"E00033652",21,5,2,14
"E00033653",8,2,1,5
"E00033654",17,0,1,16
"E00033655",20,2,1,17
"E00033656",19,3,0,16
"E00033657",10,3,0,7
"E00033658",22,5,3,14
"E00033659",21,4,1,16
"E00033660",16,2,4,10
"E00033662",21,3,0,18
"E00033663",10,1,3,6
"E00033664",8,1,1,6
"E00033665",26,7,1,18
"E00033666",9,5,1,3
"E00033667",15,3,2,10
"E00033668",12,1,3,8
"E00033669",21,4,3,14
"E00033670",30,11,1,18
"E00033672",55,13,7,35
"E00033673",18,4,1,13
"E00033677",10,0,2,8
"E00033678",77,15,6,56
"E00033684",35,5,6,24
"E00033685",14,5,0,9
"E00033686",12,0,1,11
"E00033687",36,9,7,20
"E00033688",15,0,2,13
"E00033689",28,7,3,18
"E00033690",32,7,4,21
"E00033691",14,5,3,6
"E00033692",16,3,0,13
"E00033694",17,5,1,11
"E00033695",14,3,4,7
"E00033696",25,8,2,15
"E00033697",12,4,1,7
"E00033698",18,5,3,10
"E00033699",14,2,1,11
"E00033700",6,2,0,4
"E00033701",28,14,2,12
"E00033702",6,0,3,3
"E00033703",8,0,0,8
"E00033704",25,7,2,16
"E00033705",17,4,1,12
"E00033706",13,2,3,8
"E00033707",13,3,0,10
"E00033708",3,0,1,2
"E00033709",12,3,1,8
"E00033710",18,5,2,11
"E00033711",6,3,0,3
"E00033712",26,7,0,19
"E00033713",13,5,2,6
"E00033715",22,3,5,14
"E00033716",13,5,4,4
"E00033717",11,3,0,8
"E00033718",16,6,1,9
"E00033719",28,9,6,13
"E00033720",20,4,3,13
"E00033721",28,12,3,13
"E00033722",13,8,1,4
"E00033723",14,7,1,6
"E00033724",19,3,1,15
"E00033725",17,3,1,13
"E00033726",11,3,2,6
"E00033727",17,5,1,11
"E00033728",32,18,1,13
"E00033729",10,3,1,6
"E00033730",20,7,1,12
"E00033731",4,3,0,1
"E00033732",14,5,1,8
"E00033733",14,3,0,11
"E00033734",4,1,0,3
"E00033735",3,1,1,1
"E00033736",8,3,0,5
"E00033737",22,6,1,15
"E00033738",9,2,1,6
"E00033739",15,5,2,8
"E00033740",17,5,1,11
"E00033741",10,3,2,5
"E00033742",18,10,2,6
"E00033743",17,7,3,7
"E00033744",15,2,3,10
"E00033745",8,1,1,6
"E00033746",12,2,3,7
"E00033747",23,6,6,11
"E00033748",9,4,0,5
"E00033749",19,1,1,17
"E00033750",20,6,6,8
"E00033752",15,2,3,10
"E00033753",14,5,0,9
"E00033754",20,6,4,10
"E00033755",33,6,4,23
"E00033756",12,3,2,7
"E00033758",13,3,2,8
"E00033759",17,4,2,11
"E00033762",28,7,2,19
"E00033763",22,8,1,13
"E00033764",27,14,2,11
"E00033765",21,5,4,12
"E00033766",37,15,5,17
"E00033767",14,6,1,7
"E00033768",21,9,1,11
"E00033769",12,4,1,7
"E00033770",42,15,5,22
"E00033771",23,8,2,13
"E00033773",9,4,0,5
"E00033774",9,4,1,4
"E00033775",28,6,5,17
"E00033776",10,4,1,5
"E00033777",18,6,3,9
"E00033778",20,3,2,15
"E00033779",6,2,0,4
"E00033780",8,3,0,5
"E00033781",11,4,0,7
"E00033782",21,12,3,6
"E00033783",24,7,7,10
"E00033784",23,5,1,17
"E00033785",16,3,1,12
"E00033786",41,6,6,29
"E00033787",20,11,0,9
"E00033788",28,9,5,14
"E00033789",27,8,3,16
"E00033790",19,7,2,10
"E00033791",19,10,1,8
"E00033792",14,5,3,6
"E00033793",22,5,3,14
"E00033794",18,1,2,15
"E00033795",20,9,2,9
"E00033796",11,7,0,4
"E00033797",24,5,4,15
"E00033798",32,14,2,16
"E00033799",14,3,2,9
"E00033800",8,1,1,6
"E00033801",7,3,0,4
"E00033802",2,1,0,1
"E00033803",14,4,0,10
"E00033804",18,5,3,10
"E00033805",6,1,2,3
"E00033806",19,5,3,11
"E00033807",51,6,5,40
"E00033808",27,6,2,19
"E00033810",24,7,0,17
"E00033811",59,11,7,41
"E00033812",41,8,4,29
"E00033813",74,18,4,52
"E00033814",33,9,5,19
"E00033815",18,3,1,14
"E00033816",30,9,1,20
"E00033818",17,0,3,14
"E00033819",46,12,7,27
"E00033820",19,4,5,10
"E00033821",14,3,2,9
"E00033822",43,8,6,29
"E00033823",26,6,10,10
"E00033824",71,14,7,50
"E00033825",19,6,3,10
"E00033826",38,24,2,12
"E00033827",25,12,1,12
"E00033828",33,6,7,20
"E00033829",37,12,5,20
"E00033832",17,4,1,12
"E00033833",24,9,1,14
"E00033836",1,0,0,1
"E00033837",24,5,3,16
"E00033838",15,5,1,9
"E00033839",32,7,5,20
"E00033840",58,8,5,45
"E00033841",20,6,0,14
"E00033842",67,15,13,39
"E00033843",33,6,4,23
"E00033844",33,2,7,24
"E00033845",37,14,5,18
"E00033846",68,20,2,46
"E00033847",43,14,10,19
"E00033848",25,10,1,14
"E00033849",19,8,1,10
"E00033850",17,8,0,9
"E00033851",65,24,8,33
"E00033852",26,5,1,20
"E00033853",16,5,1,10
"E00033854",41,7,6,28
"E00033855",7,2,1,4
"E00033856",8,2,1,5
"E00033857",15,6,0,9
"E00033859",14,4,2,8
"E00033861",22,13,1,8
"E00033862",18,9,2,7
"E00033863",13,4,2,7
"E00033864",14,3,0,11
"E00033865",16,4,1,11
"E00033866",16,4,1,11
"E00033867",20,9,0,11
"E00033868",19,6,1,12
"E00033869",25,11,1,13
"E00033870",18,6,2,10
"E00033871",20,8,3,9
"E00033872",18,4,0,14
"E00033873",13,4,3,6
"E00033874",28,10,2,16
"E00033875",12,4,0,8
"E00033876",17,4,3,10
"E00033877",25,6,6,13
"E00033878",12,1,2,9
"E00033879",23,10,2,11
"E00033880",31,8,2,21
"E00033881",16,5,1,10
"E00033882",11,3,2,6
"E00033883",13,2,0,11
"E00033884",20,4,0,16
"E00033885",23,3,2,18
"E00033886",21,9,3,9
"E00033887",41,11,1,29
"E00033888",15,6,0,9
"E00033889",7,3,0,4
"E00033890",7,0,2,5
"E00033891",9,0,0,9
"E00033892",0,0,0,0
"E00033893",13,4,0,9
"E00033894",21,9,0,12
"E00033895",13,3,0,10
"E00033896",12,4,2,6
"E00033897",14,4,2,8
"E00033898",40,13,2,25
"E00033899",13,5,3,5
"E00033900",35,6,7,22
"E00033901",29,8,10,11
"E00033902",56,16,7,33
"E00033903",22,8,3,11
"E00033904",23,4,2,17
"E00033905",7,1,0,6
"E00033906",28,16,0,12
"E00033907",27,11,4,12
"E00033908",24,5,9,10
"E00033909",51,17,8,26
"E00033910",35,10,0,25
"E00033911",31,6,7,18
"E00033913",12,4,2,6
"E00033914",45,20,3,22
"E00033915",16,6,0,10
"E00033917",12,3,1,8
"E00033918",8,1,2,5
"E00033919",15,2,0,13
"E00033920",15,8,1,6
"E00033921",40,22,2,16
"E00033922",40,13,5,22
"E00033923",19,5,1,13
"E00033924",51,18,5,28
"E00033925",17,4,1,12
"E00033926",34,13,3,18
"E00033927",37,11,7,19
"E00033928",27,7,3,17
"E00033930",24,12,0,12
"E00033931",25,6,3,16
"E00033932",40,17,7,16
"E00033933",38,14,2,22
"E00033934",47,11,8,28
"E00033935",26,2,8,16
"E00033936",27,8,2,17
"E00033937",14,6,1,7
"E00033938",23,4,6,13
"E00033939",28,3,5,20
"E00033940",35,11,5,19
"E00033941",42,4,6,32
"E00033942",26,5,2,19
"E00033943",13,2,0,11
"E00033944",56,23,3,30
"E00033945",13,4,0,9
"E00033946",52,7,4,41
"E00033947",28,11,0,17
"E00033948",33,9,7,17
"E00033949",18,6,0,12
"E00033950",18,2,3,13
"E00033951",5,0,0,5
"E00033952",9,3,0,6
"E00033953",31,3,4,24
"E00033954",10,1,0,9
"E00033955",14,2,1,11
"E00033956",7,3,0,4
"E00033957",17,4,1,12
"E00033958",22,6,2,14
"E00033959",12,5,1,6
"E00033960",24,3,8,13
"E00033961",14,6,3,5
"E00033962",26,5,1,20
"E00033963",23,4,5,14
"E00033964",16,0,7,9
"E00033965",17,4,4,9
"E00033966",11,1,0,10
"E00033967",15,3,0,12
"E00033968",8,4,0,4
"E00033969",22,4,5,13
"E00033970",11,3,0,8
"E00033971",13,4,0,9
"E00033972",20,5,0,15
"E00033973",20,12,0,8
"E00033974",15,6,1,8
"E00033975",18,5,4,9
"E00033976",15,4,0,11
"E00033977",8,2,0,6
"E00033978",11,2,1,8
"E00033979",5,1,0,4
"E00033980",8,4,1,3
"E00033981",5,1,0,4
"E00033982",5,1,1,3
"E00033983",18,7,1,10
"E00033984",14,3,3,8
"E00033985",9,0,2,7
"E00033986",13,3,1,9
"E00033987",20,8,3,9
"E00033988",19,3,7,9
"E00033989",7,1,1,5
"E00033990",15,9,0,6
"E00033991",18,8,3,7
"E00033992",14,4,1,9
"E00033993",26,7,3,16
"E00033994",25,8,3,14
"E00033995",11,3,2,6
"E00033996",5,1,0,4
"E00033997",26,3,3,20
"E00033998",17,2,2,13
"E00033999",26,6,5,15
"E00034000",13,4,0,9
"E00034001",14,8,0,6
"E00034002",12,4,1,7
"E00034003",20,3,1,16
"E00034004",13,6,0,7
"E00034005",12,6,1,5
"E00034006",20,4,3,13
"E00034007",11,2,0,9
"E00034008",18,2,0,16
"E00034009",7,3,0,4
"E00034010",16,7,0,9
"E00034011",20,7,0,13
"E00034012",19,5,2,12
"E00034013",11,2,1,8
"E00034014",18,4,3,11
"E00034015",17,6,2,9
"E00034016",15,4,0,11
"E00034017",26,6,1,19
"E00034019",22,0,1,21
"E00034020",18,1,3,14
"E00034021",20,7,2,11
"E00034022",16,0,3,13
"E00034023",8,2,1,5
"E00034024",16,2,2,12
"E00034025",28,7,2,19
"E00034026",19,6,2,11
"E00034027",12,3,2,7
"E00034028",13,4,1,8
"E00034029",18,6,2,10
"E00034030",9,1,0,8
"E00034031",10,4,1,5
"E00034032",21,7,1,13
"E00034033",20,8,3,9
"E00034034",15,4,3,8
"E00034035",30,7,4,19
"E00034036",31,10,2,19
"E00034037",25,10,3,12
"E00034038",19,5,2,12
"E00034039",20,4,5,11
"E00034040",16,3,3,10
"E00034041",14,8,1,5
"E00034042",12,2,2,8
"E00034043",25,4,4,17
"E00034044",27,4,5,18
"E00034045",15,5,3,7
"E00034046",18,8,1,9
"E00034047",20,3,2,15
"E00034048",12,7,1,4
"E00034049",10,1,1,8
"E00034050",18,6,3,9
"E00034051",5,3,0,2
"E00034052",13,3,4,6
"E00034053",31,10,5,16
"E00034054",15,0,4,11
"E00034055",25,11,0,14
"E00034056",12,7,0,5
"E00034057",8,0,0,8
"E00034058",24,11,5,8
"E00034059",22,9,0,13
"E00034061",25,8,1,16
"E00034062",179,36,4,139
"E00034063",274,77,26,171
"E00034064",339,69,28,242
"E00034065",20,8,3,9
