"GeographyCode","QS413EW0001","QS413EW0002","QS413EW0003","QS413EW0004","QS413EW0005"
"E01006584",611,170,333,80,28
"E01006585",641,168,359,74,40
"E01006586",921,328,458,99,36
"E01006587",717,200,399,75,43
"E01006588",702,232,383,49,38
"E01006589",599,160,320,91,28
"E01006590",701,244,361,76,20
"E01006591",671,221,352,68,30
"E01006592",624,260,297,43,24
"E01006593",662,237,338,66,21
"E01006594",579,256,265,46,12
"E01006595",812,261,439,87,25
"E01006596",597,188,320,65,24
"E01006597",683,255,364,46,18
"E01006598",604,172,315,66,51
"E01006599",482,157,230,65,30
"E01006600",592,175,301,81,35
"E01006603",594,184,294,79,37
"E01006604",571,181,278,72,40
"E01006605",696,205,350,86,55
"E01006606",723,229,407,56,31
"E01006607",641,193,312,95,41
"E01006608",563,233,231,76,23
"E01006609",576,225,264,54,33
"E01006610",669,206,349,74,40
"E01006611",742,392,242,75,33
"E01006612",740,212,401,69,58
"E01006613",611,206,283,78,44
"E01006614",667,274,283,75,35
"E01006615",663,254,290,88,31
"E01006616",613,189,293,84,47
"E01006617",650,219,347,66,18
"E01006618",692,201,340,106,45
"E01006619",734,231,394,84,25
"E01006620",625,152,359,82,32
"E01006621",584,193,293,80,18
"E01006622",586,147,318,98,23
"E01006623",527,154,283,70,20
"E01006624",702,267,311,83,41
"E01006625",609,164,334,88,23
"E01006626",593,183,283,101,26
"E01006627",600,200,296,88,16
"E01006628",651,215,339,63,34
"E01006629",573,181,297,62,33
"E01006630",555,117,294,80,64
"E01006632",884,260,429,101,94
"E01006633",699,223,341,83,52
"E01006637",670,200,319,88,63
"E01006638",518,165,240,75,38
"E01006639",640,186,326,83,45
"E01006640",760,236,385,100,39
"E01006641",633,155,278,146,54
"E01006642",590,213,265,68,44
"E01006643",740,181,378,114,67
"E01006644",963,268,543,95,57
"E01006645",690,193,382,66,49
"E01006646",1006,343,473,87,103
"E01006647",636,213,287,72,64
"E01006648",1075,337,536,128,74
"E01006651",592,135,306,127,24
"E01006652",633,190,325,92,26
"E01006653",656,192,337,88,39
"E01006654",627,177,331,84,35
"E01006655",706,193,363,101,49
"E01006656",669,233,322,70,44
"E01006657",582,190,282,74,36
"E01006658",634,220,309,66,39
"E01006659",548,169,301,49,29
"E01006660",616,193,304,80,39
"E01006661",749,262,343,103,41
"E01006662",785,294,343,109,39
"E01006663",510,174,225,88,23
"E01006664",822,267,399,113,43
"E01006665",630,192,312,101,25
"E01006666",514,130,272,92,20
"E01006667",618,200,307,88,23
"E01006668",590,137,334,94,25
"E01006669",551,164,270,88,29
"E01006670",607,159,335,89,24
"E01006671",499,171,236,67,25
"E01006672",798,234,381,117,66
"E01006673",954,227,515,91,121
"E01006674",826,294,319,98,115
"E01006675",1132,270,706,47,109
"E01006676",761,240,329,100,92
"E01006677",477,188,189,55,45
"E01006678",1059,314,527,121,97
"E01006679",920,242,418,108,152
"E01006680",605,181,315,92,17
"E01006681",719,216,384,86,33
"E01006682",498,134,273,82,9
"E01006683",594,167,321,86,20
"E01006684",999,424,474,80,21
"E01006685",604,235,284,60,25
"E01006686",531,145,266,95,25
"E01006687",933,364,496,39,34
"E01006688",712,220,394,76,22
"E01006689",717,200,397,91,29
"E01006690",801,245,418,67,71
"E01006691",647,210,258,105,74
"E01006692",989,322,460,126,81
"E01006693",838,331,374,84,49
"E01006694",891,346,352,104,89
"E01006695",1029,268,585,62,114
"E01006696",768,236,333,117,82
"E01006697",828,294,325,127,82
"E01006698",725,223,341,104,57
"E01006699",777,234,393,105,45
"E01006700",653,212,309,97,35
"E01006701",671,213,330,84,44
"E01006702",740,246,346,94,54
"E01006703",818,272,425,63,58
"E01006705",689,264,296,76,53
"E01006706",582,174,283,79,46
"E01006707",553,159,272,65,57
"E01006708",754,241,348,119,46
"E01006709",685,280,291,75,39
"E01006710",592,143,322,97,30
"E01006711",685,221,325,84,55
"E01006712",569,196,243,92,38
"E01006713",604,197,276,89,42
"E01006716",701,234,336,68,63
"E01006717",576,171,281,96,28
"E01006718",678,208,352,72,46
"E01006719",638,198,313,88,39
"E01006720",905,325,362,114,104
"E01006721",912,332,447,81,52
"E01006722",608,155,324,76,53
"E01006723",749,196,417,90,46
"E01006724",554,117,303,101,33
"E01006725",739,272,318,92,57
"E01006726",659,217,315,75,52
"E01006727",665,213,343,73,36
"E01006728",855,357,358,79,61
"E01006729",539,124,291,75,49
"E01006730",542,170,261,65,46
"E01006731",486,136,248,63,39
"E01006732",644,171,315,93,65
"E01006734",625,159,347,76,43
"E01006735",571,210,250,73,38
"E01006736",582,159,290,93,40
"E01006737",562,138,302,81,41
"E01006738",662,222,289,104,47
"E01006739",707,193,342,103,69
"E01006740",604,182,305,67,50
"E01006741",778,236,379,109,54
"E01006742",591,179,299,77,36
"E01006743",1008,343,462,147,56
"E01006744",739,293,306,97,43
"E01006745",907,287,448,98,74
"E01006746",655,194,338,81,42
"E01006747",857,282,441,77,57
"E01006748",756,225,379,113,39
"E01006751",831,220,422,105,84
"E01006752",489,143,240,57,49
"E01006753",666,184,337,91,54
"E01006754",781,208,404,85,84
"E01006755",690,129,396,92,73
"E01006756",757,200,352,138,67
"E01006757",621,178,300,86,57
"E01006758",639,184,301,95,59
"E01006759",460,157,229,50,24
"E01006760",826,244,469,44,69
"E01006761",793,218,426,86,63
"E01006762",725,208,362,101,54
"E01006763",652,222,317,75,38
"E01006764",667,174,359,70,64
"E01006765",659,240,302,78,39
"E01006766",574,199,252,70,53
"E01006767",779,263,350,104,62
"E01006768",587,171,333,46,37
"E01006769",712,309,321,43,39
"E01006770",445,136,223,59,27
"E01006771",694,217,371,73,33
"E01006772",480,147,252,54,27
"E01006773",554,135,315,86,18
"E01006774",552,146,288,96,22
"E01006775",556,160,295,67,34
"E01006776",844,298,418,85,43
"E01006778",1124,391,547,106,80
"E01006779",902,289,456,104,53
"E01006780",619,180,330,79,30
"E01006781",600,172,317,85,26
"E01006782",691,225,356,87,23
"E01006783",645,195,304,91,55
"E01006784",586,183,295,83,25
"E01006785",781,237,401,109,34
"E01006786",764,183,435,108,38
"E01006787",691,161,371,90,69
"E01006788",681,159,349,121,52
"E01006790",801,255,376,115,55
"E01006791",873,291,459,75,48
"E01006792",557,202,288,54,13
"E01006793",759,268,382,60,49
"E01006794",711,274,343,65,29
"E01006795",628,216,325,57,30
"E01006796",581,213,297,56,15
"E01006797",707,191,394,83,39
"E01006798",609,178,340,68,23
"E01006799",1145,432,600,68,45
"E01006800",679,296,321,44,18
"E01006801",609,213,327,55,14
"E01032505",563,210,248,78,27
"E01032506",656,220,349,58,29
"E01032507",666,212,362,61,31
"E01032508",847,272,403,93,79
"E01032509",665,244,282,99,40
"E01032510",776,256,335,128,57
"E01032511",616,158,341,74,43
"E01033747",496,151,260,41,44
"E01033748",772,350,363,38,21
"E01033749",1039,147,867,8,17
"E01033750",905,357,452,44,52
"E01033751",603,227,311,27,38
"E01033752",790,250,435,31,74
"E01033753",714,245,367,28,74
"E01033754",838,271,448,45,74
"E01033755",675,217,364,32,62
"E01033756",733,165,449,30,89
"E01033757",715,239,425,18,33
"E01033758",475,118,283,15,59
"E01033759",480,120,263,66,31
"E01033760",529,102,350,17,60
"E01033761",832,209,535,30,58
"E01033762",456,147,233,25,51
"E01033763",820,245,465,59,51
"E01033764",1172,433,578,95,66
"E01033765",659,241,311,61,46
"E01033766",424,104,252,61,7
"E01033767",562,227,236,70,29
"E01033768",835,165,573,33,64
