"GeographyCode","QS119EW0001","QS119EW0002","QS119EW0003","QS119EW0004","QS119EW0005","QS119EW0006"
"E01006792",557,289,175,82,11,0
"E01006793",759,298,246,172,40,3
"E01006794",711,358,220,108,24,1
"E01006795",628,330,191,89,18,0
"E01006796",581,329,180,60,11,1
"E01006797",707,217,196,186,87,21
"E01006798",609,284,201,102,22,0
"E01006799",1145,324,323,369,124,5
"E01006800",679,286,233,142,18,0
"E01006801",609,252,228,114,15,0
"E01032505",563,199,185,121,53,5
"E01032506",656,236,193,145,73,9
"E01032507",666,339,177,115,33,2
"E01032508",847,180,241,276,134,16
"E01032509",665,197,191,195,76,6
"E01032510",776,283,219,188,80,6
"E01032511",616,168,197,183,61,7
"E01033747",496,69,137,182,99,9
"E01033748",772,463,227,60,19,3
"E01033749",1039,284,690,59,5,1
"E01033750",905,571,258,62,13,1
"E01033751",603,321,152,93,34,3
"E01033752",790,378,337,60,15,0
"E01033753",714,328,314,61,10,1
"E01033754",838,297,363,133,40,5
"E01033755",675,323,295,50,6,1
"E01033756",733,237,400,85,10,1
"E01033757",715,248,291,129,44,3
"E01033758",475,102,216,116,36,5
"E01033759",480,131,142,134,68,5
"E01033760",529,159,245,103,17,5
"E01033761",832,373,366,80,7,6
"E01033762",456,127,206,88,31,4
"E01033763",820,153,237,287,129,14
"E01033764",1172,188,309,409,245,21
"E01033765",659,217,172,158,106,6
"E01033766",424,226,116,70,11,1
"E01033767",562,146,186,155,72,3
"E01033768",835,246,277,178,109,25
